sp_id	sp_gq_id	age	sex
943198077	450006446	27	M
943198076	450006446	21	M
943198075	450006446	35	M
943198074	450006446	39	M
943198073	450006446	24	M
943198072	450006446	25	M
943198071	450006446	31	M
943198070	450006446	47	M
943198069	450006446	28	M
943198068	450006446	59	M
943198067	450006446	25	M
943198066	450006446	21	M
943198065	450006446	21	M
943198064	450006446	18	M
943198063	450006446	43	M
943198194	450006446	47	M
943198062	450006446	57	M
943198061	450006446	20	M
943198060	450006446	60	M
943198059	450006446	54	M
943198058	450006446	49	M
943198057	450006446	34	M
943198056	450006446	44	M
943198055	450006446	46	M
943198232	450006446	53	M
943198128	450006446	57	M
943198129	450006446	19	M
943198130	450006446	37	M
943198131	450006446	25	M
943198132	450006446	45	M
943198133	450006446	31	M
943198134	450006446	49	M
943198135	450006446	60	M
943198136	450006446	26	M
943198137	450006446	43	M
943198138	450006446	31	M
943198139	450006446	19	M
943198140	450006446	29	M
943198141	450006446	27	M
943198142	450006446	42	M
943198143	450006446	24	M
943198144	450006446	36	M
943198145	450006446	39	M
943198146	450006446	28	M
943198147	450006446	20	M
943198148	450006446	22	M
943198149	450006446	43	M
943198150	450006446	29	M
943198151	450006446	24	M
943198152	450006446	21	M
943198153	450006446	35	M
943198122	450006446	31	M
943198221	450006446	26	M
943198220	450006446	52	M
943198219	450006446	41	M
943198218	450006446	41	M
943198217	450006446	53	M
943198216	450006446	29	M
943198195	450006446	31	M
943198215	450006446	24	M
943198214	450006446	31	M
943198213	450006446	42	M
943198212	450006446	23	M
943198211	450006446	26	M
943198210	450006446	30	M
943198209	450006446	47	M
943198208	450006446	20	M
943198207	450006446	33	M
943198206	450006446	52	M
943198205	450006446	48	M
943198204	450006446	41	M
943198203	450006446	27	M
943198202	450006446	28	M
943198201	450006446	29	M
943198200	450006446	36	M
943198199	450006446	25	M
943198198	450006446	31	M
943198197	450006446	43	M
943198196	450006446	20	M
943198154	450006446	28	M
943198155	450006446	38	M
943198156	450006446	46	M
943198157	450006446	36	M
943198158	450006446	37	M
943198159	450006446	44	M
943198160	450006446	63	M
943198161	450006446	51	M
943198162	450006446	27	M
943198163	450006446	46	M
943198164	450006446	48	M
943198165	450006446	39	M
943198166	450006446	46	M
943198167	450006446	27	M
943198168	450006446	45	M
943198169	450006446	43	M
943198170	450006446	42	M
943198171	450006446	26	M
943198172	450006446	36	M
943198173	450006446	23	M
943198174	450006446	43	M
943198175	450006446	34	M
943198121	450006446	45	M
943198120	450006446	54	M
943198119	450006446	41	M
943198118	450006446	29	M
943198117	450006446	34	M
943198116	450006446	31	M
943198115	450006446	52	M
943198114	450006446	30	M
943198113	450006446	39	M
943198036	450006446	21	M
943198037	450006446	39	M
943198038	450006446	64	M
943198039	450006446	29	M
943198040	450006446	36	M
943198041	450006446	39	M
943198042	450006446	22	M
943198043	450006446	46	M
943198044	450006446	51	M
943198045	450006446	50	M
943198046	450006446	47	M
943198047	450006446	30	M
943198048	450006446	39	M
943198049	450006446	29	M
943198050	450006446	30	M
943198051	450006446	31	M
943198052	450006446	32	M
943198053	450006446	23	M
943198054	450006446	23	M
943198176	450006446	29	M
943198177	450006446	26	M
943198178	450006446	44	M
943198112	450006446	51	M
943198179	450006446	37	M
943198180	450006446	43	M
943198181	450006446	44	M
943198182	450006446	38	M
943198183	450006446	38	M
943198184	450006446	34	M
943198185	450006446	21	M
943198186	450006446	40	M
943198187	450006446	54	M
943198188	450006446	33	M
943198189	450006446	32	M
943198190	450006446	41	M
943198191	450006446	64	M
943198192	450006446	33	M
943198193	450006446	24	M
943198035	450006446	33	M
943198034	450006446	33	M
943198033	450006446	46	M
943198111	450006446	54	M
943198110	450006446	45	M
943198109	450006446	34	M
943198108	450006446	26	M
943198107	450006446	31	M
943198106	450006446	34	M
943198105	450006446	47	M
943198104	450006446	59	M
943198103	450006446	47	M
943198102	450006446	35	M
943198101	450006446	31	M
943198100	450006446	35	M
943198099	450006446	41	M
943198098	450006446	52	M
