sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164736265	56632400	21	M	1	0	X	517668955
164736267	56632400	0	M	1	2	X	X
164848521	56632147	43	F	1	1	X	517661233
164883152	56634518	9	M	1	7	450100871	X
164883168	56634462	9	M	1	7	450100871	X
164883173	56635048	59	F	1	0	X	X
165564767	56632654	63	F	1	0	X	517668962
165564784	56633741	52	M	1	1	X	517661372
166204808	56634676	15	F	1	2	450100876	X
166204809	56634676	13	F	1	2	450100876	X
166204810	56634676	11	M	1	2	450100876	X
166204811	56634676	40	M	1	0	X	517661330
166390042	56634378	35	M	1	9	X	517661093
166390043	56634378	28	M	1	0	X	517660989
166390116	56633325	35	M	1	9	X	517661165
166390130	56634776	35	M	1	9	X	517668936
166464208	56632535	22	F	1	0	X	517661222
166659694	56633012	14	M	9	7	450100871	X
166659695	56633012	56	M	9	1	X	517668936
166659696	56633012	44	F	1	0	X	517661165
166902590	56633875	57	F	1	1	X	517661423
167224464	56632741	61	F	1	0	X	X
167224465	56632741	71	M	1	1	X	X
167224466	56634742	61	F	1	0	X	X
167294937	56634051	42	F	1	0	X	517661330
167462651	56633317	15	M	3	2	450100874	X
167462653	56633317	45	F	1	0	X	517669033
167462676	56634468	47	M	2	1	X	517661074
167530554	56632489	62	F	1	0	X	517668930
167530564	56632572	62	F	1	0	X	517668930
167554568	56632231	40	M	1	6	X	X
167554569	56632231	61	F	1	0	X	517661188
167568145	56632165	0	M	1	2	X	X
167568147	56632165	1	F	1	2	X	X
167568273	56632468	29	F	1	1	X	517660983
167568275	56632468	0	M	1	2	X	X
167568276	56632468	7	F	1	2	450100871	X
167568277	56632468	1	F	1	2	X	X
168719071	56632854	55	M	1	0	X	517668930
168926917	56633420	22	M	1	0	X	517661408
168926919	56633483	22	M	1	0	X	517661311
168926920	56633483	20	F	1	10	X	517661297
168933710	56632786	69	F	1	0	X	517669035
168933723	56633141	56	M	9	1	X	X
168933724	56633141	69	F	1	0	X	517668922
169463415	56634708	59	F	1	1	X	517660989
169463417	56634708	63	M	1	0	X	X
169686578	56632676	24	F	1	0	X	517661320
169686579	56632676	27	M	1	1	X	517661146
169686582	56632309	24	F	1	0	X	517661035
169686583	56632309	27	M	1	1	X	517668938
169686591	56634612	27	M	1	1	X	517661241
169686595	56633751	27	M	1	1	X	517661165
169739369	56632532	15	F	1	2	450100874	X
169739377	56634541	15	F	1	2	450100874	X
169950807	56632454	47	F	1	0	X	517668922
169950809	56632454	14	F	1	2	450100876	X
169950810	56632454	46	M	1	1	X	517661165
170021606	56634206	22	F	1	0	X	517669026
170021706	56634784	1	F	1	2	X	X
170021707	56634784	4	M	1	2	450099883	X
170021712	56634147	1	F	1	2	X	X
