sp_id	sp_gq_id	age	sex
943199153	450007492	31	M
943199151	450007492	38	M
943199150	450007492	29	M
943199148	450007492	34	M
943199149	450007492	51	M
943199152	450007492	49	M
943199155	450025112	52	F
943199154	450025112	38	F
940669795	450040564	85	M
940010326	450040564	81	F
940010327	450040564	85	F
940010328	450040564	88	F
940010329	450040564	86	F
940669784	450040564	84	M
940669790	450040564	74	M
940669789	450040564	84	M
940669788	450040564	76	M
940669787	450040564	104	M
940669786	450040564	88	M
940669783	450040564	65	M
940669782	450040564	71	M
940010297	450040564	105	F
940010298	450040564	86	F
940010299	450040564	95	F
940010300	450040564	75	F
940010301	450040564	73	F
940010302	450040564	92	F
940010303	450040564	80	F
940010304	450040564	89	F
940010305	450040564	91	F
940010306	450040564	80	F
940010307	450040564	81	F
940010308	450040564	85	F
940010309	450040564	81	F
940010310	450040564	93	F
940010311	450040564	100	F
940010312	450040564	89	F
940010313	450040564	78	F
940010314	450040564	85	F
940010315	450040564	75	F
940010316	450040564	87	F
940010317	450040564	69	F
940010318	450040564	87	F
940010319	450040564	87	F
940010320	450040564	79	F
940010321	450040564	86	F
940010322	450040564	99	F
940669791	450040564	67	M
940669785	450040564	71	M
940669792	450040564	92	M
940669793	450040564	76	M
940669794	450040564	82	M
940669796	450040564	90	M
940669797	450040564	68	M
940669798	450040564	96	M
940010323	450040564	86	F
940010324	450040564	94	F
940010325	450040564	90	F
943199162	450025110	15	M
943199159	450025110	17	M
943199156	450025110	16	M
943199157	450025110	14	M
943199158	450025110	17	M
943199161	450025110	16	M
943199165	450025110	17	M
943199164	450025110	16	M
943199160	450025110	17	M
943199163	450025110	15	M
943199166	450025111	16	F
