sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56605351	560179678001	1	44790	43.6411824	-108.2050226
56605352	560179678001	1	96000	43.6384788	-108.2135760
56605353	560179678001	1	42400	43.6419616	-108.2140028
56605354	560179678001	1	51280	43.6465694	-108.2057628
56605355	560179678001	1	34010	43.6458189	-108.2122823
56605356	560179678001	1	141000	43.6497921	-108.2117585
56605357	560179678001	1	12000	43.6456662	-108.2123642
56605358	560179678001	1	2700	43.6493102	-108.2147530
56605359	560179678001	1	65200	43.6497817	-108.2119225
56605360	560179678001	1	16900	43.6489726	-108.2143982
56605361	560179678001	1	58300	43.6489399	-108.2118425
56605362	560179678001	1	7100	43.6498340	-108.2117310
56605363	560179678001	1	25700	43.6496334	-108.2122008
56605364	560179678001	1	49700	43.6437756	-108.2119375
56605365	560179678001	1	50000	43.6417083	-108.2044592
56605366	560179678001	1	15100	43.6416109	-108.2047085
56605367	560179678001	1	17900	43.6416981	-108.2038417
56605368	560179678001	1	51600	43.6497303	-108.2104358
56605369	560179678001	1	0	43.6496183	-108.2103611
56605370	560179678001	1	97000	43.6493756	-108.2109054
56605371	560179678001	1	285000	43.6497827	-108.2107797
56605372	560179678001	1	15800	43.6497318	-108.2110721
56605373	560179678001	1	16000	43.6419903	-108.2046677
56605374	560179678001	1	41400	43.6418328	-108.2040731
56605375	560179678001	1	25690	43.6417749	-108.2043018
56605376	560179678001	1	34300	43.6419547	-108.2050977
56605377	560179678001	1	62000	43.6422229	-108.2048213
56605378	560179678001	1	8900	43.6418157	-108.2039533
56605379	560179678001	1	38000	43.6422058	-108.2040778
56605380	560179678001	1	96000	43.6494164	-108.2116419
56605381	560179678001	1	22800	43.6511036	-108.2100192
56605382	560179678001	1	39290	43.6419043	-108.2039405
56605383	560179678001	1	7200	43.6509943	-108.2101295
56605384	560179678001	1	56010	43.6514146	-108.2097591
56605385	560179678001	1	49000	43.6422507	-108.2040811
56605386	560179678001	1	363500	43.6418775	-108.2048988
56605387	560179678001	1	22400	43.6509812	-108.2094356
56605388	560179678001	1	38000	43.6512099	-108.2097914
56605389	560179678001	1	66900	43.6512237	-108.2093629
56605390	560179678001	9	400	43.6514049	-108.2102121
56605391	560179678001	1	24600	43.6514266	-108.2096491
56605392	560179678001	1	85000	43.6512548	-108.2103407
56605393	560179678001	1	37200	43.6510118	-108.2096687
56605394	560179678001	1	54000	43.6490938	-108.2117745
56605395	560179678001	1	86000	43.6491686	-108.2125385
56605396	560179678001	1	83600	43.6497361	-108.2118266
56605397	560179678001	1	20000	43.6515419	-108.2098320
56605398	560179678001	1	28000	43.6510050	-108.2100120
56605399	560179678001	1	41900	43.6488296	-108.2140767
56605400	560179678001	1	43300	43.6383916	-108.2125897
56605401	560179678001	1	56500	43.6421637	-108.2069417
56605402	560179678001	1	28800	43.6380536	-108.2125382
56605403	560179678001	1	45000	43.6387792	-108.2144499
56605404	560179678001	1	75000	43.6390884	-108.2144039
56605405	560179678001	1	20200	43.6386258	-108.2142556
56605406	560179678001	1	56000	43.6388227	-108.2144796
56605407	560179678001	1	25000	43.6393800	-108.2140245
56605408	560179678001	1	60000	43.6392538	-108.2142052
56605409	560179678001	1	89000	43.6387423	-108.2127358
56605410	560179678001	1	11300	43.6477683	-108.2197381
56605411	560179678001	1	30200	43.6463104	-108.2177484
56605412	560179678001	1	88400	43.6474300	-108.2194906
56605413	560179678001	1	45450	43.6434549	-108.2155074
56605414	560179678001	1	27000	43.6479794	-108.2193653
56605415	560179678001	1	11800	43.6480898	-108.2197825
56605416	560179678001	1	8590	43.6425223	-108.2069138
56605417	560179678001	1	66300	43.6486245	-108.2130062
56605418	560179678001	1	32000	43.6469535	-108.2161067
56605419	560179678001	1	77400	43.6389574	-108.2128490
56605420	560179678001	1	88000	43.6387808	-108.2128653
56605421	560179678001	1	0	43.6394123	-108.2127537
