sp_id	sp_gq_id	age	sex
940542628	450032306	77	M
939369257	450032306	34	F
940542629	450032306	85	M
940542630	450032306	77	M
940542631	450032306	79	M
939687220	450032306	100	F
939687221	450032306	72	F
939687222	450032306	94	F
939687223	450032306	90	F
939687224	450032306	86	F
939687225	450032306	95	F
939687226	450032306	69	F
939687227	450032306	83	F
939687228	450032306	76	F
939687229	450032306	76	F
939687231	450032306	91	F
939687230	450032306	77	F
939687232	450032306	93	F
939687233	450032306	84	F
939687234	450032306	90	F
939687235	450032306	74	F
939687236	450032306	87	F
939687237	450032306	76	F
939373240	450032306	45	F
940542624	450032307	85	M
939687207	450032307	95	F
939687208	450032307	68	F
939687209	450032307	94	F
939687210	450032307	74	F
939687211	450032307	88	F
939687212	450032307	92	F
939687213	450032307	87	F
939687214	450032307	83	F
939687215	450032307	87	F
939687216	450032307	72	F
939687217	450032307	65	F
939687218	450032307	97	F
939687219	450032307	87	F
940542618	450032307	91	M
940542619	450032307	78	M
940542620	450032307	91	M
940542621	450032307	68	M
940542622	450032307	65	M
940542623	450032307	77	M
940542625	450032307	70	M
940542626	450032307	79	M
940542627	450032307	82	M
943200831	450007495	21	M
943200837	450007495	26	M
943200829	450007495	21	M
943200828	450007495	46	M
943200827	450007495	48	M
943200826	450007495	47	M
943200825	450007495	44	M
943200836	450007495	31	M
943200835	450007495	33	M
943200833	450007495	47	M
943200832	450007495	44	M
943200830	450007495	22	M
943200838	450007495	24	M
943200834	450007495	29	M
943200841	450025118	44	F
943200840	450025118	41	F
943200839	450025118	46	F
