sp_id	stco	latitude	longitude
450097561	56023	41.787849	-110.545263
450063600	25027	0.0000000	0.0000000
450091630	56023	42.087044	-110.953548
450097562	56023	41.786257	-110.54321
450091631	56023	42.083539	-110.956494
450076016	49005	41.7642160	-111.8288335
450093610	56023	43.076895	-111.011982
450067304	25025	0.0000000	0.0000000
450094430	56013	42.997418	-108.85941
450097563	56023	41.78606	-110.548433
450057833	56037	41.5848982	-109.2217265
450101788	56023	42.648693	-110.933464
450088468	56023	42.725319	-110.928578
450066968	23015	0.0000000	0.0000000
450097560	56023	41.788191	-110.546103
