sp_id	latitude	longitude
517423700	41.7888867	-110.5469694
517507439	43.2513769	-110.9322074
517432276	42.0843797	-110.9504393
517506651	42.9147027	-111.0009231
517423763	41.7977867	-110.5420384
517508692	43.4771636	-110.7612091
517508019	43.4744246	-110.7813031
517506369	42.6780437	-110.9575102
517508293	43.4844236	-110.7641691
517423836	41.7971558	-110.5385546
517507560	43.4743336	-110.7869191
517662738	43.8384675	-110.4433071
506926795	42.6590617	-111.6005380
517506271	42.7449457	-110.9434482
517423579	41.7921957	-110.5364634
517507245	43.0333236	-111.0121681
517508381	43.4805436	-110.7642091
517507458	43.0661540	-111.0116486
517423665	41.7900297	-110.5455394
517507247	43.0719356	-110.9918951
517507480	43.0210743	-111.0295877
517506570	42.7931837	-110.9227052
506983892	43.5274907	-111.9641328
517507445	43.2513769	-110.9322074
517508588	43.4807336	-110.7620291
517369240	40.7724450	-111.9580952
517508493	43.4793236	-110.7625591
517506681	42.9173217	-111.0022311
517506557	42.9824707	-111.0258991
517506364	42.6942157	-110.9287992
506926607	42.6576217	-111.6037450
517423726	41.7973367	-110.5443824
517507444	43.2513769	-110.9322074
517508307	43.4800236	-110.7576291
517508397	43.4792536	-110.7594691
517414287	41.1387234	-104.8198908
517663095	43.5189636	-110.7492091
517507770	43.4350936	-110.8018591
517508180	43.4799536	-110.7599291
517506323	42.7186447	-110.9335112
510784383	36.1523967	-115.2435122
517508589	43.4798836	-110.7627191
517507547	43.4695936	-110.8403091
517506662	42.9158467	-111.0007371
517339391	40.6847890	-111.8714783
517507236	43.0381356	-111.0122181
517506262	42.6637677	-110.9333382
517507449	43.2513769	-110.9322074
517662807	43.5319386	-110.8433351
517506748	42.7072240	-110.9389790
517506239	42.7509287	-110.9252992
517409944	41.2704438	-110.9686694
517507495	43.4702565	-110.7859762
517507413	43.0987456	-111.0229659
517507438	43.0719943	-110.9904381
517662741	43.5917086	-110.8128181
517507345	43.4583246	-110.7986531
517508524	43.4840836	-110.7641691
517508278	43.4750636	-110.7488291
517508595	43.4768936	-110.7463891
517508695	43.4729636	-110.7654791
517423775	41.8082067	-110.5341254
517423701	41.7874377	-110.5406084
517392858	41.2492439	-111.9932892
517423762	41.7900437	-110.5368274
517423722	41.7937447	-110.5442294
517506425	42.7207777	-110.9335632
517508635	43.4775636	-110.7634391
517508049	43.4838856	-110.7636691
517506654	42.9732016	-110.9599391
517508565	43.4216336	-110.7798391
517423697	41.7950787	-110.5399204
517508569	43.4792536	-110.7626991
517663345	43.5264036	-110.8506991
517506479	42.8319727	-110.9907041
517506332	42.7449457	-110.9434482
517506451	42.7139947	-110.9336012
517507216	43.1743466	-111.0083071
517423657	41.7942167	-110.5359274
517508581	43.4735036	-110.7514791
517508052	43.4245106	-110.7757181
517507550	43.4614036	-110.8108891
517506215	42.6778457	-110.9795182
517508647	43.4757636	-110.7550791
517507464	42.9962248	-111.0435893
517507291	43.4646436	-110.7932811
513096707	36.1816836	-95.9041335
517506661	42.9158467	-111.0007371
517506492	42.8744677	-110.9235962
517663169	43.8489935	-110.4182191
517508056	43.4797586	-110.7508131
517506702	42.9128457	-110.9997641
517509347	43.3917736	-110.7172291
517507454	43.2513769	-110.9322074
517432287	42.0844237	-110.9502913
517662753	43.5853416	-110.8288701
517507273	43.4722206	-110.7881071
517508353	43.4799436	-110.7680291
517508577	43.4792736	-110.7441791
517508624	43.4773936	-110.7703091
517506634	42.6203337	-110.9024192
517507331	43.4617596	-110.7977931
517508455	43.4258236	-110.7761691
517507749	43.4717136	-110.7876691
517506458	42.7253457	-110.9309262
