sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56087804	560239780001	1	180000	43.1816689	-111.0355937
56087805	560239780001	1	66000	43.0016922	-110.9702904
56087806	560239780001	1	32000	43.1729627	-111.0289777
56087807	560239780001	1	101050	43.1786573	-111.0210391
56087808	560239780001	1	232300	43.1827688	-111.0329208
56087809	560239780001	1	78400	42.9831011	-110.9559676
56087810	560239780001	1	160400	42.6954586	-110.9133091
56087811	560239780001	1	14400	42.9834237	-110.9563253
56087812	560239780001	1	29040	43.1572249	-111.0133442
56087813	560239780001	1	23900	42.6903444	-110.9129450
56087814	560239780001	1	23600	43.1639299	-111.0158043
56087815	560239780001	1	53600	42.9783058	-110.9506413
56087816	560239780001	1	40000	42.9882017	-110.9611637
56087817	560239780001	1	61230	42.7016302	-110.9133458
56087818	560239780001	1	63200	43.1628548	-111.0085508
56087819	560239780001	1	100000	42.7005788	-110.9123962
56087820	560239780001	1	46280	43.1748032	-111.0207497
56087821	560239780001	1	41100	42.9893732	-110.9605180
56087822	560239780001	1	75400	43.1581317	-111.0099274
56087823	560239780001	1	208800	42.9693329	-110.9440488
56087824	560239780001	1	82800	43.1585763	-111.0112277
56087825	560239780001	1	137200	43.1747557	-111.0351129
56087826	560239780001	1	11400	42.9850414	-110.9565009
56087827	560239780001	1	46000	43.1740266	-111.0171773
56087828	560239780001	1	95000	43.1724379	-111.0157671
56087829	560239780001	1	209200	42.9867007	-110.9606542
56087830	560239780001	1	111400	43.1630123	-111.0111023
56087831	560239780001	1	53810	42.9689220	-110.9442134
56087832	560239780001	1	25600	43.1779426	-111.0430620
56087833	560239780001	1	54000	43.1750498	-111.0218537
56087834	560239780001	1	29000	43.1833822	-111.0386810
56087835	560239780001	1	68000	43.1744155	-111.0075268
56087836	560239780001	1	24300	43.1753790	-111.0314234
56087837	560239780001	1	89650	43.1756673	-111.0325278
56087838	560239780001	1	83450	43.1786347	-111.0203614
56087839	560239780001	1	394300	42.9679888	-110.9460494
56087840	560239780001	1	25000	42.9781129	-110.9500404
56087841	560239780001	1	74800	42.9768986	-110.9489029
56087842	560239780001	1	230060	42.9747909	-110.9491533
56087843	560239780001	1	68000	42.9760193	-110.9498469
56087844	560239780001	1	120000	42.9751237	-110.9490162
56087845	560239780001	1	68000	42.9704671	-110.9442810
56087846	560239780001	1	57500	43.1772281	-111.0191399
56087847	560239780001	1	42000	43.1585889	-111.0162623
56087848	560239780001	1	88010	43.1767549	-111.0388968
56087849	560239780001	1	29000	43.1744236	-111.0286027
56087850	560239780001	1	141000	43.1753018	-111.0336567
56087851	560239780001	1	107500	43.1789391	-111.0175582
56087852	560239780001	1	239700	43.1783567	-111.0185310
56087853	560239780001	1	68500	43.1846117	-111.0365706
56087854	560239780001	1	169900	43.1881124	-111.0316888
56087855	560239780001	1	193000	43.1843401	-111.0369550
56087856	560239780001	1	25700	43.1779483	-111.0175926
56087857	560239780001	1	128000	43.1757268	-111.0176592
56087858	560239780001	1	25700	43.1781650	-111.0185322
56087859	560239780001	1	70000	43.1833299	-111.0331740
