sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164153163	56533452	72	M	1	0	X	X
164165874	56539076	47	M	1	0	X	517666544
164165886	56538861	47	M	1	0	X	517667413
164165887	56538861	48	F	1	1	X	517666340
164165896	56532478	47	M	1	0	X	517668255
164165906	56544263	47	M	1	0	X	517668239
164165907	56544263	48	F	1	1	X	517666274
164165910	56537015	47	M	1	0	X	517666858
164165911	56537015	48	F	1	1	X	517668545
164206892	56530452	41	F	1	1	X	517668384
164206893	56530452	36	M	1	0	X	517669038
164206896	56534268	41	F	1	1	X	517667488
164206897	56534268	36	M	1	0	X	517668085
164206908	56539806	41	F	1	1	X	517667565
164206912	56539542	41	F	1	1	X	517666962
164206913	56539542	36	M	1	0	X	517667713
164206916	56529288	41	F	1	1	X	517661601
164206917	56529288	36	M	1	0	X	517666962
164206921	56532958	36	M	1	0	X	517667702
164206927	56538631	36	M	1	0	X	517668066
164206929	56538122	36	M	1	0	X	517667474
164455506	56542194	11	M	1	2	450097972	X
164553251	56531520	67	F	1	0	X	X
164553254	56536106	67	F	1	0	X	X
164553255	56542909	67	F	1	0	X	X
164553258	56539660	67	F	1	0	X	X
164553262	56535567	67	F	1	0	X	X
164736268	56534248	21	M	1	0	X	517666962
164736271	56534272	21	M	1	0	X	517666643
164736272	56534272	25	F	1	1	X	517666808
164736273	56534272	0	M	1	2	X	X
164736274	56544248	21	M	1	0	X	517666849
164736277	56542461	21	M	1	0	X	517666285
164736278	56542461	25	F	1	1	X	517666627
164848503	56530711	43	F	1	1	X	517667038
164848505	56536548	43	F	1	1	X	517666047
164848515	56544567	43	F	1	1	X	517666170
164883156	56529914	9	M	1	7	450102752	X
164994999	56534111	13	F	1	2	450058801	X
165192037	56537799	42	F	1	0	X	517666859
165192039	56537799	15	M	1	2	450104523	X
165192045	56532288	42	F	1	0	X	517666528
165192064	56544234	46	M	1	10	X	517667580
165192067	56544234	15	M	1	2	450090567	X
165192079	56542733	15	M	1	2	450090567	X
165192082	56532438	13	M	1	2	450091814	X
165192083	56532438	15	M	1	2	450090567	X
165192084	56536952	46	M	1	10	X	517668049
165192085	56536952	42	F	1	0	X	517669064
165192086	56536952	13	M	1	2	450099596	X
165192087	56536952	15	M	1	2	450090567	X
165192088	56531435	46	M	1	10	X	517666808
165192090	56531435	13	M	1	2	450095942	X
165192742	56536873	86	F	1	0	X	X
165221513	56541274	75	F	1	1	X	X
165221514	56541274	82	M	1	0	X	X
165419838	56529992	80	F	1	4	X	517667730
165419839	56529992	55	M	1	0	X	517667607
165419842	56535312	80	F	1	4	X	517666643
165419859	56539215	55	M	1	0	X	517667145
165564762	56544830	52	M	1	1	X	517667861
165564773	56530761	63	F	1	0	X	517666808
166069094	56535440	49	M	1	0	X	517666962
166120384	56531905	10	F	1	2	450091814	X
166120386	56531905	6	M	1	2	450091814	X
166120406	56540691	6	M	1	2	450102752	X
166120407	56540691	7	M	1	2	450102752	X
