sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56527836	560050001001	9	50000	44.1936823	-105.3601856
56527837	560050001001	1	107000	44.2283527	-105.4289372
56527838	560050001001	1	12400	44.1948266	-105.3588805
56527839	560050001001	1	41000	44.2285584	-105.4294361
56527840	560050001001	1	151700	44.1962099	-105.3594879
56527841	560050001001	9	56000	44.2284620	-105.4321392
56527842	560050001001	1	101000	44.1950929	-105.3577551
56527843	560050001001	1	58490	44.2281362	-105.4329052
56527844	560050001001	1	35600	44.1951054	-105.3560496
56527845	560050001001	1	81400	44.2281948	-105.4319732
56527846	560050001001	1	13000	44.1945948	-105.3559245
56527847	560050001001	1	26000	44.2283490	-105.4308414
56527848	560050001001	1	23000	44.1960203	-105.3607244
56527849	560050001001	1	12000	44.2283780	-105.4305661
56527850	560050001001	1	130500	44.1944453	-105.3578040
56527851	560050001001	1	100000	44.2283989	-105.4304552
56527852	560050001001	1	70000	44.2057951	-105.3535235
56527853	560050001001	1	52000	44.2288153	-105.4310744
56527854	560050001001	1	70000	44.2045653	-105.3537076
56527855	560050001001	1	85500	44.2285749	-105.4327820
56527856	560050001001	1	119000	44.2065391	-105.3490408
56527857	560050001001	1	93200	44.2284093	-105.4324691
56527858	560050001001	1	69000	44.1943283	-105.3587547
56527859	560050001001	1	64800	44.2282242	-105.4333092
56527860	560050001001	1	173000	44.2073231	-105.3496220
56527861	560050001001	1	42960	44.2287265	-105.4265347
56527862	560050001001	1	104100	44.1934142	-105.3557439
56527863	560050001001	1	53500	44.2287786	-105.4268678
56527864	560050001001	1	45500	44.2052366	-105.3484970
56527865	560050001001	1	117530	44.2287505	-105.4262009
56527866	560050001001	1	31000	44.1930756	-105.3542045
56527867	560050001001	1	137100	44.2279226	-105.4344717
56527868	560050001001	1	81400	44.2062597	-105.3527870
56527869	560050001001	1	29700	44.2193397	-105.4536445
56527870	560050001001	1	87700	44.2068581	-105.3540909
56527871	560050001001	1	50000	44.2198821	-105.4538379
