sp_id	sp_gq_id	age	sex
938940315	450005061	21	M
938940317	450005061	24	M
938940318	450005061	21	M
938940319	450005061	19	M
938940320	450005061	20	M
938940321	450005061	20	M
938940322	450005061	19	M
938940323	450005061	18	F
938940324	450005061	22	F
938940325	450005061	19	F
938940326	450005061	24	F
938940327	450005061	18	F
938940328	450005061	20	F
938940329	450005061	23	F
938940330	450005061	18	F
938940331	450005061	22	F
938940332	450005061	20	F
938940333	450005061	24	F
938940334	450005061	19	F
938940335	450005061	20	F
938940336	450005061	20	F
938940337	450005061	21	F
938940338	450005061	19	F
938940339	450005061	23	F
938940340	450005061	20	F
938940341	450005061	19	F
938940342	450005061	18	F
938940343	450005061	18	F
938940344	450005061	19	F
938940345	450005061	21	F
938940346	450005061	21	F
938940347	450005061	24	F
938940348	450005061	19	F
938940349	450005061	19	F
938940350	450005061	19	F
938940351	450005061	18	F
938940352	450005061	19	F
938940353	450005061	18	F
938940354	450005061	23	F
938940355	450005061	21	F
938940356	450005061	18	F
938940357	450005061	20	F
938940280	450005061	18	M
938940281	450005061	19	M
938940282	450005061	18	M
938940283	450005061	19	M
938940284	450005061	18	M
938940285	450005061	18	M
938940286	450005061	23	M
938940287	450005061	20	M
938940288	450005061	19	M
938940289	450005061	18	M
938940290	450005061	19	M
938940291	450005061	22	M
938940292	450005061	19	M
938940293	450005061	19	M
938940294	450005061	21	M
938940295	450005061	19	M
938940296	450005061	18	M
938940297	450005061	19	M
938940298	450005061	19	M
938940299	450005061	19	M
938940300	450005061	20	M
938940301	450005061	20	M
938940302	450005061	19	M
938940303	450005061	20	M
938940304	450005061	22	M
938940305	450005061	19	M
938940306	450005061	19	M
938940307	450005061	19	M
938940308	450005061	19	M
938940309	450005061	19	M
938940310	450005061	19	M
938940311	450005061	19	M
938940312	450005061	19	M
938940313	450005061	18	M
938940314	450005061	19	M
938940316	450005061	19	M
943197975	450007487	27	M
943197933	450007487	37	M
943197934	450007487	52	M
943197935	450007487	36	M
943197936	450007487	60	M
943197981	450007487	26	M
943197980	450007487	45	M
943197979	450007487	24	M
943197978	450007487	58	M
943197977	450007487	28	M
943197976	450007487	25	M
943197974	450007487	51	M
943197973	450007487	19	M
943197972	450007487	61	M
943197971	450007487	42	M
943197970	450007487	22	M
943197969	450007487	36	M
943197968	450007487	48	M
943197967	450007487	38	M
943197966	450007487	53	M
943197965	450007487	25	M
943197964	450007487	45	M
943197963	450007487	54	M
943197962	450007487	27	M
943197961	450007487	28	M
943197960	450007487	48	M
943197959	450007487	48	M
943197958	450007487	42	M
943197957	450007487	30	M
943197956	450007487	37	M
943197955	450007487	43	M
943197954	450007487	30	M
943197953	450007487	27	M
943197952	450007487	22	M
943197951	450007487	45	M
943197950	450007487	26	M
943197949	450007487	38	M
943197948	450007487	44	M
943197947	450007487	45	M
943197946	450007487	35	M
943197945	450007487	30	M
943197944	450007487	49	M
943197943	450007487	46	M
943197942	450007487	40	M
943197941	450007487	33	M
943197940	450007487	24	M
943197939	450007487	31	M
943197938	450007487	20	M
943197937	450007487	58	M
943197994	450007487	56	M
943197993	450007487	62	M
943197992	450007487	30	M
943197991	450007487	42	M
943197990	450007487	29	M
943197989	450007487	39	M
943197988	450007487	37	M
943197987	450007487	47	M
943197986	450007487	25	M
943197985	450007487	22	M
943197984	450007487	36	M
943197983	450007487	35	M
943197982	450007487	26	M
943198013	450007487	36	M
943198012	450007487	38	M
943198011	450007487	51	M
943198010	450007487	41	M
943198009	450007487	36	M
943198008	450007487	58	M
943198007	450007487	20	M
943198006	450007487	49	M
943198005	450007487	36	M
943198004	450007487	25	M
943198003	450007487	23	M
943198002	450007487	43	M
943198001	450007487	22	M
943198000	450007487	31	M
943197999	450007487	29	M
943197998	450007487	21	M
943197997	450007487	37	M
943197996	450007487	57	M
943197995	450007487	33	M
943197922	450007487	39	M
943197921	450007487	37	M
943197920	450007487	23	M
943197919	450007487	29	M
943197918	450007487	20	M
943197917	450007487	42	M
943197923	450007487	44	M
943197924	450007487	47	M
943197925	450007487	29	M
943197926	450007487	26	M
943197927	450007487	40	M
943197928	450007487	23	M
943197929	450007487	47	M
943197930	450007487	48	M
943197931	450007487	27	M
943197932	450007487	42	M
943198018	450025087	26	F
943198017	450025087	40	F
943198016	450025087	39	F
943198021	450025087	50	F
943198015	450025087	24	F
943198014	450025087	43	F
943198020	450025087	30	F
943198019	450025087	59	F
943198022	450025087	33	F
943198023	450025087	42	F
943197896	450025088	16	M
943197897	450025088	17	M
943197892	450025088	16	M
943197904	450025088	17	M
943197903	450025088	16	M
943197894	450025088	15	M
943197902	450025088	16	M
943197901	450025088	17	M
943197899	450025088	16	M
943197898	450025088	15	M
943197893	450025088	13	M
943197908	450025088	16	M
943197907	450025088	14	M
943197906	450025088	17	M
943197900	450025088	17	M
943197895	450025088	16	M
943197905	450025088	17	M
943197916	450025089	57	F
943197913	450025089	17	F
943197914	450025089	17	F
943197912	450025089	16	F
943197911	450025089	17	F
943197910	450025089	17	F
943197909	450025089	17	F
943197915	450025089	16	F
940328022	450032295	31	M
939687102	450032295	93	F
939687135	450032295	89	F
939687136	450032295	88	F
939687137	450032295	90	F
939687138	450032295	76	F
939687139	450032295	89	F
939687140	450032295	86	F
939687141	450032295	83	F
939687142	450032295	92	F
939373237	450032295	57	F
939373236	450032295	50	F
939373235	450032295	63	F
939373234	450032295	19	F
939373233	450032295	60	F
939373232	450032295	48	F
939687116	450032295	86	F
939687117	450032295	71	F
939687118	450032295	86	F
939687119	450032295	86	F
939687120	450032295	78	F
940542592	450032295	80	M
940542591	450032295	85	M
940542590	450032295	83	M
940542589	450032295	83	M
940542588	450032295	75	M
940542587	450032295	86	M
940542586	450032295	90	M
940542585	450032295	80	M
940542584	450032295	82	M
940542583	450032295	97	M
940542582	450032295	87	M
939687121	450032295	94	F
939687122	450032295	69	F
939687123	450032295	78	F
939687124	450032295	77	F
939687125	450032295	83	F
939687126	450032295	82	F
939687127	450032295	95	F
939687128	450032295	75	F
939687129	450032295	79	F
939687130	450032295	78	F
939687131	450032295	93	F
939687132	450032295	86	F
939687133	450032295	80	F
939687134	450032295	92	F
939687115	450032295	80	F
939687114	450032295	84	F
939687113	450032295	86	F
939687112	450032295	99	F
939687111	450032295	66	F
939687110	450032295	75	F
939687109	450032295	81	F
939687108	450032295	77	F
939687107	450032295	75	F
939687106	450032295	77	F
939687105	450032295	88	F
939687104	450032295	89	F
939687103	450032295	79	F
940328025	450032295	59	M
940328024	450032295	55	M
940328023	450032295	36	M
939687101	450032295	76	F
939897788	450037477	82	F
939897789	450037477	86	F
939897790	450037477	87	F
939897791	450037477	89	F
939897792	450037477	76	F
939897793	450037477	75	F
939897794	450037477	89	F
940625779	450037477	77	M
939897774	450037477	84	F
939897775	450037477	88	F
939897776	450037477	78	F
940625778	450037477	74	M
940625777	450037477	93	M
939897754	450037477	67	F
939897755	450037477	77	F
939897756	450037477	96	F
939897757	450037477	89	F
939897758	450037477	75	F
939897759	450037477	81	F
