sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56176767	560399676001	1	63400	43.7910090	-110.7123547
56176768	560399676001	1	39000	43.7981809	-110.7067893
56176769	560399676001	1	106000	43.8008120	-110.7022796
56176770	560399676001	1	70400	43.5705158	-110.7632330
56176771	560399676001	1	52010	43.5739150	-110.7756132
56176772	560399676001	1	195000	43.5608048	-110.7776038
56176773	560399676001	1	77400	43.5885950	-110.8196228
56176774	560399676001	1	125000	43.5833027	-110.8355432
56176775	560399676001	1	96000	43.5673723	-110.7812817
56176776	560399676001	1	148000	43.5678239	-110.7824617
56176777	560399676001	1	101000	43.5633521	-110.7819743
56176778	560399676001	1	58700	43.5646961	-110.7812014
56176779	560399676001	1	2000	43.5717384	-110.7798241
56176780	560399676001	1	97000	43.5600678	-110.7807244
56176781	560399676001	1	45000	43.5637712	-110.7818451
56176782	560399676001	1	196000	43.5664929	-110.7807919
56176783	560399676001	1	4360	43.5724593	-110.7800611
56176784	560399676001	1	61000	43.5646474	-110.7821453
56176785	560399676001	1	59500	43.5639200	-110.7799478
56176786	560399676001	1	74060	43.5657540	-110.7810737
56176787	560399676001	1	49000	43.5656468	-110.7819646
56176788	560399676001	1	54000	43.5609344	-110.7793711
56176789	560399676001	1	67600	43.5613437	-110.7794161
56176790	560399676001	1	78600	43.5619538	-110.7805743
56176791	560399676001	1	59400	43.5629381	-110.7804504
56176792	560399676001	1	14250	43.5688661	-110.7821287
56176793	560399676001	1	36100	43.5665536	-110.7826244
56176794	560399676001	1	450400	43.5718515	-110.7592893
56176795	560399676001	1	97040	43.5604967	-110.7732291
56176796	560399676001	1	139500	43.7941310	-110.7120748
56176797	560399676001	1	108000	43.7935409	-110.7140148
56176798	560399676001	1	93000	43.8008709	-110.7027439
56176799	560399676001	1	50000	43.8006403	-110.7054991
56176800	560399676001	1	52000	43.5625991	-110.7828400
56176801	560399676001	1	408500	43.5665939	-110.7641777
56176802	560399676001	1	60000	43.5634702	-110.7824273
56176803	560399676001	1	100000	43.5908128	-110.7527549
56176804	560399676001	1	33600	43.5730135	-110.7655628
56176805	560399676001	1	99400	43.5713371	-110.7591748
56176806	560399676001	1	144000	43.5650366	-110.7839590
56176807	560399676001	1	0	43.5617894	-110.7840087
56176808	560399676001	1	56400	43.5646732	-110.7833513
56176809	560399676001	1	148000	43.5603433	-110.7837578
56176810	560399676001	1	45000	43.5614283	-110.7831308
56176811	560399676001	1	120000	43.5605875	-110.7816541
56176812	560399676001	1	4600	43.7941348	-110.7110053
56176813	560399676001	1	90000	43.5708262	-110.7569559
56176814	560399676001	1	98000	43.5718805	-110.7563271
56176815	560399676001	1	64000	43.5977277	-110.7459797
56176816	560399676001	1	108000	43.5728161	-110.7534760
56176817	560399676001	1	98200	43.7262126	-111.0453001
56176818	560399676001	1	7000	43.5905351	-110.8165697
56176819	560399676001	1	82000	43.5607019	-110.7846378
56176820	560399676001	1	150400	43.8000754	-110.7068165
56176821	560399676001	1	105000	43.7995359	-110.7098240
56176822	560399676001	1	188900	43.7997599	-110.7105638
56176823	560399676001	1	85000	43.7921937	-110.7154666
56176824	560399676001	1	37900	43.7943027	-110.7090524
56176825	560399676001	1	95000	43.7941171	-110.7077098
56176826	560399676001	1	122000	43.8001568	-110.7086251
56176827	560399676001	1	90000	43.8006310	-110.7042478
56176828	560399676001	1	35500	43.7935528	-110.7133807
56176829	560399676001	1	377000	43.7916659	-110.7118303
56176830	560399676001	1	163000	43.7928210	-110.7150759
56176831	560399676001	1	97000	43.7930420	-110.7128722
56176832	560399676001	1	1500	43.7977725	-110.7078550
56176833	560399676001	1	62000	43.7983081	-110.7104810
56176834	560399676001	1	279200	43.7924426	-110.7100553
56176835	560399676001	1	85000	43.7949806	-110.7069654
56176836	560399676001	1	176000	43.7990362	-110.7094839
56176837	560399676001	1	126500	43.7983487	-110.7094569
56176838	560399676001	1	53000	43.7947559	-110.7027119
56176839	560399676001	1	53000	43.7917428	-110.7144800
56176840	560399676001	1	48200	43.7989844	-110.7079377
56176841	560399676001	1	107500	43.7928792	-110.7138142
56176842	560399676001	1	135000	43.7995283	-110.7035305
56176843	560399676001	1	65210	43.7991883	-110.7058798
56176844	560399676001	1	144000	43.7989761	-110.7061192
56176845	560399676001	1	36090	43.7950879	-110.7044380
56176846	560399676001	1	44400	43.7948334	-110.7025561
56176847	560399676001	1	60000	43.7951814	-110.7053466
56176848	560399676001	1	305020	43.7991554	-110.7045600
56176849	560399676001	1	56000	43.7979988	-110.7107230
56176850	560399676001	1	53600	43.5887221	-110.8188014
56176851	560399676001	1	13000	43.7934397	-110.7107261
56176852	560399676001	1	100400	43.7996360	-110.7020871
56176853	560399676001	1	218200	43.8003420	-110.6989317
56176854	560399676001	1	41000	43.7995770	-110.7005670
56176855	560399676001	1	82700	43.7933780	-110.7121547
56176856	560399676001	1	132000	43.5609071	-110.7818920
56176857	560399676001	1	126500	43.7924949	-110.7127261
56176858	560399676001	1	174000	43.7887834	-110.7245961
56176859	560399676001	1	105000	43.7998837	-110.6983358
56176860	560399676001	1	135000	43.8008057	-110.6955587
56176861	560399676001	1	60000	43.8000175	-110.6968654
56176862	560399676001	1	86400	43.7924987	-110.7109957
56176863	560399676001	1	49000	43.5833028	-110.8345890
56176864	560399676001	1	129000	43.5837265	-110.8345924
56176865	560399676001	1	86100	43.5836492	-110.8345493
56176866	560399676001	1	101700	43.5837217	-110.8352977
56176867	560399676001	1	-3500	43.5832039	-110.8350910
56176868	560399676001	1	150400	43.5828357	-110.8353332
56176869	560399676001	1	132000	43.5830605	-110.8345359
56176870	560399676001	1	120000	43.5832513	-110.8347636
56176871	560399676001	1	66800	43.5830752	-110.8348643
56176872	560399676001	1	69000	43.5833908	-110.8351597
56176873	560399676001	1	13200	43.5835546	-110.8344508
56176874	560399676001	1	56000	43.5836770	-110.8351277
56176875	560399676001	1	6790	43.5835394	-110.8349101
56176876	560399676001	1	55400	43.5837205	-110.8346897
56176877	560399676001	1	45000	43.5832859	-110.8347251
56176878	560399676001	1	195000	43.5829537	-110.8343291
56176879	560399676001	1	121000	43.5830254	-110.8349073
56176880	560399676001	1	46000	43.5835081	-110.8354471
56176881	560399676001	1	155000	43.5836879	-110.8348351
56176882	560399676001	1	56400	43.5831680	-110.8345342
56176883	560399676001	1	110600	43.5829051	-110.8348107
56176884	560399676001	1	41000	43.5831359	-110.8344224
56176885	560399676001	1	61900	43.5834632	-110.8354090
56176886	560399676001	1	13300	43.5835712	-110.8350093
56176887	560399676001	1	48500	43.5882914	-110.8212369
56176888	560399676001	1	92000	43.5890224	-110.8207505
56176889	560399676001	1	52000	43.5857925	-110.8213844
56176890	560399676001	1	41000	43.5662232	-110.7569511
56176891	560399676001	1	98820	43.7982873	-110.6965621
56176892	560399676001	1	36700	43.5887166	-110.8210979
56176893	560399676001	1	33800	43.5896086	-110.8213419
56176894	560399676001	1	67600	43.5741560	-110.7732939
56176895	560399676001	1	118000	43.7984505	-110.7012153
