sp_id	sp_gq_id	age	sex
943199175	450025142	17	M
943199167	450025142	13	M
943199168	450025142	16	M
943199169	450025142	17	M
943199170	450025142	16	M
943199171	450025142	15	M
943199172	450025142	17	M
943199173	450025142	17	M
943199174	450025142	16	M
943199176	450025142	17	M
943199177	450025142	14	M
943199178	450025142	14	M
943199179	450025142	16	M
943199180	450025142	16	M
938940662	450005067	20	M
938940654	450005067	19	M
938940655	450005067	19	M
938940656	450005067	18	M
938940657	450005067	21	M
938940658	450005067	24	M
938940659	450005067	21	M
938940664	450005067	19	M
938940663	450005067	20	M
938940653	450005067	19	M
938940661	450005067	35	M
938940650	450005067	17	M
938940651	450005067	20	M
938940660	450005067	23	M
938940652	450005067	18	M
938940692	450005067	24	F
938940691	450005067	19	F
938940690	450005067	23	F
938940689	450005067	18	F
938940688	450005067	20	F
938940687	450005067	22	F
938940686	450005067	19	F
938940685	450005067	19	F
938940684	450005067	20	F
938940683	450005067	19	F
938940682	450005067	22	F
938940681	450005067	19	F
938940680	450005067	19	F
938940679	450005067	19	F
938940678	450005067	18	F
938940677	450005067	24	F
938940676	450005067	21	F
938940675	450005067	19	F
938940674	450005067	19	F
938940673	450005067	19	F
938940672	450005067	23	M
938940671	450005067	24	M
938940670	450005067	20	M
938940669	450005067	22	M
938940668	450005067	24	M
938940667	450005067	19	M
938940666	450005067	24	M
938940665	450005067	18	M
938940693	450005066	21	M
938940698	450005066	22	F
938940697	450005066	22	F
938940696	450005066	19	M
938940695	450005066	24	M
938940700	450005066	19	F
938940694	450005066	18	M
938940699	450005066	18	F
943199182	450007502	16	M
943199187	450007502	17	M
943199186	450007502	17	M
943199185	450007502	15	M
943199184	450007502	16	M
943199183	450007502	13	M
943199181	450007502	15	M
943199188	450025143	16	F
943199189	450025143	17	F
940145604	450045130	81	F
940145605	450045130	87	F
940145606	450045130	87	F
940145607	450045130	77	F
940145608	450045130	91	F
940145609	450045130	90	F
940145610	450045130	98	F
940145611	450045130	93	F
940145612	450045130	76	F
940145613	450045130	86	F
940145614	450045130	79	F
940145615	450045130	86	F
940145616	450045130	81	F
940145617	450045130	81	F
940145618	450045130	95	F
940145619	450045130	88	F
940145602	450045130	75	F
940145621	450045130	67	F
940145622	450045130	86	F
940145623	450045130	82	F
940145624	450045130	69	F
940145625	450045130	79	F
940145626	450045130	85	F
940145627	450045130	98	F
940726074	450045130	81	M
940726075	450045130	68	M
940726076	450045130	76	M
940726077	450045130	103	M
940726078	450045130	86	M
940726079	450045130	66	M
940726080	450045130	90	M
940726081	450045130	81	M
940145620	450045130	87	F
940145603	450045130	76	F
