sp_id	sp_gq_id	age	sex
939897621	450037484	95	F
939897620	450037484	82	F
940625721	450037484	71	M
940625720	450037484	77	M
940625719	450037484	76	M
940625718	450037484	66	M
939897619	450037484	88	F
939897618	450037484	87	F
943200446	450007499	34	M
943200464	450007499	29	M
943200465	450007499	32	M
943200466	450007499	32	M
943200463	450007499	43	M
943200462	450007499	35	M
943200461	450007499	46	M
943200460	450007499	20	M
943200459	450007499	58	M
943200458	450007499	48	M
943200457	450007499	46	M
943200456	450007499	21	M
943200455	450007499	20	M
943200454	450007499	33	M
943200453	450007499	38	M
943200452	450007499	61	M
943200451	450007499	31	M
943200450	450007499	31	M
943200449	450007499	36	M
943200448	450007499	32	M
943200447	450007499	41	M
943200445	450007499	24	M
943200444	450007499	25	M
943200443	450007499	30	M
943200442	450007499	32	M
943200441	450007499	45	M
943200467	450007499	30	M
943200468	450007499	64	M
943200469	450007499	28	M
943200470	450007499	31	M
943200471	450007499	38	M
943200472	450007499	44	M
943200473	450007499	21	M
943200474	450007499	59	M
943200475	450007499	34	M
943200476	450007499	46	M
943200477	450007499	39	M
943200478	450007499	36	M
943200479	450007499	38	M
943200480	450007499	28	M
943200481	450007499	38	M
943200482	450007499	30	M
943200483	450007499	35	M
943200484	450007499	53	M
943200485	450007499	39	M
943200486	450007499	21	M
943200487	450007499	26	M
943200488	450007499	21	M
943200489	450007499	21	M
943200490	450007499	34	M
943200491	450007499	28	M
943200492	450007499	42	M
943200493	450025133	32	F
943200500	450025133	36	F
943200499	450025133	31	F
943200498	450025133	39	F
943200497	450025133	31	F
943200496	450025133	42	F
943200495	450025133	31	F
943200494	450025133	32	F
