sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164153188	56613185	79	F	3	1	X	X
164153193	56612975	72	M	1	0	X	X
164153194	56615961	79	F	3	1	X	X
164165915	56614068	48	F	1	1	X	517433257
164553249	56614810	67	F	1	0	X	X
164757604	56613372	92	F	1	0	X	X
164848525	56613941	43	F	1	1	X	517433257
164883176	56613846	9	M	1	7	450091363	X
164883177	56613846	59	F	1	0	X	X
164995002	56615205	13	F	1	2	450067304	X
165221501	56612597	75	F	1	1	X	X
165221507	56615933	75	F	1	1	X	X
165564794	56612812	52	M	1	1	X	517432727
166069087	56612733	49	M	1	0	X	517432748
166244445	56613694	68	F	1	0	X	517419844
166244448	56615497	68	F	1	0	X	517432385
166308133	56614602	45	F	1	0	X	X
166308152	56613699	44	M	1	1	X	517432648
166308153	56613699	45	F	1	0	X	X
166376161	56613423	57	F	1	0	X	X
166376173	56613832	57	F	1	0	X	X
166376174	56613832	60	M	1	1	X	X
166376179	56613444	57	F	1	0	X	X
166376189	56612714	57	F	1	0	X	X
166376190	56612714	60	M	1	1	X	X
166659662	56614696	56	M	9	1	X	517433347
166659692	56612841	56	M	9	1	X	517432738
166902566	56612984	57	F	1	1	X	517432648
166902572	56613773	57	F	1	1	X	517432648
167462688	56612931	47	M	2	1	X	517432727
167462689	56612931	45	F	1	0	X	517432727
167522157	56615830	48	F	1	1	X	X
167530576	56613731	62	F	1	0	X	517432606
167530577	56613731	20	F	9	5	X	517432592
167554571	56614547	40	M	1	6	X	X
167554572	56614547	61	F	1	0	X	517419265
167554573	56614547	40	F	1	2	X	X
167568128	56616155	29	F	1	1	X	517432598
167568129	56616155	35	M	1	0	X	517432669
167568130	56616155	0	M	1	2	X	X
167568131	56616155	7	F	1	2	450098287	X
167568208	56615582	29	F	1	1	X	517418654
167568210	56615582	0	M	1	2	X	X
167568212	56615582	1	F	1	2	X	X
167594508	56614740	62	M	1	0	X	X
167812754	56612962	78	M	1	1	X	X
167812755	56612962	70	F	1	0	X	517433159
167865580	56613294	72	M	1	1	X	X
167941324	56613105	41	M	1	0	X	511929128
168275842	56614437	24	M	1	10	X	517432641
168275843	56614437	37	F	1	0	X	517432631
168368053	56612822	26	M	1	0	X	517433257
168368056	56612553	26	M	1	0	X	517433861
168630976	56613962	60	M	1	0	X	517433289
168630977	56613962	60	F	1	1	X	517432666
168719082	56612973	55	M	1	0	X	517433181
168719090	56613496	55	M	1	0	X	517432675
168719094	56613616	55	M	1	0	X	517433303
168933695	56612559	56	M	9	1	X	X
168933697	56616036	56	M	9	1	X	X
169004438	56612596	50	F	8	1	X	517432727
169004439	56612596	47	M	1	0	X	517432727
169206920	56616163	67	F	1	0	X	X
169333813	56614012	52	F	1	1	X	517433396
169395841	56613315	80	F	1	0	X	X
169494997	56614082	9	M	1	5	450098287	X
169739398	56613310	37	F	1	0	X	517432947
169739399	56613310	36	M	1	1	X	517500026
169739400	56613310	16	M	1	2	450095203	517432727
