sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56612387	560319591001	1	20000	42.4993248	-105.0197805
56612388	560319591001	1	33900	42.4996394	-105.0186732
56612389	560319591001	1	22000	42.5003755	-105.0245550
56612390	560319591001	1	39000	42.5003066	-105.0241643
56612391	560319591001	1	45300	42.5016794	-105.0229840
56612392	560319591001	1	49100	42.5003379	-105.0228066
56612393	560319591001	1	30500	42.5013175	-105.0227978
56612394	560319591001	9	30400	42.5005670	-105.0228299
56612395	560319591001	1	66000	42.5004052	-105.0230185
56612396	560319591001	1	18800	42.5008680	-105.0227294
56612397	560319591001	1	17400	42.5004521	-105.0226863
56612398	560319591001	1	30900	42.5015933	-105.0227389
56612399	560319591001	1	47100	42.5061351	-105.0248345
56612400	560319591001	1	30800	42.5004663	-105.0226572
56612401	560319591001	1	12600	42.5009242	-105.0229272
56612402	560319591001	1	13500	42.5001663	-105.0234503
56612403	560319591001	1	17400	42.5055483	-105.0249609
56612404	560319591001	1	10000	42.5054650	-105.0242778
56612405	560319591001	1	65000	42.5058861	-105.0252175
56612406	560319591001	1	64500	42.5013305	-105.0236068
56612407	560319591001	1	37500	42.5062164	-105.0246730
56612408	560319591001	1	0	42.5058768	-105.0249115
56612409	560319591001	1	32100	42.5055167	-105.0249240
56612410	560319591001	1	70000	42.5012358	-105.0226482
56612411	560319591001	1	65050	42.5014039	-105.0224884
56612412	560319591001	1	36900	42.5016197	-105.0227094
56612413	560319591001	1	28800	42.4999142	-105.0207775
56612414	560319591001	1	10000	42.5080313	-105.0201241
56612415	560319591001	1	33940	42.5042172	-105.0241499
56612416	560319591001	1	40750	42.5028236	-105.0245961
56612417	560319591001	1	1000	42.5043927	-105.0238546
56612418	560319591001	1	25300	42.5019147	-105.0220997
56612419	560319591001	1	33400	42.5007190	-105.0247222
56612420	560319591001	1	27480	42.5003704	-105.0242443
56612421	560319591001	1	60000	42.5001261	-105.0244304
56612422	560319591001	1	23900	42.5006015	-105.0240005
56612423	560319591001	1	26800	42.5001481	-105.0238574
56612424	560319591001	1	20000	42.5039488	-105.0235680
56612425	560319591001	1	81000	42.5012345	-105.0224141
56612426	560319591001	1	84000	42.5013178	-105.0222936
56612427	560319591001	1	42000	42.5018961	-105.0220181
56612428	560319591001	1	25200	42.5040247	-105.0231123
56612429	560319591001	1	38700	42.5011069	-105.0221634
56612430	560319591001	1	52800	42.5010792	-105.0215770
56612431	560319591001	1	30400	42.5028798	-105.0245210
56612432	560319591001	1	59000	42.5053322	-105.0243458
56612433	560319591001	1	34300	42.5048423	-105.0243911
56612434	560319591001	1	55000	42.5039943	-105.0231699
56612435	560319591001	1	130000	42.5037545	-105.0236020
56612436	560319591001	1	57300	42.5047590	-105.0246151
56612437	560319591001	1	57000	42.5049014	-105.0241631
56612438	560319591001	1	85000	42.5050551	-105.0253086
56612439	560319591001	9	48500	42.5031184	-105.0250795
56612440	560319591001	1	88000	42.5048416	-105.0229588
56612441	560319591001	1	25000	42.5045303	-105.0237163
56612442	560319591001	1	74900	42.5051617	-105.0238382
56612443	560319591001	1	65400	42.5027578	-105.0248815
56612444	560319591001	1	27500	42.5047276	-105.0229360
56612445	560319591001	1	16500	42.5051057	-105.0237058
56612446	560319591001	1	8000	42.5035953	-105.0242568
56612447	560319591001	1	46100	42.3265795	-104.7255888
56612448	560319591001	1	20000	42.3261227	-104.7280768
56612449	560319591001	1	72000	42.5064754	-105.0254012
56612450	560319591001	1	32700	42.5033354	-105.0244233
56612451	560319591001	1	32400	42.5065776	-105.0252027
56612452	560319591001	1	15400	42.5070469	-105.0249745
56612453	560319591001	1	52700	42.5064585	-105.0245175
56612454	560319591001	1	64800	42.5066092	-105.0255687
56612455	560319591001	1	104000	42.5034907	-105.0254725
56612456	560319591001	1	20000	42.3258939	-104.7273391
56612457	560319591001	1	15100	42.3260159	-104.7274503
56612458	560319591001	1	25640	42.3261498	-104.7278738
56612459	560319591001	1	266000	42.5028175	-105.0257097
56612460	560319591001	1	33200	42.5028855	-105.0262810
56612461	560319591001	1	50000	42.5027629	-105.0260740
56612462	560319591001	1	12500	42.5019023	-105.0202609
56612463	560319591001	1	80600	42.5030102	-105.0230009
56612464	560319591001	1	90200	42.3264771	-104.7255581
56612465	560319591001	1	45700	42.3264801	-104.7259759
56612466	560319591001	1	56000	42.3268840	-104.7251027
56612467	560319591001	1	139000	42.5035372	-105.0229321
56612468	560319591001	1	42000	42.5031142	-105.0229343
56612469	560319591001	1	79500	42.5034695	-105.0236031
56612470	560319591001	1	35000	42.5016495	-105.0208666
56612471	560319591001	1	50400	42.3319823	-104.7090517
56612472	560319591001	1	58800	42.3317202	-104.7088006
56612473	560319591001	3	72000	42.3314275	-104.7084537
56612474	560319591001	1	56300	42.5019285	-105.0203013
56612475	560319591001	1	150000	42.3316717	-104.7086166
56612476	560319591001	1	79500	42.5011866	-105.0207815
56612477	560319591001	1	15500	42.5057233	-105.0198835
56612478	560319591001	1	52500	42.5017655	-105.0239223
56612479	560319591001	1	29000	42.5050443	-105.0258799
56612480	560319591001	1	32000	42.3282541	-104.7233351
56612481	560319591001	1	17500	42.5055052	-105.0232281
56612482	560319591001	1	28100	42.5039496	-105.0246345
56612483	560319591001	1	82700	42.5057162	-105.0233089
56612484	560319591001	1	6200	42.3280495	-104.7228027
56612485	560319591001	1	64800	42.5059775	-105.0241378
56612486	560319591001	1	24800	42.3282602	-104.7228475
56612487	560319591001	1	31880	42.5045539	-105.0255347
56612488	560319591001	1	74600	42.5070624	-105.0244038
56612489	560319591001	1	43600	42.5067335	-105.0233587
56612490	560319591001	1	141130	42.5064188	-105.0242950
56612491	560319591001	1	23900	42.3279029	-104.7220846
56612492	560319591001	1	64000	42.3282944	-104.7215356
56612493	560319591001	1	12800	42.3283852	-104.7216474
56612494	560319591001	1	27400	42.5012412	-105.0238419
56612495	560319591001	1	100040	42.5061961	-105.0220301
56612496	560319591001	1	91550	42.3266616	-104.7266474
56612497	560319591001	1	68700	42.5022438	-105.0235332
56612498	560319591001	1	60550	42.5026158	-105.0232057
56612499	560319591001	1	81200	42.5022872	-105.0245493
56612500	560319591001	9	38700	42.3269201	-104.7271273
56612501	560319591001	1	23900	42.5021550	-105.0249080
56612502	560319591001	1	50000	42.5073752	-105.0228881
56612503	560319591001	1	38200	42.5052240	-105.0224971
56612504	560319591001	1	25700	42.5060354	-105.0220356
56612505	560319591001	1	61000	42.5047897	-105.0218147
56612506	560319591001	1	22000	42.5077192	-105.0227046
56612507	560319591001	1	54200	42.4999077	-105.0256768
56612508	560319591001	1	2400	42.5003488	-105.0248344
56612509	560319591001	1	45860	42.5057574	-105.0213556
56612510	560319591001	1	69060	42.2859418	-105.0729427
56612511	560319591001	1	99000	42.3292322	-104.7232687
56612512	560319591001	1	43000	42.3256425	-104.7285559
56612513	560319591001	1	23100	42.5066487	-105.0221350
56612514	560319591001	1	64400	42.5070097	-105.0225400
56612515	560319591001	1	25000	42.3290751	-104.7246046
56612516	560319591001	1	42000	42.3260254	-104.7295180
56612517	560319591001	1	29000	42.3259865	-104.7267119
56612518	560319591001	1	25000	42.5017514	-105.0252885
56612519	560319591001	1	36900	42.3266423	-104.7282517
56612520	560319591001	1	53300	42.3280605	-104.7262610
56612521	560319591001	1	45000	42.3274776	-104.7238749
56612522	560319591001	1	103050	42.5011039	-105.0258901
56612523	560319591001	1	4720	42.5040294	-105.0258281
56612524	560319591001	1	67500	42.3319484	-104.7151340
56612525	560319591001	1	80050	42.5048537	-105.0200750
56612526	560319591001	1	46500	42.4805632	-105.0831168
56612527	560319591001	1	28400	42.3266708	-104.7248897
56612528	560319591001	1	16130	42.3276664	-104.7264713
56612529	560319591001	1	35500	42.5041095	-105.0219752
56612530	560319591001	1	18400	42.5021292	-105.0217894
56612531	560319591001	1	127500	42.3258332	-104.7306406
56612532	560319591001	1	45000	42.5028328	-105.0273163
56612533	560319591001	1	42000	42.5070867	-105.0196829
56612534	560319591001	1	92000	42.5045605	-105.0199428
56612535	560319591001	1	20200	42.4782050	-105.0788882
56612536	560319591001	1	33000	42.5023198	-105.0194169
56612537	560319591001	1	85000	42.5054221	-105.0208830
56612538	560319591001	1	17000	42.5031240	-105.0195060
56612539	560319591001	1	92000	42.5067900	-105.0209575
56612540	560319591001	1	58100	42.5009178	-105.0189826
56612541	560319591001	1	77000	42.3045992	-104.7544617
56612542	560319591001	1	48000	42.3257918	-104.7211762
56612543	560319591001	1	40411	42.3268944	-104.7177453
56612544	560319591001	1	30000	42.5087500	-105.0212472
56612545	560319591001	1	42000	42.5077961	-105.0216149
56612546	560319591001	1	70000	42.5065516	-105.0190991
56612547	560319591001	1	35600	42.5086758	-105.0197884
56612548	560319591001	1	69160	42.5075203	-105.0191941
56612549	560319591001	1	30000	42.5091329	-105.0189508
56612550	560319591001	1	20000	42.3285389	-104.7198861
56612551	560319591001	1	94000	42.5082190	-105.0230197
56612552	560319591001	1	11500	42.5076818	-105.0189263
56612553	560319591001	1	60000	42.5039065	-105.0212267
56612554	560319591001	1	28600	42.3285711	-104.7186139
56612555	560319591001	1	95001	42.3289796	-104.7181018
56612556	560319591001	1	52200	42.3270424	-104.7182577
56612557	560319591001	1	72500	42.3249061	-104.7267127
56612558	560319591001	1	33400	42.3261182	-104.7195350
56612559	560319591001	1	26920	42.3269781	-104.7192739
56612560	560319591001	1	55400	42.3253102	-104.7179796
56612561	560319591001	1	25900	42.3276035	-104.7203745
56612562	560319591001	1	31400	42.3261494	-104.7253093
56612563	560319591001	1	8500	42.3270137	-104.7214382
56612564	560319591001	1	14400	42.3264947	-104.7226032
56612565	560319591001	1	8400	42.3245233	-104.7277977
56612566	560319591001	1	78800	42.3255910	-104.7215149
56612567	560319591001	1	37700	42.3263783	-104.7214683
56612568	560319591001	1	54000	42.3259298	-104.7207883
56612569	560319591001	1	63000	42.3250654	-104.7251281
56612570	560319591001	1	79600	42.3252635	-104.7234797
56612571	560319591001	1	0	42.3252159	-104.7247024
56612572	560319591001	1	75500	42.3041736	-104.7537606
56612573	560319591001	1	14600	42.2978882	-104.7560692
56612574	560319591001	1	35000	42.3264279	-104.7240325
56612575	560319591001	1	70000	42.3249429	-104.7186037
56612576	560319591001	1	35200	42.3258225	-104.7192198
56612577	560319591001	1	45500	42.3244507	-104.7186749
56612578	560319591001	1	82840	42.4722239	-105.0290380
56612579	560319591001	1	20000	42.3251594	-104.7301179
56612580	560319591001	1	57300	42.3279496	-104.7205932
56612581	560319591001	1	70000	42.2989772	-104.7562980
56612582	560319591001	1	130500	42.5035642	-105.0214751
56612583	560319591001	1	26600	42.4994456	-105.0251898
56612584	560319591001	9	27000	42.5093332	-105.0275747
56612585	560319591001	1	11800	42.2972132	-104.7566472
56612586	560319591001	1	56000	42.5040296	-105.0274406
56612587	560319591001	1	33000	42.2989641	-104.7548324
56612588	560319591001	1	26500	42.3055928	-104.7542318
56612589	560319591001	1	75100	42.2995660	-104.7552683
56612590	560319591001	1	41000	42.3004045	-104.7527443
56612591	560319591001	1	82600	42.3017258	-104.7548741
56612592	560319591001	1	77000	42.3018367	-104.7532786
56612593	560319591001	1	8500	42.3010014	-104.7551437
56612594	560319591001	8	30000	42.3012700	-104.7560472
56612595	560319591001	1	45900	42.3007556	-104.7546065
56612596	560319591001	1	54950	42.3023585	-104.7552590
56612597	560319591001	1	22200	42.3032520	-104.7527343
56612598	560319591001	1	26800	42.2995136	-104.7541842
56612599	560319591001	1	50100	42.2998469	-104.7522651
56612600	560319591001	1	53600	42.3021740	-104.7539860
56612601	560319591001	1	8400	42.3030508	-104.7549017
56612602	560319591001	1	42000	42.3030168	-104.7526640
56612603	560319591001	1	42000	42.2711854	-104.7338819
56612604	560319591001	1	38900	42.4986044	-105.0217650
56612605	560319591001	1	47000	42.4975709	-105.0253135
56612606	560319591001	1	33400	42.4996365	-105.0244664
56612607	560319591001	1	37000	42.5023661	-105.0205100
56612608	560319591001	1	109000	42.5029130	-105.0281403
56612609	560319591001	1	24000	42.3246081	-104.7295217
56612610	560319591001	1	5050	42.3266127	-104.7232848
56612611	560319591001	1	31600	42.2705983	-104.7327221
56612612	560319591001	1	101000	42.5003324	-105.0203850
56612613	560319591001	1	39150	42.5007058	-105.0217210
56612614	560319591001	1	68400	42.4722016	-105.0298932
56612615	560319591001	1	61000	42.4895319	-105.0344156
56612616	560319591001	1	27400	42.4728765	-105.0299692
56612617	560319591001	1	37800	42.4568422	-104.8065455
56612618	560319591001	1	40000	42.4987228	-105.0224347
56612619	560319591001	1	114050	42.4976449	-105.0238896
56612620	560319591001	1	8000	42.4983337	-105.0211258
56612621	560319591001	1	55100	42.4979888	-105.0227873
56612622	560319591001	1	8900	42.4988774	-105.0249876
56612623	560319591001	1	51800	42.4984071	-105.0240214
56612624	560319591001	1	27300	42.4983646	-105.0204331
56612625	560319591001	1	55000	42.4982127	-105.0314103
56612626	560319591001	1	14000	42.5015912	-105.0196544
56612627	560319591001	1	70050	42.4957145	-105.0317842
56612628	560319591001	1	24000	42.5121272	-105.0238437
56612629	560319591001	1	10000	42.5129621	-105.0231754
56612630	560319591001	1	54800	42.5135597	-105.0231665
56612631	560319591001	1	119000	42.4886056	-105.0326020
56612632	560319591001	1	24400	42.4996706	-105.0223104
56612633	560319591001	1	7800	42.5086705	-105.0283094
56612634	560319591001	1	51000	42.5146321	-105.0230482
56612635	560319591001	1	95050	42.5115591	-105.0226385
56612636	560319591001	1	6350	42.4910713	-105.0320804
56612637	560319591001	1	155000	42.5838497	-105.0694838
56612638	560319591001	1	23900	42.5856149	-105.0638646
56612639	560319591001	1	49550	42.4919088	-105.0329387
56612640	560319591001	1	72000	42.5064961	-105.0275045
56612641	560319591001	1	13700	42.4985701	-105.0290637
56612642	560319591001	1	33000	42.2707898	-104.7319334
56612643	560319591001	9	38700	42.4998913	-105.0219020
56612644	560319591001	1	12400	42.5046556	-105.0269188
56612645	560319591001	1	93000	42.5052066	-105.0273773
56612646	560319591001	1	13100	42.5859323	-105.0663211
56612647	560319591001	1	37000	42.5870834	-105.0659250
56612648	560319591001	1	90200	42.4887893	-105.0339932
56612649	560319591001	1	151500	42.5071533	-105.0275092
56612650	560319591001	1	95050	42.5853589	-105.0642328
56612651	560319591001	1	41900	42.5865717	-105.0648813
56612652	560319591001	1	62910	42.5865323	-105.0666127
56612653	560319591001	9	9600	42.3095299	-104.8942417
56612654	560319591001	1	95050	42.6009022	-104.9479040
56612655	560319591001	1	40430	42.2745086	-104.7439512
56612656	560319591001	1	24500	42.4946568	-105.0315749
56612657	560319591001	1	56010	42.4908071	-105.0331952
56612658	560319591001	1	9200	42.4972760	-105.0281428
56612659	560319591001	1	18700	42.4884956	-105.0331176
56612660	560319591001	1	67160	42.4871412	-105.0329156
56612661	560319591001	1	5600	42.4972764	-105.0257577
56612662	560319591001	1	47804	42.6020698	-104.9449647
56612663	560319591001	1	94004	42.6010151	-104.9456028
56612664	560319591001	1	74000	42.5854923	-105.0670438
56612665	560319591001	1	116500	42.2721509	-104.7306860
56612666	560319591001	1	13100	42.6016999	-104.9461163
56612667	560319591001	1	40200	42.5848228	-105.0678385
56612668	560319591001	1	27600	42.3470778	-104.7691206
56612669	560319591001	1	0	42.4968058	-105.0304434
56612670	560319591001	1	31500	42.5302373	-105.1378472
56612671	560319591001	1	104900	42.4977070	-105.0305933
56612672	560319591001	1	29000	42.2717468	-104.7322295
56612673	560319591001	1	126800	42.4983976	-105.0266882
56612674	560319591001	1	51000	42.5302933	-105.1360443
56612675	560319591001	1	17500	42.5449665	-105.1082832
56612676	560319591001	1	21400	42.5439607	-105.1086944
56612677	560319591001	1	102600	42.4726052	-104.7158547
56612678	560319591001	1	100000	42.4784542	-105.0116677
56612679	560319591001	1	36400	42.5289627	-105.1387698
56612680	560319591001	1	55660	42.5291515	-105.1373041
56612681	560319591001	1	89000	42.4976284	-105.0303906
56612682	560319591001	1	56000	42.4979804	-105.0293979
56612683	560319591001	1	29500	42.4726979	-104.7167598
56612684	560319591001	1	17600	42.4919224	-105.0317754
56612685	560319591001	1	91900	42.4711680	-104.7174602
56612686	560319591001	8	31000	42.4729504	-104.7177312
56612687	560319591001	1	17200	42.4721461	-104.7152076
56612688	560319591001	1	35810	42.4717119	-104.7167498
56612689	560319591001	1	93000	42.4715017	-104.7170800
56612690	560319591001	1	58300	42.4721831	-104.7186594
56612691	560319591001	1	18700	42.4712179	-104.7159728
56612692	560319591001	1	32400	42.4934224	-105.0305429
56612693	560319591001	1	26800	42.4698950	-104.7164964
56612694	560319591001	1	82000	42.4708383	-104.7192894
56612695	560319591001	1	70000	42.4697782	-104.7175448
56612696	560319591001	1	50000	42.4945131	-105.0304272
56612697	560319591001	1	74000	42.4703939	-104.7159581
56612698	560319591001	1	4720	42.4956690	-105.0312683
56612699	560319591001	1	151400	42.5593662	-105.0143480
56612700	560319591001	1	81490	42.5279107	-105.1541550
56612701	560319591001	1	113000	42.4886931	-105.0329080
56612702	560319591001	1	116500	42.4741269	-104.7168649
56612703	560319591001	1	4600	42.3479754	-104.7657432
56612704	560319591001	1	95740	42.3483786	-104.7654463
56612705	560319591001	1	25700	42.3473064	-104.7671368
56612706	560319591001	1	41000	42.5428842	-105.1088241
56612707	560319591001	1	92000	42.3478793	-104.7653230
56612708	560319591001	1	82600	42.3476525	-104.7661572
56612709	560319591001	1	7200	42.4902549	-105.0324426
56612710	560319591001	1	23900	42.4960935	-105.0309549
56612711	560319591001	1	19200	42.4903081	-105.0316159
56612712	560319591001	1	45000	42.4738426	-104.7184628
56612713	560319591001	1	7800	42.4955649	-105.0294260
56612714	560319591001	1	20400	42.4924238	-105.0311366
56612715	560319591001	1	24000	42.4796629	-105.0118070
56612716	560319591001	1	45610	42.4991689	-105.0388867
56612717	560319591001	1	51000	42.4891692	-105.0313619
56612718	560319591001	1	28250	42.5449829	-105.1071656
56612719	560319591001	1	32400	42.5466596	-105.1074040
56612720	560319591001	1	96000	42.5458681	-105.1075726
56612721	560319591001	1	84400	42.4985490	-105.0272687
56612722	560319591001	1	17800	42.4924475	-105.0304372
56612723	560319591001	8	85500	42.4916052	-105.0305185
56612724	560319591001	1	70000	42.4991279	-105.0397959
56612725	560319591001	1	17200	42.5000711	-105.0407990
56612726	560319591001	1	56410	42.3749727	-104.6556606
56612727	560319591001	1	52200	42.5285822	-105.1478053
56612728	560319591001	1	55000	42.4990684	-105.0375704
56612729	560319591001	1	24800	42.4994348	-105.0408202
56612730	560319591001	8	31000	42.4992585	-105.0420449
56612731	560319591001	1	40000	42.5584821	-105.0174294
56612732	560319591001	1	54950	42.4912834	-105.0309478
56612733	560319591001	1	40000	42.5299118	-105.1393289
56612734	560319591001	1	6200	42.4959089	-105.0322005
56612735	560319591001	1	72000	42.4999424	-105.0422719
56612736	560319591001	1	16800	42.4932841	-105.0321196
56612737	560319591001	1	33800	42.5315951	-105.1361476
56612738	560319591001	1	23200	42.4877350	-105.0320213
56612739	560319591001	1	53400	42.4821746	-105.0118619
