sp_id	latitude	longitude
517503244	42.8749773	-106.3527692
517499581	42.8402933	-106.2359602
517498655	42.7461742	-105.3656134
517499085	42.7640832	-105.3802104
517499304	42.7388902	-105.6194434
517499878	42.7635132	-105.3982504
517500267	42.8571323	-106.3034782
517499977	42.7768632	-105.5057604
517499113	42.7533732	-105.3708004
517502808	42.8495433	-106.3261502
517502636	42.8092033	-106.3449102
517501966	42.8484433	-106.3244202
517501360	42.8481763	-106.3238242
517503154	42.8406333	-106.3403302
517666808	44.2896430	-105.5034801
517500201	42.8995432	-105.8409803
517502342	42.9150733	-106.3412702
517499552	42.8481833	-106.2735002
517503085	42.9062233	-106.3397902
517499190	42.7450132	-105.3631304
517501463	42.8579333	-106.3248702
517499578	42.8421833	-106.2613702
517499503	42.8614582	-105.8709123
503031964	39.7824936	-104.9368209
517505077	42.8657233	-106.4291401
517500376	42.8480133	-106.3090602
517504773	42.8643033	-106.4287901
517500200	42.8620432	-105.8717103
517503542	42.8121533	-106.3486402
517504322	42.8661333	-106.4083192
517499922	42.7654632	-105.4037304
517499966	42.7407132	-105.3898104
517502595	42.8363033	-106.3356302
517503173	42.8171733	-106.3421102
517504314	42.8205363	-106.4009042
517502741	42.8527633	-106.3275602
517500425	42.8676533	-106.2964802
517501488	42.8510933	-106.3232202
517498743	42.7497152	-105.3713824
517499313	42.5372492	-105.4204694
517500178	42.8651132	-105.8730103
517504289	42.8629753	-106.4037642
517499059	42.7622632	-105.3757704
517662624	43.5399185	-109.4654524
517498648	42.7702702	-105.3826824
517503000	42.8560033	-106.3381102
517499162	42.7465432	-105.3592504
517499166	42.7427032	-105.3562404
517498994	42.7375432	-105.3600604
517501029	42.8501633	-106.2775702
517502845	42.8464933	-106.3315102
517502097	42.8587733	-106.3114902
517500032	42.7575532	-105.4031704
517499463	42.8603052	-105.8696333
517499029	42.7573832	-105.3816904
517499507	42.8559232	-105.8548093
517502417	42.8493833	-106.3290602
517502628	42.8091933	-106.3347502
512668602	46.9059825	-102.8690703
517499418	42.8506643	-106.2494752
517500138	42.8515832	-105.6826703
517499431	42.8570093	-106.2537732
517499352	42.7622002	-105.3859504
517509914	43.1982722	-105.5498063
517505043	42.8733833	-106.4328701
503028948	39.7878836	-104.9299909
517499876	42.7203232	-105.3930704
517666170	44.4744730	-105.5993901
517499485	42.8575672	-105.8478643
517662939	43.5479935	-109.6614093
517504280	42.7475643	-106.5216541
517504416	42.8971193	-106.4845271
517499632	42.8295133	-106.2563802
517499860	42.7417332	-105.4220504
517500203	42.9075232	-105.8490703
517504898	42.8044633	-106.4118002
517499951	42.7651332	-105.3990404
517499092	42.7486332	-105.3736504
517501676	42.8532633	-106.3213202
503027980	39.7842136	-104.9276009
517669038	44.0249731	-105.3250502
517505047	42.8155033	-106.4166702
517503362	42.8460943	-106.3627382
517667464	44.2708630	-105.5010001
517504299	42.8715103	-106.4198281
517499106	42.7601932	-105.3831004
517502104	42.8510933	-106.3225902
517499970	42.7559032	-105.3985304
517663045	43.5469635	-109.6631693
517499086	42.7901032	-105.3781304
517498730	42.7721502	-105.3826704
517500495	42.8566633	-106.3025302
517500925	42.8520733	-106.2853102
517500960	42.8555833	-106.2937102
517499021	42.7727332	-105.2456204
517502435	42.8152533	-106.3396202
517500290	42.8487053	-106.2932582
517503227	42.8774413	-106.3465072
517502855	42.8495433	-106.3261502
517498725	42.7477452	-105.3626904
517499017	42.7535032	-105.3716504
517499969	42.9372432	-105.5761103
517501306	42.8494053	-106.3222622
517501961	42.8606933	-106.3253402
517499163	42.7648032	-105.3836304
517502018	42.8488433	-106.3254202
517510225	43.4140131	-104.9682404
517499033	42.7486332	-105.3761804
517502084	42.8448133	-106.3232902
517499309	42.7243432	-105.3869544
517501799	42.8488533	-106.3126602
517666047	44.3385820	-105.5266331
517501772	42.8484833	-106.3233002
517666416	44.2554130	-105.5575701
517500685	42.8527733	-106.3057602
517500368	42.8518833	-106.3059402
517499440	42.8548182	-105.8674973
517499385	42.7627072	-105.3916644
517499179	42.7447232	-105.3785104
517501399	42.8476533	-106.3247802
517499998	42.7486532	-105.3889404
517498649	42.7580562	-105.3841724
517498694	42.7575002	-105.3811794
