sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164153197	56547219	72	M	1	0	X	X
164165876	56545847	47	M	1	0	X	517498636
164165908	56549302	47	M	1	0	X	503027980
164165909	56549302	48	F	1	1	X	517499299
164206904	56549922	41	F	1	1	X	517504266
164206905	56549922	36	M	1	0	X	517499469
164206924	56548909	41	F	1	1	X	517500545
164455501	56545056	9	F	1	2	450092666	X
164553240	56545896	67	F	1	0	X	X
164553243	56549434	67	F	1	0	X	X
164553253	56548425	67	F	1	0	X	X
164553268	56545939	67	F	1	0	X	X
164553272	56550242	67	F	1	0	X	X
164883150	56550273	9	M	1	7	450095010	X
164883162	56550461	9	M	1	7	450095010	X
164883182	56547248	9	M	1	7	450092666	X
164883186	56545630	9	M	1	7	450092672	X
164883187	56545630	59	F	1	0	X	X
164994992	56549632	72	M	1	0	X	517500545
164995003	56549258	53	F	1	1	X	X
165192056	56546461	46	M	1	10	X	517499973
165192058	56546461	13	M	1	2	450092671	X
165192059	56546461	15	M	1	2	450092665	X
165196862	56545471	87	M	1	0	X	X
165196863	56545471	78	M	1	3	X	517498563
165419841	56548511	55	M	1	0	X	517503466
166308109	56549202	45	F	1	0	X	X
166308123	56549222	45	F	1	0	X	X
166390055	56546882	28	M	1	0	X	517498583
166390080	56546613	35	M	1	9	X	517499304
166390081	56546613	28	M	1	0	X	517499119
166390149	56545409	28	M	1	0	X	517498575
166902584	56547580	57	F	1	1	X	517498665
166902596	56546170	57	F	1	1	X	517499171
166902597	56546170	57	M	1	0	X	517499530
166974711	56545842	30	F	1	0	X	517498710
167030400	56546101	84	F	1	1	X	X
167125084	56548905	44	F	1	0	X	517498956
167125086	56548905	17	M	1	2	450092665	X
167125104	56550192	17	M	1	2	450094832	X
167294949	56547896	42	F	1	0	X	517500026
167294960	56546274	19	F	1	2	X	517498665
167294992	56545934	21	M	1	2	X	517499973
167294993	56545934	19	F	1	2	X	517498628
167421104	56548798	35	M	1	0	X	517510226
167421130	56548904	35	M	1	0	X	517499461
167421131	56548904	14	M	1	2	450094833	X
167421133	56546319	14	M	1	2	450092671	X
167421138	56550128	35	M	1	0	X	517500064
167462694	56547556	47	M	2	1	X	517498667
167568213	56547708	29	F	1	1	X	517498665
167568214	56547708	35	M	1	0	X	517666808
167568215	56547708	0	M	1	2	X	X
167568216	56547708	7	F	1	2	450092666	X
167568217	56547708	1	F	1	2	X	X
167568258	56547037	29	F	1	1	X	517499936
167568261	56547037	7	F	1	2	450092672	X
167568262	56547037	1	F	1	2	X	X
167812753	56549613	70	F	1	0	X	517501450
167812756	56549656	78	M	1	1	X	X
167812757	56549656	70	F	1	0	X	517499119
168275811	56546693	0	M	1	2	X	X
168275813	56546693	37	F	1	0	X	517504562
168275830	56547379	24	M	1	10	X	517498645
168275838	56548598	0	M	1	2	X	X
168630966	56548839	60	M	1	0	X	517498722
168630967	56548839	60	F	1	1	X	517498686
168631000	56546040	60	M	1	0	X	517505060
168631001	56546040	60	F	1	1	X	517498963
168631004	56545290	60	M	1	0	X	517499377
168631005	56545290	60	F	1	1	X	517499038
168631013	56545151	60	F	1	1	X	517499190
168660759	56548440	50	F	1	1	X	517498722
168660760	56548440	17	F	1	2	450094832	517499533
168660771	56548586	50	F	1	1	X	517510225
168719057	56545895	55	M	1	0	X	517498573
168719085	56550231	55	M	1	0	X	517499418
168868888	56548352	3	M	1	2	X	X
168868889	56548352	30	F	1	1	X	503028974
168868890	56548352	31	M	1	0	X	517502097
168917319	56546614	23	F	1	0	X	517499038
168917320	56546614	24	M	1	1	X	517504301
168917321	56546614	1	M	1	2	X	X
168917334	56549635	23	F	1	0	X	517502434
168917336	56549635	1	M	1	2	X	X
168926870	56550061	20	F	1	10	X	517499507
169004516	56546707	50	F	8	1	X	517498563
169004517	56546707	47	M	1	0	X	517498563
169004518	56546707	16	F	9	2	450092665	517498611
169146716	56548885	41	F	1	0	X	517499044
169206927	56547965	67	F	1	0	X	X
169463452	56547233	31	M	1	2	X	517510227
169463453	56547233	63	M	1	0	X	X
169686586	56550448	24	F	1	0	X	517501018
169686592	56546670	24	F	1	0	X	517499903
169686593	56546670	27	M	1	1	X	517499068
169739330	56545605	37	F	1	0	X	517498665
169739331	56545605	36	M	1	1	X	517509916
169739333	56545605	15	F	1	2	450092665	X
169752203	56548554	60	F	1	1	X	X
169752230	56545821	61	M	1	0	X	X
170021683	56547903	4	M	1	2	450093640	X
170021703	56547753	1	F	1	2	X	X
170021704	56547753	4	M	1	2	450093640	X
170021705	56547753	22	F	1	0	X	517498669
170021733	56550408	1	F	1	2	X	X
170021734	56550408	4	M	1	2	450093640	X
170021735	56550408	22	F	1	0	X	517499530
170021775	56548085	1	F	1	2	X	X
170021776	56548085	4	M	1	2	450093640	X
170021777	56548085	22	F	1	0	X	517498665
170247869	56546285	65	M	1	0	X	517500019
170247942	56549465	38	F	1	1	X	517500057
171053833	56549381	7	M	1	2	450092672	X
171053835	56549381	19	M	1	2	X	X
171053836	56549381	48	M	1	0	X	517499931
171053837	56549381	17	M	1	2	450092665	X
171053838	56549267	7	M	1	2	450092672	X
171053840	56549267	19	M	1	2	X	X
171053929	56546899	46	F	1	1	X	517498959
171053931	56546899	48	M	1	0	X	517499900
171670906	56546983	25	F	1	1	X	517504266
171760942	56546584	40	F	1	1	X	517499988
171760943	56546584	40	M	1	0	X	517504301
171760944	56548973	40	F	1	1	X	517500213
171760955	56545008	40	M	1	0	X	517499961
171968528	56547781	29	M	1	0	X	517499372
171968535	56545782	29	M	1	0	X	517498637
172067546	56546036	63	F	1	0	X	X
172385018	56545688	44	M	1	0	X	517498573
172496444	56550268	56	F	1	0	X	517501450
172919581	56547044	44	F	1	1	X	517499922
172919582	56547044	59	M	1	0	X	X
172919593	56547024	44	F	1	1	X	517498693
172931077	56549979	70	F	1	0	X	X
172931078	56548391	70	F	1	0	X	X
173099558	56545233	78	F	1	0	X	X
173244625	56550222	56	M	1	1	X	517499500
173244626	56550222	52	F	1	0	X	517502708
173244653	56549123	56	M	1	1	X	517500352
173244654	56549123	52	F	1	0	X	503028939
173244662	56546118	52	F	1	0	X	517498665
173346719	56545662	83	F	1	0	X	X
173382852	56549699	33	F	1	1	X	517499433
173382853	56549699	5	M	1	2	450095010	X
173382855	56549699	7	M	1	2	450095010	X
173430338	56548937	11	F	1	2	450092666	X
173430343	56548937	41	F	1	0	X	X
173430344	56548937	7	M	2	2	450092666	X
173915392	56549304	68	M	1	0	X	517499304
173954458	56546790	46	F	1	1	X	517499128
173954459	56546790	47	M	1	0	X	517498665
173954468	56545747	46	F	1	1	X	517499341
173954469	56545747	47	M	1	0	X	517504568
174110553	56545710	66	M	1	0	X	X
174110556	56549508	66	M	1	0	X	X
174142555	56546188	81	F	1	1	X	X
174479253	56546533	27	M	1	0	X	517504266
174479254	56546533	4	M	1	2	450066968	X
174624057	56547389	40	F	1	1	X	517499011
174624058	56547389	5	M	1	2	450092672	X
174624059	56547389	45	M	1	0	X	517498665
174624070	56549438	7	M	1	2	450092672	X
174624071	56549438	11	F	1	2	450092671	X
174624075	56547997	7	M	1	2	450092666	X
174624077	56547997	40	F	1	1	X	517666808
174624078	56547997	5	M	1	2	450092672	X
174624120	56548787	7	M	1	2	450095010	X
174624123	56548787	5	M	1	2	450095010	X
174624124	56548787	45	M	1	0	X	517432510
174721804	56549432	53	M	1	1	X	517503806
174721805	56549432	49	F	1	0	X	517500128
174940349	56547589	5	M	9	2	450092672	X
174940351	56547589	27	F	9	0	X	X
174940352	56547589	39	M	1	1	X	X
174940357	56547086	5	M	9	2	450092672	X
174940358	56547086	3	M	9	2	X	X
174940359	56547086	27	F	9	0	X	X
174940360	56547086	39	M	1	1	X	X
174940365	56547661	5	M	9	2	450092672	X
174940366	56547661	3	M	9	2	X	X
174940367	56547661	27	F	9	0	X	X
174940401	56547460	5	M	9	2	450092672	X
174940402	56547460	3	M	9	2	X	X
174940407	56547265	27	F	9	0	X	X
174940410	56547594	3	M	9	2	X	X
174940412	56547594	39	M	1	1	X	X
174969163	56548202	36	F	1	0	X	517498609
174969164	56548202	6	F	1	2	450092672	X
174969167	56548202	13	F	1	2	450092666	X
174969169	56545080	6	F	1	2	450092672	X
174969179	56548897	6	F	1	2	450092672	X
174969180	56548897	8	M	1	2	450092672	X
174969181	56548897	10	F	1	2	450092671	X
174969233	56546645	36	F	1	0	X	517499338
174969234	56546645	6	F	1	2	450092672	X
175087319	56549019	58	M	1	0	X	517498600
175087321	56545083	58	M	1	0	X	517499165
175195324	56548947	36	M	1	0	X	517501751
175195335	56545217	36	M	1	0	X	517504266
175195343	56548845	36	M	1	0	X	517503447
175223624	56545026	60	M	1	0	X	X
175223625	56545026	59	F	1	1	X	X
175576864	56547807	2	F	1	2	X	X
175576865	56547807	23	M	1	0	X	517499117
175649598	56546449	16	F	1	2	450092665	X
175833586	56547057	50	M	1	0	X	517498636
175833596	56546785	50	M	1	0	X	517499076
175833597	56546785	51	F	1	1	X	517498610
176362209	56550309	25	F	1	10	X	517499117
176362210	56550309	28	M	1	0	X	517500199
176362225	56546767	25	F	1	10	X	517499194
176436748	56548232	67	M	1	1	X	X
176851307	56549244	78	F	1	1	X	X
176867943	56546946	40	F	1	10	X	517498686
176867944	56546946	50	M	1	0	X	517498665
176867945	56546946	8	M	9	12	450092672	X
176867946	56547431	40	F	1	10	X	517498563
176867947	56547431	50	M	1	0	X	517499953
176867948	56547431	8	M	9	12	450092666	X
176867974	56545437	50	M	1	0	X	517502494
176867975	56545437	8	M	9	12	450092666	X
176868021	56550665	40	F	1	10	X	517502702
176868022	56550665	50	M	1	0	X	517504159
176868023	56550665	8	M	9	12	450095010	X
176868057	56545370	40	F	1	10	X	517504692
176868058	56545370	50	M	1	0	X	517498563
176868063	56549909	40	F	1	10	X	517499500
177004403	56546134	56	M	1	1	X	517498586
177553341	56547272	47	F	1	1	X	X
177783512	56549627	78	F	1	0	X	X
178163268	56546666	50	F	1	0	X	517499447
178163274	56545137	50	F	1	0	X	517504266
178321537	56549894	66	F	1	0	X	X
178462965	56547034	12	M	1	2	450092671	X
178462966	56547034	8	M	1	2	450092672	X
178820922	56548272	56	M	1	1	X	517498696
178820923	56548272	54	F	3	0	X	517498563
178901098	56546364	58	F	1	0	X	517498665
178901099	56546364	37	M	1	2	X	517499377
178901122	56548692	58	F	1	0	X	517500193
178901123	56548692	37	M	1	2	X	517509938
179106981	56549225	73	F	1	1	X	X
179106982	56549225	75	M	1	0	X	517501444
179107001	56545718	73	F	1	1	X	X
179107002	56545718	75	M	1	0	X	517499038
179116689	56545633	64	F	1	0	X	517498696
179150088	56546525	11	M	1	2	450092671	X
179150089	56546525	9	M	1	2	450092672	X
179150090	56546525	34	M	1	0	X	517498665
179150091	56546525	34	F	1	1	X	517499135
179150139	56547251	9	M	1	2	450092666	X
179150142	56547251	6	F	1	2	450092666	X
179329913	56549523	33	F	1	0	X	517499622
179436341	56549884	68	M	1	0	X	517504896
179436347	56547980	68	M	1	0	X	517498686
179436348	56547980	69	F	1	1	X	517498665
179436365	56550270	68	M	1	0	X	517500147
179436385	56550325	68	M	1	0	X	517500211
179436386	56550325	69	F	1	1	X	517499650
179617026	56549436	64	M	1	0	X	517498665
179635614	56546300	66	F	1	1	X	X
179635615	56546300	68	M	1	0	X	X
179722104	56546382	62	F	1	1	X	517504266
179827502	56549445	49	M	1	1	X	517509921
179827503	56549445	42	F	1	0	X	X
179827516	56547890	8	F	1	2	450092666	X
179827517	56547890	49	M	1	1	X	517498563
179827535	56546163	49	M	1	1	X	517499020
179827536	56546163	42	F	1	0	X	X
179834511	56548576	13	M	1	2	450092784	X
179834512	56548576	51	M	1	0	X	517498714
179834514	56548576	13	M	1	2	450092784	X
179834518	56550615	13	M	1	2	450094833	X
179834535	56545968	13	M	1	2	450092671	X
179834537	56545968	51	F	1	1	X	517498665
179914793	56547775	11	M	8	2	450092666	X
180047404	56549065	70	F	1	0	X	517500147
180047409	56549786	70	F	1	0	X	517503012
180361527	56548483	61	F	1	1	X	517499044
180361568	56549213	62	M	1	0	X	517500352
180548768	56545594	23	F	1	10	X	517500179
180548769	56545594	1	F	1	2	X	X
180548770	56545594	26	M	1	0	X	X
180760475	56548780	38	F	1	0	X	517500210
180760476	56548780	12	F	1	2	450094833	X
180778272	56549490	0	M	1	2	X	X
180778273	56549490	23	M	1	0	X	517504954
180778276	56547787	23	M	1	0	X	517498563
180907416	56550542	65	M	1	0	X	517502010
181011624	56549712	71	M	1	0	X	X
181011627	56547324	71	M	1	0	X	X
181076897	56545661	79	M	1	0	X	X
181544779	56545148	49	M	1	0	X	517499387
181544780	56545148	38	F	1	1	X	517504403
181978749	56550454	50	M	1	0	X	517499252
182091941	56547094	52	M	9	0	X	X
182202014	56547644	47	M	1	1	X	517498636
182202033	56546486	46	F	1	0	X	517498696
182202034	56546486	47	M	1	1	X	517499961
182324090	56550174	14	F	1	5	450094832	X
182324093	56545734	14	F	1	5	450092665	X
182324095	56545734	72	M	1	0	X	X
182398765	56548886	60	M	1	0	X	517499958
182398776	56549450	59	F	1	1	X	X
182398798	56548243	59	F	1	1	X	X
182398799	56548243	60	M	1	0	X	517509930
182409212	56546172	62	M	1	0	X	517498573
182621350	56546660	60	F	1	1	X	517498563
182846054	56548749	64	M	1	1	X	512668114
182846062	56546477	64	M	1	1	X	517499135
182919710	56547620	31	M	1	0	X	517499317
182919712	56547620	32	F	1	1	X	X
182919713	56547620	0	F	1	2	X	X
183065591	56550656	61	M	1	0	X	517501634
183065592	56550656	58	F	1	1	X	517662984
183065597	56548634	61	M	1	0	X	517498655
183065598	56548634	58	F	1	1	X	517500018
183065616	56550212	58	F	1	1	X	517502010
183304233	56550634	78	M	1	0	X	X
183304234	56550123	78	M	1	0	X	X
183304242	56547822	78	M	1	0	X	X
183304245	56546032	78	M	1	0	X	X
183304253	56549788	78	M	1	0	X	X
183493329	56548304	51	M	1	0	X	517500545
183493330	56548304	17	M	1	2	450094832	X
183575243	56546910	72	F	1	0	X	X
183612104	56545125	80	F	1	0	X	X
183652673	56545433	67	F	1	1	X	517504266
183938244	56549109	45	F	1	1	X	517502058
183938246	56549109	5	F	1	2	450066968	X
184030761	56548564	35	F	1	2	X	517500499
184030762	56548564	63	F	1	1	X	X
184030763	56548564	58	M	1	0	X	517502708
184030793	56549624	58	M	1	0	X	517499512
184090682	56548734	57	F	1	0	X	517499500
184090683	56548734	61	M	1	1	X	X
184090700	56548347	57	F	1	0	X	517499721
184090701	56548347	61	M	1	1	X	X
184254764	56546113	68	M	1	0	X	517498563
184279955	56549685	39	M	1	10	X	517501399
184279961	56548003	39	M	1	10	X	517499015
184279962	56548003	31	F	1	0	X	X
184279971	56546064	39	M	1	10	X	517499003
184279972	56546064	31	F	1	0	X	X
184279978	56546283	31	F	1	0	X	X
184462941	56546105	45	F	1	1	X	517499327
184759331	56546514	11	F	1	2	450092671	X
184759332	56546514	7	M	1	2	450092672	X
184759355	56550162	11	F	1	2	450094833	X
184759356	56550162	7	M	1	2	450095010	X
184759419	56547116	11	F	1	2	450092666	X
184759420	56547116	7	M	1	2	450092666	X
184915533	56546367	58	F	1	1	X	517499338
184915560	56545464	55	M	1	0	X	X
184915561	56545464	58	F	1	1	X	517499081
184965678	56548253	6	M	1	2	450095010	X
184965680	56548253	38	M	1	1	X	517501960
184965682	56547780	6	M	1	2	450092666	X
184965683	56547780	3	M	1	2	450093640	X
185176009	56550249	71	M	1	0	X	X
185176010	56550249	71	F	1	1	X	X
185176015	56550540	71	M	1	0	X	X
185176016	56550540	71	F	1	1	X	X
185193158	56550543	49	F	1	0	X	517500198
185193162	56545852	49	F	1	0	X	517499878
185193177	56550597	54	M	1	1	X	517499247
185193178	56550597	49	F	1	0	X	517505069
185301638	56548726	8	M	1	2	450095010	X
185301639	56548726	29	F	9	1	X	517509920
185301640	56548726	4	F	1	2	450093640	X
185301642	56548726	36	M	1	0	X	517498573
185301648	56547077	8	M	1	2	450092672	X
185301649	56547077	29	F	9	1	X	517504562
185301651	56547077	6	M	1	2	450092672	X
185301652	56547077	36	M	1	0	X	517498665
185301655	56546810	4	F	1	2	450093640	X
185301656	56546810	6	M	1	2	450092672	X
185495835	56545242	26	F	1	2	X	517498573
185495837	56545242	59	M	1	0	X	517499103
185495849	56549751	59	M	1	0	X	517500414
185561725	56549075	18	M	1	2	450094832	517505078
185561726	56549075	57	F	1	1	X	517498654
185719565	56549832	50	F	1	1	X	X
185719569	56550097	50	F	1	1	X	X
186115833	56545371	36	M	1	0	X	517500015
186115834	56545371	43	F	1	1	X	517504266
186923467	56547712	28	F	1	0	X	517498665
186923468	56547712	28	M	1	1	X	517498563
186923469	56547712	2	M	1	2	X	X
187132675	56550337	48	M	1	1	X	517503356
187132679	56549188	48	M	1	1	X	517499092
187132680	56549188	47	F	1	0	X	X
187132681	56548274	48	M	1	1	X	517498719
187132682	56548274	47	F	1	0	X	X
187163333	56550285	68	F	1	0	X	X
187163334	56549962	68	F	1	0	X	X
