sp_id	sp_gq_id	age	sex
943200508	450007488	38	M
943200516	450007488	55	M
943200515	450007488	43	M
943200514	450007488	21	M
943200513	450007488	53	M
943200512	450007488	55	M
943200511	450007488	49	M
943200527	450007488	36	M
943200510	450007488	27	M
943200509	450007488	41	M
943200519	450007488	25	M
943200520	450007488	32	M
943200521	450007488	37	M
943200522	450007488	54	M
943200523	450007488	22	M
943200524	450007488	18	M
943200525	450007488	33	M
943200526	450007488	27	M
943200518	450007488	47	M
943200517	450007488	33	M
943200531	450025092	24	F
943200530	450025092	37	F
943200529	450025092	29	F
943200528	450025092	45	F
943200537	450025092	54	F
943200536	450025092	26	F
943200535	450025092	54	F
943200534	450025092	39	F
943200533	450025092	25	F
943200532	450025092	39	F
939897715	450037478	85	F
939897732	450037478	104	F
939897733	450037478	92	F
939897734	450037478	97	F
939897735	450037478	95	F
940625748	450037478	80	M
940625749	450037478	88	M
940625750	450037478	88	M
940625751	450037478	85	M
940625752	450037478	80	M
940625753	450037478	89	M
940625754	450037478	78	M
939897736	450037478	95	F
940625760	450037478	105	M
939897727	450037478	78	F
939897726	450037478	90	F
939897725	450037478	82	F
939897724	450037478	82	F
939897723	450037478	85	F
939897722	450037478	95	F
939897721	450037478	88	F
939897720	450037478	93	F
939897719	450037478	86	F
939897718	450037478	86	F
939897717	450037478	97	F
939897716	450037478	86	F
939897714	450037478	77	F
939897713	450037478	94	F
939897712	450037478	67	F
940625759	450037478	78	M
940625758	450037478	73	M
940625757	450037478	102	M
940625756	450037478	82	M
940625755	450037478	77	M
939897711	450037478	99	F
939897710	450037478	92	F
939897709	450037478	90	F
939897708	450037478	81	F
939897728	450037478	86	F
939897729	450037478	90	F
939897730	450037478	88	F
939897731	450037478	86	F
943200501	450025093	13	M
943200502	450025093	17	M
943200503	450025093	17	M
943200506	450025094	17	F
943200504	450025094	16	F
943200507	450025094	16	F
943200505	450025094	17	F
