sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164172469	56157205	50	F	1	1	X	X
164172470	56157205	23	F	1	2	X	X
164172504	56158557	51	M	1	0	X	517506208
164172505	56158557	50	F	1	1	X	X
164172529	56159910	50	F	1	1	X	X
164172530	56159910	23	F	1	2	X	X
164186085	56157119	86	F	1	0	X	X
164632766	56158126	52	M	1	0	X	517505220
164632767	56158126	49	F	1	1	X	517506585
165080405	56157139	70	F	1	0	X	517506506
165080411	56160206	70	F	1	0	X	512640194
165080412	56156423	70	F	1	0	X	517506585
165168798	56156811	27	F	1	0	X	517506597
165669039	56158312	27	M	1	0	X	517507968
165669094	56159786	27	M	1	0	X	517505220
165669102	56159324	27	M	1	0	X	517505220
165830990	56156666	36	M	1	0	X	517505220
165830991	56156666	35	F	1	1	X	517505501
165831002	56158620	36	M	1	0	X	517507055
165831003	56158620	35	F	1	1	X	517507140
165831004	56158620	13	M	1	2	450102465	X
165831014	56157169	36	M	1	0	X	509947383
165831015	56157169	35	F	1	1	X	517506925
165831019	56158124	35	F	1	1	X	517506585
165831020	56158124	13	M	1	2	450102465	X
165852010	56157815	4	F	1	2	X	X
165852011	56157815	27	F	1	0	X	517432272
166042884	56156558	73	M	1	0	X	X
166278738	56159830	38	M	1	1	X	517509252
166278739	56159830	14	F	1	2	450102464	X
166278740	56159830	17	M	1	2	450102464	517505413
166278751	56159517	5	F	1	2	450066968	X
166278753	56159517	38	M	1	1	X	517508563
166278754	56159517	14	F	1	2	450102464	X
166278755	56159517	17	M	1	2	450102464	517507144
166278772	56159087	39	F	1	0	X	X
166278774	56159087	14	F	1	2	450102464	X
166278775	56159087	17	M	1	2	450102464	517505220
166278791	56159045	5	F	1	2	450066968	X
166278795	56159045	17	M	1	2	450102464	517505515
166674237	56156866	53	F	1	0	X	517506506
166744641	56159419	3	M	1	2	X	X
166788128	56159450	29	M	1	12	X	X
166788130	56159450	57	F	1	1	X	517509255
166788215	56159804	63	M	1	0	X	517505220
166788216	56159804	29	M	1	12	X	X
166788217	56159804	52	M	1	12	X	517508802
166788218	56159804	57	F	1	1	X	517507004
166788244	56157372	29	M	1	12	X	X
166788245	56157372	52	M	1	12	X	517506852
166788246	56157372	57	F	1	1	X	517506948
166791833	56159902	65	F	1	1	X	X
166791855	56158125	65	F	1	1	X	X
166994910	56156422	46	F	1	1	X	509947331
167252109	56156461	20	F	1	5	X	X
167252110	56156461	55	F	1	0	X	517506509
167322724	56156813	61	F	1	1	X	X
167343524	56156991	16	F	1	7	450089703	X
167343527	56156991	6	M	1	2	450089702	X
167343528	56156991	8	F	1	2	450089702	X
167343529	56156991	14	F	1	2	450089704	X
167343531	56156991	47	M	1	1	X	X
167343532	56156991	36	F	1	0	X	X
167343533	56156991	7	M	1	7	450089702	X
167344073	56157048	2	M	1	7	X	X
167344075	56157048	0	M	1	5	X	X
167344076	56157048	41	F	1	3	X	X
167344078	56157048	8	F	1	2	450089874	X
167344079	56157048	14	F	1	2	450102463	X
167344080	56157048	20	F	1	2	X	X
167344081	56157048	47	M	1	1	X	X
167344082	56157048	36	F	1	0	X	X
167344083	56157048	7	M	1	7	450102463	X
167425195	56159049	21	F	9	0	X	517509245
167425203	56157267	21	F	9	0	X	517507160
167425204	56157267	2	F	9	2	X	X
167425215	56158745	21	F	9	0	X	517508595
167425216	56158745	2	F	9	2	X	X
167425217	56158745	1	M	9	2	X	X
167425239	56157440	21	F	9	0	X	517506946
167425241	56157440	1	M	9	2	X	X
167425244	56158158	2	F	9	2	X	X
167425245	56158158	1	M	9	2	X	X
167425260	56157960	2	F	9	2	X	X
167425261	56157960	1	M	9	2	X	X
167494454	56159900	8	M	1	5	450102463	X
167494455	56159900	67	F	1	0	X	517505499
167532546	56157407	10	M	1	2	450089702	X
168164586	56159849	74	M	1	0	X	X
168555113	56160161	48	M	1	0	X	517507029
168651115	56159254	48	M	1	0	X	517507004
168651117	56159254	47	F	1	1	X	517506195
168651184	56156517	48	M	1	0	X	517506959
168651186	56156517	47	F	1	1	X	517506188
168883962	56157020	66	F	1	1	X	517509314
168973555	56157625	27	F	1	1	X	X
168973570	56158176	5	F	1	2	450094430	X
168973571	56158176	27	F	1	1	X	X
169165830	56157387	52	M	1	9	X	517506973
169377504	56159305	9	M	1	2	450102463	X
169377541	56160283	12	M	1	2	450102463	X
169377543	56160142	42	M	1	1	X	517507028
169377544	56160142	9	M	1	2	450102463	X
169377546	56160142	44	F	1	0	X	517349426
169377547	56156628	42	M	1	1	X	517506829
169377550	56156628	44	F	1	0	X	517506909
169685352	56160245	61	F	1	1	X	X
169685365	56156859	22	M	1	2	X	517506946
169685366	56156859	41	M	1	2	X	517506796
169685397	56156595	22	M	1	2	X	517506506
169685399	56156595	58	M	1	0	X	X
169685400	56156595	61	F	1	1	X	X
169685454	56157367	41	M	1	2	X	517505416
169685456	56157367	61	F	1	1	X	X
169685493	56157543	22	M	1	2	X	517506907
169685494	56157543	41	M	1	2	X	517506980
169685496	56157543	61	F	1	1	X	X
169799273	56157478	53	F	9	1	X	X
169799274	56157478	62	M	1	0	X	X
169799279	56159789	53	F	9	1	X	X
170096755	56156441	46	F	1	1	X	517506204
170110979	56157141	55	M	1	0	X	517506195
170110980	56157141	53	F	1	1	X	517506169
170603180	56160234	72	M	1	0	X	X
170603181	56160234	69	F	1	1	X	X
170706451	56157816	37	M	1	0	X	517506506
170706468	56158529	37	M	1	0	X	517508271
170706469	56158189	37	M	1	0	X	517508296
170706482	56159604	37	M	1	0	X	517505220
170709988	56158421	56	F	1	1	X	517506946
170761008	56159310	51	F	1	0	X	517505220
170761023	56159215	51	F	1	0	X	517506202
170761030	56158089	51	F	1	0	X	517507138
170876391	56156814	65	F	1	1	X	X
170876392	56156814	66	M	1	0	X	X
170928015	56157700	23	F	1	10	X	517505468
171002814	56156802	81	F	1	0	X	X
171041112	56156730	47	F	1	1	X	517506943
171041131	56159756	47	M	1	0	X	517507142
171041132	56159756	47	F	1	1	X	517507014
171041150	56156458	47	F	1	1	X	517506915
171066706	56156495	63	F	1	0	X	517506501
171066707	56156495	67	M	1	10	X	X
171104126	56157220	51	M	1	0	X	517506176
171104128	56157220	45	F	1	1	X	517506506
171104177	56157131	51	M	1	0	X	517507015
171104186	56158758	51	M	1	0	X	517505462
171104188	56158758	45	F	1	1	X	517507093
171584811	56156500	48	M	1	1	X	X
171584813	56156500	16	M	1	2	450089703	517506977
171584860	56158067	17	M	1	2	450102464	517505220
171584862	56158067	58	F	1	0	X	517366274
171584879	56160037	48	M	1	1	X	X
171584927	56156849	48	M	1	1	X	X
171584930	56156849	58	F	1	0	X	517507025
171620658	56159502	71	F	1	0	X	517505499
171844799	56158284	43	M	1	0	X	517508641
171862776	56158050	61	F	1	0	X	517505501
171862778	56157074	61	F	1	0	X	517506199
172035627	56158292	64	M	1	10	X	517506980
172035661	56157871	64	M	1	10	X	517506511
172035662	56157871	64	F	1	0	X	517506506
172146371	56159285	48	M	1	0	X	517506585
172146471	56156544	48	M	1	0	X	517505220
