sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164153168	56600386	79	F	3	1	X	X
164393865	56603904	64	F	1	1	X	X
164393866	56603904	69	M	1	0	X	X
164553250	56604438	67	F	1	0	X	X
164848522	56603380	61	M	1	0	X	517419333
165192748	56601729	86	F	1	0	X	X
165196860	56601123	87	M	1	0	X	X
165196861	56601123	78	M	1	3	X	517432918
165221499	56603077	75	F	1	1	X	X
165221503	56601519	75	F	1	1	X	X
165221504	56601519	82	M	1	0	X	X
165221515	56603850	75	F	1	1	X	X
165221519	56603931	75	F	1	1	X	X
165221520	56603931	82	M	1	0	X	X
165564802	56601377	52	M	1	1	X	512213680
165564803	56601377	63	F	1	0	X	517432982
165564817	56604268	63	F	1	0	X	517419600
166204769	56604555	13	F	1	2	450098529	X
166204770	56604555	11	M	1	2	450098529	X
166244449	56600956	68	F	1	0	X	517433087
166277965	56601395	80	M	1	0	X	X
166308105	56604016	45	F	1	0	X	X
166308173	56600614	45	F	1	0	X	X
166376191	56602884	57	F	1	0	X	X
166390051	56602282	28	M	1	0	X	517432941
166390063	56602278	28	M	1	0	X	517433053
166659685	56601042	14	M	9	7	450098529	X
166659686	56601042	56	M	9	1	X	517433172
166974712	56601018	30	F	1	0	X	517433087
166974714	56600249	30	F	1	0	X	517432783
167043573	56601732	35	M	1	0	X	517432860
167043575	56601732	8	M	1	2	450098401	X
167294953	56604164	21	M	1	2	X	517433051
167294954	56604164	19	F	1	2	X	517433120
167294955	56605042	42	F	1	0	X	517418197
167294956	56605042	21	M	1	2	X	517433227
167294957	56605042	19	F	1	2	X	517433712
167421108	56602230	35	M	1	0	X	517433742
167421109	56602230	14	M	1	2	450098529	X
167421116	56602038	35	M	1	0	X	517433155
167462638	56603623	45	F	1	0	X	517433125
167462657	56600966	15	M	3	2	450098528	X
167462658	56600966	47	M	2	1	X	517432903
167462663	56601550	15	M	3	2	450098528	X
167462666	56605325	15	M	3	2	450098528	X
167462667	56605325	47	M	2	1	X	517433011
167462668	56605325	45	F	1	0	X	517433758
167462671	56603669	45	F	1	0	X	517433098
167462673	56601391	47	M	2	1	X	517433087
167462678	56601839	15	M	3	2	450098528	X
167462680	56601839	45	F	1	0	X	517433183
167462692	56601238	45	F	1	0	X	517432961
167522159	56605069	48	F	1	1	X	X
167530536	56604852	62	F	1	0	X	517433198
167530574	56605258	62	F	1	0	X	512211535
167530578	56604272	62	F	1	0	X	517433183
167530579	56604272	20	F	9	5	X	517433754
167554575	56601542	61	F	1	0	X	517433823
167554576	56601542	40	F	1	2	X	X
167568133	56601033	29	F	1	1	X	517432922
167568137	56601033	1	F	1	2	X	X
167568243	56602027	29	F	1	1	X	517432920
167568244	56602027	35	M	1	0	X	517433701
167568246	56602027	7	F	1	2	450098401	X
167594512	56600917	62	M	1	0	X	X
167594513	56600917	49	F	1	1	X	517433835
167812759	56603533	70	F	1	0	X	517433014
167865568	56602601	72	M	1	1	X	X
167865578	56603907	72	M	1	1	X	X
167865579	56603907	72	F	1	0	X	X
167865599	56600465	72	F	1	0	X	X
167941325	56602474	41	M	1	0	X	517433087
168368052	56602504	26	M	1	0	X	517433801
168368054	56603109	26	M	1	0	X	517433183
168451180	56602666	38	F	1	0	X	517433087
168451219	56600356	38	F	1	0	X	517433226
168451221	56600356	16	F	1	2	450098528	517432802
168451282	56604907	38	F	1	0	X	512210630
168451336	56602376	38	F	1	0	X	517433775
168451338	56602376	16	F	1	2	450098528	517432835
168660736	56603460	17	F	1	2	450098528	501981233
168660737	56603460	55	M	1	0	X	501981704
168660753	56600457	50	F	1	1	X	517432839
168660754	56600457	17	F	1	2	450098528	517432788
168660755	56600457	55	M	1	0	X	517432694
168719063	56604278	55	M	1	0	X	512212265
168719083	56604374	55	M	1	0	X	517419669
168868886	56600537	30	F	1	1	X	517432783
168917295	56601779	23	F	1	0	X	517432779
168917297	56601779	1	M	1	2	X	X
168917299	56604436	24	M	1	1	X	517419703
168917307	56601041	23	F	1	0	X	517432826
168917337	56605171	23	F	1	0	X	517432829
168917339	56605171	1	M	1	2	X	X
168926847	56601461	22	M	1	0	X	512212257
168926884	56601107	20	F	1	10	X	512213864
169004444	56605242	50	F	8	1	X	517419652
169004446	56605242	16	F	9	2	450098528	512211297
169004466	56603400	47	M	1	0	X	517415507
169004467	56603400	16	F	9	2	450098528	517433126
