sp_id	sp_gq_id	age	sex
938940638	450003738	19	F
938940636	450003738	21	F
938940635	450003738	21	F
938940634	450003738	20	F
938940633	450003738	20	F
938940632	450003738	20	F
938940631	450003738	18	F
938940630	450003738	19	F
938940629	450003738	19	F
938940628	450003738	29	F
938940627	450003738	18	F
938940626	450003738	21	F
938940625	450003738	24	F
938940624	450003738	19	F
938940623	450003738	18	F
938940622	450003738	21	F
938940621	450003738	21	F
938940620	450003738	18	F
938940619	450003738	18	F
938940618	450003738	19	F
938940617	450003738	19	F
938940616	450003738	18	F
938940615	450003738	18	F
938940614	450003738	25	F
938940613	450003738	18	F
938940612	450003738	18	F
938940611	450003738	23	F
938940610	450003738	24	F
938940609	450003738	19	F
938940608	450003738	19	F
938940607	450003738	20	F
938940606	450003738	22	F
938940605	450003738	19	F
938940604	450003738	19	F
938940603	450003738	18	F
938940602	450003738	19	F
938940601	450003738	21	F
938940600	450003738	20	F
938940599	450003738	19	F
938940598	450003738	19	F
938940597	450003738	19	F
938940596	450003738	19	F
938940595	450003738	20	F
938940594	450003738	27	F
938940593	450003738	19	F
938940592	450003738	19	F
938940591	450003738	19	F
938940590	450003738	19	F
938940589	450003738	19	F
938940588	450003738	21	F
938940508	450003738	17	M
938940509	450003738	21	M
938940510	450003738	19	M
938940511	450003738	18	M
938940512	450003738	23	M
938940513	450003738	19	M
938940514	450003738	24	M
938940515	450003738	19	M
938940516	450003738	20	M
938940517	450003738	19	M
938940518	450003738	22	M
938940519	450003738	58	M
938940520	450003738	22	M
938940521	450003738	20	M
938940522	450003738	19	M
938940523	450003738	20	M
938940524	450003738	22	M
938940525	450003738	23	M
938940526	450003738	19	M
938940527	450003738	28	M
938940528	450003738	21	M
938940529	450003738	20	M
938940530	450003738	18	M
938940531	450003738	22	M
938940532	450003738	18	M
938940533	450003738	24	M
938940534	450003738	18	M
938940535	450003738	18	M
938940536	450003738	19	M
938940537	450003738	34	M
938940538	450003738	21	M
938940539	450003738	20	M
938940540	450003738	21	M
938940541	450003738	18	M
938940542	450003738	19	M
938940543	450003738	19	M
938940544	450003738	22	M
938940545	450003738	19	M
938940546	450003738	18	M
938940547	450003738	19	M
938940548	450003738	24	M
938940549	450003738	21	M
938940550	450003738	24	M
938940551	450003738	18	M
938940552	450003738	18	M
938940553	450003738	18	M
938940554	450003738	18	M
938940555	450003738	24	M
938940556	450003738	19	M
938940557	450003738	19	M
938940558	450003738	21	M
938940559	450003738	23	M
938940560	450003738	24	M
938940561	450003738	24	M
938940562	450003738	24	M
938940563	450003738	24	M
938940564	450003738	19	M
938940565	450003738	19	M
938940566	450003738	19	M
938940567	450003738	20	M
938940568	450003738	20	M
938940569	450003738	21	M
938940570	450003738	18	M
938940571	450003738	18	M
938940572	450003738	22	M
938940573	450003738	20	M
938940574	450003738	19	M
938940575	450003738	18	F
938940576	450003738	22	F
938940577	450003738	24	F
938940578	450003738	18	F
938940579	450003738	19	F
938940580	450003738	19	F
938940581	450003738	19	F
938940582	450003738	18	F
938940583	450003738	19	F
938940584	450003738	23	F
938940585	450003738	18	F
938940586	450003738	18	F
938940587	450003738	23	F
938940649	450003738	18	F
938940648	450003738	19	F
938940647	450003738	19	F
938940646	450003738	24	F
