sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56523275	560039626001	1	41000	44.5366279	-107.7796664
56523276	560039626001	1	103020	44.3841160	-108.0379276
56523277	560039626001	1	15100	44.5101981	-107.7321847
56523278	560039626001	1	47500	44.5379041	-107.7792035
56523279	560039626001	1	53400	44.3757725	-108.0382468
56523280	560039626001	1	225000	44.2587135	-107.5782480
56523281	560039626001	1	36500	44.3741713	-108.0313873
56523282	560039626001	1	13350	44.2673453	-107.8176322
56523283	560039626001	1	197100	44.2692032	-107.9615722
56523284	560039626001	1	154000	44.2712669	-107.9639423
56523285	560039626001	1	9600	44.2837043	-108.0371016
56523286	560039626001	1	36000	44.2691355	-107.9558891
56523287	560039626001	8	30000	44.5271429	-107.7985341
56523288	560039626001	1	31900	44.2493678	-107.5889916
56523289	560039626001	1	45000	44.3827772	-108.0380542
56523290	560039626001	1	100000	44.5267403	-107.7966905
56523291	560039626001	3	8000	44.3753100	-108.0376827
56523292	560039626001	1	78000	44.3755229	-108.0377158
56523293	560039626001	8	38500	44.3752345	-108.0379763
56523294	560039626001	3	30600	44.3750123	-108.0377517
56523295	560039626001	1	24800	44.3750142	-108.0381975
56523296	560039626001	1	170700	44.3754969	-108.0381646
56523297	560039626001	8	40000	44.3748587	-108.0380252
56523298	560039626001	1	13530	44.3752050	-108.0377647
56523299	560039626001	1	110700	44.3803827	-108.0364189
56523300	560039626001	1	36000	44.3770084	-108.0377243
56523301	560039626001	1	25200	44.5260366	-107.8258532
56523302	560039626001	1	74600	44.2728788	-107.9637091
56523303	560039626001	1	169000	44.2678758	-107.9615030
56523304	560039626001	1	70000	44.5391975	-107.7781763
56523305	560039626001	1	133000	44.5293123	-107.8121522
56523306	560039626001	1	141200	44.3709245	-108.0307007
56523307	560039626001	1	102400	44.2679493	-107.9612280
56523308	560039626001	1	30200	44.5344417	-107.7785490
56523309	560039626001	8	44200	44.2454959	-107.6020295
56523310	560039626001	1	86000	44.2680032	-107.9635110
56523311	560039626001	1	137500	44.2485347	-107.6018873
56523312	560039626001	1	10000	44.2682614	-107.9636060
56523313	560039626001	1	45000	44.3768150	-108.0389284
56523314	560039626001	1	141200	44.2674876	-107.9635519
56523315	560039626001	1	56000	44.2483246	-107.6020983
56523316	560039626001	1	137000	44.2690570	-107.9643019
56523317	560039626001	1	121000	44.2679308	-107.9636120
56523318	560039626001	1	57000	44.2680759	-107.9627620
56523319	560039626001	8	44200	44.2688211	-107.9647338
56523320	560039626001	1	36000	44.2689806	-107.9644361
56523321	560039626001	1	33900	44.2683896	-107.9642550
56523322	560039626001	1	9000	44.2453719	-107.6016286
