sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164153171	56527438	72	M	1	0	X	X
164153191	56527801	72	M	1	0	X	X
164165878	56526294	47	M	1	0	X	517791225
164165893	56526797	48	F	1	1	X	517791863
164553252	56523689	67	F	1	0	X	X
164848508	56525350	61	M	1	0	X	517665398
164848509	56525350	43	F	1	1	X	517665331
165192096	56524483	46	M	1	10	X	517790224
165192097	56524483	42	F	1	0	X	517665294
165192098	56524483	13	M	1	2	450095151	X
165192099	56524483	15	M	1	2	450095152	X
165564764	56526297	52	M	1	1	X	517790305
165564771	56527288	63	F	1	0	X	517791221
165564776	56525893	52	M	1	1	X	517790702
165564777	56525893	63	F	1	0	X	509948822
166120390	56526857	32	F	1	0	X	517790674
166120391	56526857	6	M	1	2	450098732	X
166120393	56526857	34	M	1	1	X	517790648
166204783	56526175	15	F	1	2	450104246	X
166204787	56526175	40	F	1	1	X	517791454
166277958	56527590	80	M	1	0	X	X
166277966	56525088	80	M	1	0	X	X
166308128	56527386	44	M	1	1	X	517790287
166308129	56527386	45	F	1	0	X	X
166308182	56523570	44	M	1	1	X	517665294
166376168	56524959	60	M	1	1	X	X
166376193	56525228	57	F	1	0	X	X
166376194	56525228	60	M	1	1	X	X
166390150	56526848	35	M	1	9	X	517790292
166390151	56526848	28	M	1	0	X	517790250
166464202	56526741	22	F	1	0	X	517790742
166464206	56523942	22	F	1	0	X	517664580
166902556	56524934	57	F	1	1	X	502073747
166902557	56524934	57	M	1	0	X	502073637
166902574	56524782	57	F	1	1	X	517665461
166902606	56525495	57	F	1	1	X	517665458
166974703	56526373	30	F	1	0	X	509950734
167030397	56524180	85	M	1	0	X	X
167030398	56524180	84	F	1	1	X	X
167030403	56526530	85	M	1	0	X	X
167030405	56525987	85	M	1	0	X	X
167030409	56526972	85	M	1	0	X	X
167294931	56524081	42	F	1	0	X	517665279
167294933	56524081	19	F	1	2	X	517664571
167294962	56526519	21	M	1	2	X	517790718
167294963	56526519	19	F	1	2	X	517790577
167421112	56525792	35	M	1	0	X	517791454
167462639	56526555	15	M	3	2	450098733	X
167462640	56526555	47	M	2	1	X	517790549
167462641	56526555	45	F	1	0	X	517791694
167554563	56524656	61	F	1	0	X	517664982
167554564	56524656	40	F	1	2	X	X
167554565	56526885	40	M	1	6	X	X
167554567	56526885	40	F	1	2	X	X
167568162	56527132	1	F	1	2	X	X
167568268	56524599	29	F	1	1	X	517665008
167568269	56524599	35	M	1	0	X	517665310
167568271	56524599	7	F	1	2	450095151	X
167568272	56524599	1	F	1	2	X	X
167812748	56525576	78	M	1	1	X	X
167865566	56527803	72	M	1	1	X	X
167865567	56527803	72	F	1	0	X	X
167865594	56523496	72	M	1	1	X	X
167865595	56523496	72	F	1	0	X	X
168275826	56526554	0	M	1	2	X	X
168451296	56526257	16	F	1	2	450104245	517790720
168451318	56524019	38	F	1	0	X	517664589
168451319	56524019	39	M	1	1	X	517664571
168451320	56524019	16	F	1	2	450104086	517661472
168451321	56525190	38	F	1	0	X	517664928
168451322	56525190	39	M	1	1	X	517665341
168660767	56525180	55	M	1	0	X	517664564
168719048	56526063	55	M	1	0	X	517790597
168719066	56525631	55	M	1	0	X	517665507
168917313	56527220	23	F	1	0	X	517665556
168917314	56527220	24	M	1	1	X	517790585
168926878	56526197	20	F	1	10	X	517790287
168933705	56524815	56	M	9	1	X	X
168933706	56524815	69	F	1	0	X	517790813
168933716	56524098	69	F	1	0	X	517664573
169004454	56524089	47	M	1	0	X	517664571
169004507	56527210	50	F	8	1	X	517790661
169004508	56527210	47	M	1	0	X	517791232
169004511	56526247	47	M	1	0	X	517791383
169004512	56526247	16	F	9	2	450104245	517790588
169333794	56525780	56	M	1	0	X	517790596
169333795	56525780	52	F	1	1	X	517790702
169333808	56523651	56	M	1	0	X	517661797
169395837	56524921	80	F	1	0	X	X
169463433	56524385	59	F	1	1	X	517665358
169494947	56527310	7	F	1	5	450098732	X
169494948	56527310	67	F	1	0	X	X
169494949	56527310	9	M	1	5	450098732	X
169494961	56527566	3	F	1	5	X	X
169495003	56525995	7	F	1	5	450104243	X
169495004	56525995	67	F	1	0	X	X
169495005	56525995	9	M	1	5	450104243	X
169495007	56525995	38	F	1	2	X	517790287
169495013	56524055	9	M	1	5	450098096	X
169495015	56524055	38	F	1	2	X	517665280
169495017	56524055	3	F	1	5	X	X
169495018	56524055	1	F	1	5	X	X
169495028	56524167	67	F	1	0	X	X
169495029	56524167	9	M	1	5	450098096	X
169495030	56524167	32	M	1	2	X	517790599
169495031	56524167	38	F	1	2	X	517665518
169495033	56524167	3	F	1	5	X	X
169495034	56524167	1	F	1	5	X	X
169495037	56527683	9	M	1	5	450104243	X
169495040	56527683	29	F	1	6	X	X
169495042	56527683	1	F	1	5	X	X
169495052	56525657	67	F	1	0	X	X
169495054	56525657	32	M	1	2	X	517665399
169495057	56525657	3	F	1	5	X	X
169495058	56525657	1	F	1	5	X	X
169739335	56525269	36	M	1	1	X	517664062
169739336	56525269	16	M	1	2	450095152	517665520
169739337	56525269	15	F	1	2	450095152	X
169739342	56526108	37	F	1	0	X	517664012
169739344	56526108	16	M	1	2	450104245	517790287
169739345	56526108	15	F	1	2	450104245	X
169739394	56526583	37	F	1	0	X	517790578
170021586	56526206	1	F	1	2	X	X
170021588	56526206	22	F	1	0	X	517790206
170021755	56526239	4	M	1	2	450104243	X
170021756	56526239	22	F	1	0	X	517791454
170021781	56526039	1	F	1	2	X	X
170021782	56526039	4	M	1	2	450104243	X
170247859	56527568	13	F	1	2	450104243	X
170247860	56527568	14	F	1	2	450104243	X
170247861	56527568	65	M	1	0	X	517790585
170247931	56524419	13	F	1	2	450095153	X
170247937	56524387	65	M	1	0	X	517790361
170635181	56526918	24	M	1	6	X	517790646
170635183	56526918	46	F	1	1	X	517790616
170635184	56526918	24	F	1	2	X	517790206
170635185	56526918	52	M	1	0	X	517790727
170635227	56525603	21	M	1	8	X	517665358
170635229	56525603	24	F	1	2	X	517665348
170738728	56524447	53	M	1	1	X	517664964
170831880	56524847	57	F	1	0	X	517665535
170844319	56524710	73	F	1	0	X	X
171053860	56526837	19	M	1	2	X	X
171053862	56526837	17	M	1	2	450098733	X
171328602	56527407	38	M	1	0	X	517791525
171328604	56527407	12	F	1	2	450104243	X
171328605	56527407	5	M	1	2	450104243	X
171365602	56525546	15	M	1	2	450095152	X
171670876	56526768	25	F	1	1	X	517791454
171670878	56526768	45	M	1	0	X	517790603
171670894	56526884	25	F	1	1	X	517790702
171670895	56526884	1	M	1	2	X	X
171760970	56524479	40	F	1	1	X	517665274
171968553	56526788	29	M	1	0	X	517790661
172067545	56524266	63	F	1	0	X	X
172179870	56527093	16	F	1	2	450098733	517791351
172239963	56525127	57	F	1	0	X	517665489
172414124	56526443	73	M	1	0	X	X
172414125	56526443	17	F	1	2	450098733	X
172414130	56524345	73	M	1	0	X	X
172414156	56524541	60	F	1	1	X	517664601
172414168	56525296	60	F	1	1	X	517665358
172414169	56525296	73	M	1	0	X	X
172414172	56526141	73	M	1	0	X	X
172414173	56526141	17	F	1	2	450104245	X
172685217	56524469	60	M	1	0	X	517790679
172919585	56525709	44	F	1	1	X	517665392
172919586	56525709	59	M	1	0	X	X
172919588	56524801	59	M	1	0	X	X
172919610	56526269	59	M	1	0	X	X
172931093	56527326	70	F	1	0	X	X
173244628	56526367	52	F	1	0	X	517791624
173346713	56525012	83	F	1	0	X	X
173382905	56525500	5	M	1	2	450095151	X
173382906	56525500	34	M	1	0	X	517665289
173382925	56525498	5	M	1	2	450095151	X
173382926	56525498	34	M	1	0	X	517665531
173430098	56524857	11	F	1	2	450090361	X
173430099	56524857	4	M	2	2	450090361	X
173430101	56524857	15	F	1	2	450063600	X
173430103	56524857	41	F	1	0	X	X
173430161	56526385	13	M	1	2	450098732	X
173430164	56526385	0	M	1	5	X	X
173430166	56526385	19	F	1	2	X	X
173430168	56526385	7	M	2	2	450098732	X
173430235	56524788	4	M	2	2	450090361	X
173430236	56524788	0	M	1	5	X	X
173430238	56524788	19	F	1	2	X	X
173430239	56524788	41	F	1	0	X	X
173430240	56524788	7	M	2	2	450090361	X
173430249	56524909	13	M	1	2	450095151	X
173430250	56524909	11	F	1	2	450095151	X
173430251	56524909	4	M	2	2	450090361	X
173430252	56524909	0	M	1	5	X	X
173430253	56524909	15	F	1	2	450063600	X
173430254	56524909	19	F	1	2	X	X
173430255	56524909	41	F	1	0	X	X
173430256	56524909	7	M	2	2	450095151	X
173430265	56525037	13	M	1	2	450095153	X
173430266	56525037	11	F	1	2	450095153	X
173430269	56525037	15	F	1	2	450063600	X
173430410	56524011	11	F	1	2	450095151	X
173430411	56524011	4	M	2	2	450090361	X
173430414	56524011	19	F	1	2	X	X
173494802	56525641	45	F	1	1	X	517665404
174071905	56524059	51	F	1	1	X	517665376
174071912	56523357	52	M	1	0	X	517664571
174110552	56527471	66	M	1	0	X	X
174110555	56525944	66	M	1	0	X	X
174142559	56523885	81	F	1	1	X	X
174142560	56523885	81	M	1	0	X	X
174142561	56524688	81	F	1	1	X	X
174142585	56527084	81	F	1	1	X	X
174142586	56527084	81	M	1	0	X	X
174142596	56526725	81	M	1	0	X	X
174479225	56523979	27	M	1	0	X	517665244
174479226	56523979	4	M	1	2	450066968	X
174479227	56523979	3	M	1	2	X	X
174479228	56523979	26	F	1	10	X	517664962
174479261	56525814	27	M	1	0	X	517790702
174479262	56525814	4	M	1	2	450067304	X
174479263	56525814	3	M	1	2	X	X
174479264	56525814	26	F	1	10	X	517790702
174624045	56527376	7	M	1	2	450098732	X
174624046	56527376	11	F	1	2	450098734	X
174624049	56527376	45	M	1	0	X	517790702
174713814	56523995	77	F	1	0	X	X
174758669	56527154	52	M	1	1	X	517790661
174758670	56527154	46	F	1	0	X	517790483
174940430	56524432	3	M	9	2	X	X
174940431	56524432	27	F	9	0	X	X
174940432	56524432	39	M	1	1	X	X
174969138	56525800	36	F	1	0	X	517791483
174969140	56525800	8	M	1	2	450104243	X
174969141	56525800	10	F	1	2	450104243	X
174969149	56523777	6	F	1	2	450098096	X
174969151	56523777	10	F	1	2	450095151	X
174969152	56523777	13	F	1	2	450095151	X
174969193	56526570	36	F	1	0	X	517790480
174969194	56526570	6	F	1	2	450098732	X
174969195	56526570	8	M	1	2	450098732	X
174969196	56526570	10	F	1	2	450098732	X
174969197	56526570	13	F	1	2	450098732	X
174969218	56526418	36	F	1	0	X	517790623
174969219	56526418	6	F	1	2	450098732	X
174969220	56526418	8	M	1	2	450098732	X
174969221	56526418	10	F	1	2	450098732	X
174969245	56523970	8	M	1	2	450098096	X
175576861	56526724	2	F	1	2	X	X
175752103	56526450	78	F	1	1	X	X
175833580	56526012	50	M	1	0	X	517790672
175833581	56526012	51	F	1	1	X	517790206
176851245	56523713	78	F	1	1	X	X
176851251	56527512	78	F	1	1	X	X
176851252	56527512	86	M	1	0	X	X
176851258	56526192	86	M	1	0	X	X
176851282	56527110	86	M	1	0	X	X
176851289	56525363	78	F	1	1	X	X
176851290	56525363	86	M	1	0	X	X
176851293	56526476	78	F	1	1	X	X
176851305	56525300	78	F	1	1	X	X
176851306	56525300	86	M	1	0	X	X
176867972	56523404	8	M	9	12	450098096	X
176867982	56525509	40	F	1	10	X	517665008
176867983	56525509	50	M	1	0	X	517664964
176868048	56526926	40	F	1	10	X	517791351
176868049	56526926	50	M	1	0	X	517790758
176868050	56526926	8	M	9	12	450098732	X
176868055	56527440	50	M	1	0	X	517790252
176868056	56527440	8	M	9	12	450104243	X
176886590	56527172	92	F	1	6	X	517791347
176886609	56525680	64	F	1	0	X	517665379
176979441	56525379	77	F	1	0	X	X
176979448	56527161	77	F	1	0	X	X
177004396	56527072	58	F	1	0	X	517790702
177004397	56527072	56	M	1	1	X	517790670
177004404	56526049	58	F	1	0	X	517790665
177164064	56524326	57	M	1	0	X	X
177164077	56525729	56	F	1	1	X	X
177164083	56525856	56	F	1	1	X	X
177553318	56523804	56	M	1	0	X	517665546
177553339	56527142	47	F	1	1	X	X
177553340	56527142	56	M	1	0	X	517790206
177553384	56527168	56	M	1	0	X	517790206
177553387	56525319	47	F	1	1	X	X
177783508	56524184	78	F	1	0	X	X
178462955	56525120	49	M	1	0	X	502093899
178462957	56525120	12	M	1	2	450095153	X
178586259	56525070	83	F	1	0	X	X
178748895	56527705	68	F	1	0	X	X
178748901	56527038	68	F	1	0	X	X
