sp_id	sp_gq_id	age	sex
943199192	450025084	14	M
943199190	450025084	15	M
943199191	450025084	17	M
939686933	450032294	103	F
939686934	450032294	76	F
939686935	450032294	90	F
939686936	450032294	66	F
939686937	450032294	86	F
939686938	450032294	78	F
939686939	450032294	89	F
939686940	450032294	96	F
939686941	450032294	83	F
939686942	450032294	83	F
939686943	450032294	88	F
939686944	450032294	86	F
939686945	450032294	88	F
939686946	450032294	75	F
939686947	450032294	103	F
939686948	450032294	94	F
939686949	450032294	88	F
939686950	450032294	86	F
939686951	450032294	87	F
939686952	450032294	83	F
939686953	450032294	96	F
940542508	450032294	66	M
940542509	450032294	82	M
940542504	450032294	85	M
940542510	450032294	79	M
940542511	450032294	75	M
940542512	450032294	89	M
940542513	450032294	67	M
940542514	450032294	82	M
940542505	450032294	84	M
939373207	450032294	57	F
939373208	450032294	61	F
939373209	450032294	61	F
939373210	450032294	64	F
940542506	450032294	95	M
940542507	450032294	89	M
940327970	450032294	61	M
940327971	450032294	43	M
940327972	450032294	34	M
940327973	450032294	62	M
940327974	450032294	30	M
940327975	450032294	49	M
940327976	450032294	57	M
940327977	450032294	53	M
940327978	450032294	40	M
940327979	450032294	39	M
940327980	450032294	56	M
940327981	450032294	60	M
940327982	450032294	55	M
940327983	450032294	44	M
940327984	450032294	63	M
939686929	450032294	90	F
939686930	450032294	85	F
939686931	450032294	77	F
939686932	450032294	87	F
943199301	450007486	53	M
943199285	450007486	38	M
943199286	450007486	41	M
943199287	450007486	26	M
943199288	450007486	48	M
943199289	450007486	51	M
943199290	450007486	38	M
943199291	450007486	46	M
943199292	450007486	38	M
943199293	450007486	23	M
943199294	450007486	36	M
943199295	450007486	21	M
943199296	450007486	25	M
943199297	450007486	37	M
943199298	450007486	46	M
943199299	450007486	34	M
943199300	450007486	49	M
943199269	450007486	39	M
943199270	450007486	27	M
943199271	450007486	57	M
943199272	450007486	39	M
943199273	450007486	49	M
943199274	450007486	36	M
943199275	450007486	53	M
943199276	450007486	35	M
943199277	450007486	27	M
943199278	450007486	64	M
943199279	450007486	24	M
943199280	450007486	32	M
943199281	450007486	64	M
943199282	450007486	53	M
943199283	450007486	20	M
943199284	450007486	45	M
943199303	450025085	16	F
943199304	450025085	15	F
943199305	450025085	17	F
943199302	450025085	15	F
943199307	450025086	45	F
943199308	450025086	43	F
943199309	450025086	38	F
943199310	450025086	21	F
943199311	450025086	28	F
943199312	450025086	56	F
943199313	450025086	36	F
943199314	450025086	47	F
943199315	450025086	41	F
943199316	450025086	34	F
943199317	450025086	31	F
943199306	450025086	30	F
940653643	450039533	70	M
940653644	450039533	69	M
940653645	450039533	82	M
940653646	450039533	79	M
940653647	450039533	79	M
940653648	450039533	97	M
940653649	450039533	84	M
940653650	450039533	77	M
940653651	450039533	89	M
939967956	450039533	92	F
939967957	450039533	79	F
939967958	450039533	83	F
939967959	450039533	90	F
940653642	450039533	88	M
940653641	450039533	87	M
940653640	450039533	70	M
940653639	450039533	88	M
940653638	450039533	67	M
939967977	450039533	80	F
939967978	450039533	86	F
939967979	450039533	97	F
939967980	450039533	79	F
939967981	450039533	86	F
939967982	450039533	88	F
939967984	450039533	87	F
939967983	450039533	78	F
939967985	450039533	88	F
939967986	450039533	70	F
939967987	450039533	82	F
939967988	450039533	94	F
939967989	450039533	90	F
939967960	450039533	85	F
939967961	450039533	98	F
939967990	450039533	85	F
939967991	450039533	78	F
939967962	450039533	103	F
939967963	450039533	100	F
939967964	450039533	82	F
939967965	450039533	92	F
939967966	450039533	78	F
939967967	450039533	86	F
939967968	450039533	83	F
939967969	450039533	79	F
939967970	450039533	85	F
939967971	450039533	70	F
939967972	450039533	86	F
939967973	450039533	95	F
939967974	450039533	85	F
939967975	450039533	78	F
939967976	450039533	80	F
939967992	450039533	85	F
939967993	450039533	92	F
939967943	450039533	90	F
939967944	450039533	76	F
939967994	450039533	77	F
939967995	450039533	79	F
939967996	450039533	99	F
939967997	450039533	103	F
939967945	450039533	92	F
939967946	450039533	83	F
939967947	450039533	68	F
940369242	450039533	62	M
940369243	450039533	58	M
940369244	450039533	52	M
940369245	450039533	56	M
940369246	450039533	61	M
939967948	450039533	87	F
939967949	450039533	88	F
939967950	450039533	95	F
939967951	450039533	88	F
939967952	450039533	68	F
939967953	450039533	90	F
939967954	450039533	77	F
939967955	450039533	89	F
