sp_id	sp_gq_id	age	sex
939687155	450032299	88	F
939687154	450032299	89	F
939687153	450032299	65	F
939687152	450032299	88	F
939687151	450032299	83	F
939687150	450032299	80	F
939687149	450032299	81	F
939687148	450032299	90	F
939687147	450032299	71	F
939687146	450032299	78	F
939687145	450032299	72	F
939687162	450032299	95	F
939687143	450032299	76	F
939687164	450032299	81	F
939687163	450032299	90	F
940542597	450032299	90	M
940542596	450032299	82	M
940542595	450032299	82	M
940542593	450032299	80	M
940542594	450032299	81	M
939373239	450032299	44	F
939373238	450032299	64	F
939687165	450032299	70	F
939687144	450032299	89	F
939687161	450032299	89	F
939687160	450032299	96	F
939687159	450032299	87	F
939687158	450032299	90	F
939687157	450032299	81	F
939687156	450032299	69	F
943199194	450007489	32	M
943199193	450007489	24	M
943199195	450007489	39	M
943199196	450007489	50	M
