sp_id	sp_gq_id	age	sex
943201187	450006442	48	M
943201501	450006442	77	M
943201500	450006442	74	M
943201499	450006442	70	M
943201498	450006442	79	M
943201497	450006442	79	M
943201496	450006442	88	M
943201495	450006442	68	M
943201494	450006442	76	M
943201493	450006442	73	M
943201492	450006442	67	M
943201491	450006442	30	M
943201490	450006442	48	M
943201489	450006442	21	M
943201488	450006442	29	M
943201487	450006442	39	M
943201486	450006442	50	M
943201485	450006442	43	M
943201484	450006442	51	M
943201483	450006442	42	M
943201482	450006442	44	M
943201481	450006442	28	M
943201480	450006442	27	M
943201479	450006442	26	M
943201478	450006442	34	M
943201477	450006442	29	M
943201476	450006442	59	M
943201475	450006442	29	M
943201474	450006442	33	M
943201473	450006442	39	M
943201472	450006442	23	M
943201471	450006442	36	M
943201470	450006442	38	M
943201469	450006442	52	M
943201468	450006442	52	M
943201467	450006442	25	M
943201466	450006442	30	M
943201465	450006442	25	M
943201464	450006442	36	M
943201463	450006442	42	M
943201462	450006442	34	M
943201461	450006442	43	M
943201460	450006442	32	M
943201459	450006442	60	M
943201458	450006442	51	M
943201457	450006442	25	M
943201456	450006442	23	M
943201455	450006442	38	M
943201454	450006442	27	M
943201453	450006442	50	M
943201452	450006442	42	M
943201451	450006442	36	M
943201450	450006442	49	M
943201449	450006442	32	M
943201448	450006442	20	M
943201447	450006442	44	M
943201446	450006442	42	M
943201445	450006442	47	M
943201444	450006442	34	M
943201443	450006442	29	M
943201442	450006442	46	M
943201441	450006442	37	M
943201440	450006442	31	M
943201439	450006442	23	M
943201438	450006442	34	M
943201437	450006442	34	M
943201436	450006442	28	M
943201435	450006442	38	M
943201434	450006442	40	M
943201433	450006442	42	M
943201432	450006442	42	M
943201431	450006442	44	M
943201430	450006442	26	M
943201429	450006442	25	M
943201428	450006442	31	M
943201427	450006442	41	M
943201426	450006442	34	M
943201425	450006442	22	M
943201424	450006442	33	M
943201423	450006442	27	M
943201422	450006442	39	M
943201421	450006442	57	M
943201420	450006442	48	M
943201419	450006442	38	M
943201418	450006442	28	M
943201417	450006442	52	M
