sp_id	sp_gq_id	age	sex
943200692	450007501	32	M
943200737	450007501	31	M
943200738	450007501	33	M
943200739	450007501	26	M
943200740	450007501	54	M
943200741	450007501	34	M
943200742	450007501	30	M
943200743	450007501	45	M
943200744	450007501	25	M
943200745	450007501	20	M
943200746	450007501	51	M
943200747	450007501	45	M
943200748	450007501	46	M
943200749	450007501	34	M
943200750	450007501	22	M
943200751	450007501	63	M
943200696	450007501	33	M
943200697	450007501	23	M
943200723	450007501	43	M
943200722	450007501	34	M
943200752	450007501	23	M
943200753	450007501	46	M
943200754	450007501	53	M
943200755	450007501	61	M
943200756	450007501	48	M
943200757	450007501	27	M
943200758	450007501	48	M
943200759	450007501	49	M
943200760	450007501	30	M
943200761	450007501	34	M
943200762	450007501	57	M
943200763	450007501	21	M
943200764	450007501	38	M
943200765	450007501	39	M
943200766	450007501	30	M
943200767	450007501	30	M
943200768	450007501	23	M
943200769	450007501	37	M
943200699	450007501	35	M
943200700	450007501	21	M
943200701	450007501	48	M
943200702	450007501	33	M
943200703	450007501	46	M
943200704	450007501	43	M
943200705	450007501	22	M
943200706	450007501	37	M
943200707	450007501	32	M
943200708	450007501	20	M
943200709	450007501	35	M
943200710	450007501	38	M
943200711	450007501	25	M
943200712	450007501	46	M
943200713	450007501	30	M
943200714	450007501	26	M
943200715	450007501	36	M
943200716	450007501	43	M
943200717	450007501	61	M
943200718	450007501	22	M
943200719	450007501	20	M
943200720	450007501	46	M
943200721	450007501	30	M
943200694	450007501	53	M
943200693	450007501	31	M
943200691	450007501	20	M
943200690	450007501	28	M
943200689	450007501	28	M
943200688	450007501	27	M
943200687	450007501	15	M
943200686	450007501	17	M
943200685	450007501	17	M
943200684	450007501	16	M
943200683	450007501	17	M
943200682	450007501	16	M
943200681	450007501	16	M
943200770	450007501	43	M
943200698	450007501	18	M
943200695	450007501	32	M
943200724	450007501	27	M
943200725	450007501	23	M
943200726	450007501	49	M
943200727	450007501	20	M
943200728	450007501	41	M
943200729	450007501	40	M
943200730	450007501	30	M
943200731	450007501	44	M
943200732	450007501	22	M
943200733	450007501	26	M
943200734	450007501	32	M
943200735	450007501	40	M
943200736	450007501	59	M
943200771	450007501	56	M
943200772	450007501	34	M
943200773	450007501	23	M
943200774	450007501	20	M
943200775	450007501	23	M
943200776	450007501	59	M
943200777	450007501	44	M
943200778	450007501	18	M
943200779	450007501	30	M
943200780	450007501	43	M
943200802	450025138	39	F
943200795	450025138	35	F
943200805	450025138	53	F
943200804	450025138	24	F
943200803	450025138	29	F
943200782	450025138	44	F
943200786	450025138	44	F
943200781	450025138	39	F
943200785	450025138	40	F
943200784	450025138	29	F
943200797	450025138	47	F
943200794	450025138	41	F
943200793	450025138	37	F
943200792	450025138	28	F
943200791	450025138	28	F
943200783	450025138	45	F
943200787	450025138	22	F
943200788	450025138	58	F
943200789	450025138	34	F
943200790	450025138	32	F
943200812	450025138	22	F
943200798	450025138	29	F
943200799	450025138	37	F
943200800	450025138	42	F
943200801	450025138	42	F
943200796	450025138	35	F
943200811	450025138	25	F
943200810	450025138	27	F
943200809	450025138	33	F
943200808	450025138	24	F
943200807	450025138	47	F
943200806	450025138	23	F
943200814	450025139	16	M
943200813	450025139	16	M
943200815	450025139	17	M
940145719	450045128	86	F
940145708	450045128	89	F
940145718	450045128	87	F
940145709	450045128	89	F
940145694	450045128	77	F
940145695	450045128	65	F
940726139	450045128	83	M
940726140	450045128	75	M
940726141	450045128	82	M
940726142	450045128	87	M
940726145	450045128	100	M
940726146	450045128	87	M
940726147	450045128	73	M
940397533	450045128	56	M
940145696	450045128	94	F
940145697	450045128	89	F
940145698	450045128	89	F
940726134	450045128	71	M
940726135	450045128	77	M
940726136	450045128	75	M
940726137	450045128	92	M
940726138	450045128	96	M
940145710	450045128	86	F
940145711	450045128	96	F
940145712	450045128	85	F
940145713	450045128	76	F
940145714	450045128	87	F
940145715	450045128	100	F
940145716	450045128	91	F
940145717	450045128	89	F
940145699	450045128	81	F
940145700	450045128	79	F
940145701	450045128	91	F
940145702	450045128	91	F
940145703	450045128	79	F
940145704	450045128	84	F
940145724	450045128	90	F
940145723	450045128	66	F
940145722	450045128	85	F
940145721	450045128	90	F
940145705	450045128	78	F
940145706	450045128	93	F
940145707	450045128	97	F
940145720	450045128	97	F
940145689	450045128	70	F
940145688	450045128	82	F
940145693	450045128	90	F
940145687	450045128	83	F
940145686	450045128	79	F
940145685	450045128	80	F
940145684	450045128	89	F
940726143	450045128	72	M
940726144	450045128	75	M
940145692	450045128	90	F
940145691	450045128	87	F
940145690	450045128	87	F
943200816	450025140	17	M
943200817	450025140	17	M
943200818	450025140	16	M
943200819	450025140	15	M
943200820	450025140	17	M
943200821	450025141	16	F
943200822	450025141	15	F
943200823	450025141	16	F
943200824	450025141	17	F
938944034	450003742	19	F
938944071	450003742	19	F
938944072	450003742	19	F
938944073	450003742	19	F
938944074	450003742	21	F
938944075	450003742	20	F
938944076	450003742	19	F
938944077	450003742	21	F
938944078	450003742	20	F
938944079	450003742	19	F
938944080	450003742	19	F
938944081	450003742	23	F
938944082	450003742	23	F
938944083	450003742	22	F
938944084	450003742	20	F
938944085	450003742	22	F
938944086	450003742	21	F
938944087	450003742	18	F
938944088	450003742	18	F
938944089	450003742	23	F
938944090	450003742	22	F
938944091	450003742	19	F
938944092	450003742	19	F
938944093	450003742	24	F
938944094	450003742	19	F
938944095	450003742	20	F
938944096	450003742	24	F
938944097	450003742	24	F
938944098	450003742	21	F
938944099	450003742	18	F
938944100	450003742	21	F
938944101	450003742	22	F
938944102	450003742	21	F
938944103	450003742	20	F
938944104	450003742	23	F
938944105	450003742	18	F
938944106	450003742	19	F
938944107	450003742	21	F
938944108	450003742	21	F
938944109	450003742	19	F
938944110	450003742	22	F
938944111	450003742	18	F
938944112	450003742	21	F
938944113	450003742	19	F
938944114	450003742	19	F
938944115	450003742	18	F
938944116	450003742	18	F
938944117	450003742	24	F
938944118	450003742	19	F
938944119	450003742	19	F
938944120	450003742	18	F
938944121	450003742	19	F
938944122	450003742	20	F
938944123	450003742	18	F
938944124	450003742	20	F
938944125	450003742	18	F
938944126	450003742	19	F
938944127	450003742	21	F
938944128	450003742	18	F
938944129	450003742	19	F
938944130	450003742	18	F
938944131	450003742	19	F
938944132	450003742	19	F
938944133	450003742	19	F
938944134	450003742	18	F
938944135	450003742	19	F
938944136	450003742	19	F
938944137	450003742	22	F
938944138	450003742	22	F
938944139	450003742	19	F
938944140	450003742	21	F
938944141	450003742	20	F
938944142	450003742	20	F
938944143	450003742	24	F
938944144	450003742	19	F
938944145	450003742	20	F
938944146	450003742	19	F
938944147	450003742	19	F
938944148	450003742	19	F
938944149	450003742	21	F
938944150	450003742	22	F
938944151	450003742	18	F
938944152	450003742	18	F
938944070	450003742	21	F
938944069	450003742	20	F
938944068	450003742	21	F
938944067	450003742	24	F
938944066	450003742	19	F
938944065	450003742	18	F
938944064	450003742	28	F
938944063	450003742	18	F
938944062	450003742	18	F
938944061	450003742	20	F
938944060	450003742	22	F
938944059	450003742	22	F
938944058	450003742	19	F
938944057	450003742	24	F
938944056	450003742	22	F
938944055	450003742	19	F
938944054	450003742	21	F
938944053	450003742	18	F
938944052	450003742	22	F
938944051	450003742	23	F
938944050	450003742	19	F
938944049	450003742	18	F
938944048	450003742	18	F
938944047	450003742	19	F
938944046	450003742	20	F
938944045	450003742	19	F
938944044	450003742	19	F
938944043	450003742	23	F
938944042	450003742	19	F
938944041	450003742	21	F
938944040	450003742	33	F
938944039	450003742	19	F
938944038	450003742	19	F
938944037	450003742	23	F
938944036	450003742	20	F
938944035	450003742	23	F
938944033	450003742	19	F
938944032	450003742	21	F
938944031	450003742	19	F
938944030	450003742	19	F
938944029	450003742	18	F
938944028	450003742	22	F
938944027	450003742	23	F
938944026	450003742	18	F
938944025	450003742	19	F
938944024	450003742	19	F
938944023	450003742	22	F
938944022	450003742	18	F
938944021	450003742	19	F
938944020	450003742	20	F
938944019	450003742	27	F
938944018	450003742	22	F
938944017	450003742	23	F
938944016	450003742	18	F
938944015	450003742	21	F
938944014	450003742	22	F
938944013	450003742	20	F
938944012	450003742	18	F
938944011	450003742	19	F
938944010	450003742	19	F
938944009	450003742	19	F
938944008	450003742	19	F
938944007	450003742	19	F
938944006	450003742	21	F
938944005	450003742	25	F
938944004	450003742	21	F
938944003	450003742	19	F
938944002	450003742	24	F
938944001	450003742	19	F
938944000	450003742	18	F
938943999	450003742	18	F
938943998	450003742	19	F
938943997	450003742	19	F
938943996	450003742	19	F
938943995	450003742	20	F
938943994	450003742	19	F
938943993	450003742	19	F
938943992	450003742	19	F
938943991	450003742	18	F
938943990	450003742	19	F
938943989	450003742	18	F
938943988	450003742	18	F
938943987	450003742	19	F
938943986	450003742	20	F
938943985	450003742	19	F
938943984	450003742	18	F
938943983	450003742	24	F
938943982	450003742	22	F
938943981	450003742	16	F
938943980	450003742	17	F
938943979	450003742	18	M
938943978	450003742	18	M
938943977	450003742	22	M
938943976	450003742	22	M
938943975	450003742	18	M
938943974	450003742	28	M
938943973	450003742	21	M
938943972	450003742	19	M
938943971	450003742	18	M
938943970	450003742	32	M
938943969	450003742	20	M
938943968	450003742	20	M
938943967	450003742	24	M
938943966	450003742	19	M
938943965	450003742	20	M
938943964	450003742	21	M
938943963	450003742	19	M
938943962	450003742	19	M
938943961	450003742	19	M
938943960	450003742	22	M
938943959	450003742	20	M
938943958	450003742	21	M
938943957	450003742	19	M
938943956	450003742	19	M
938943955	450003742	19	M
938943954	450003742	20	M
938943953	450003742	19	M
938943952	450003742	21	M
938943951	450003742	19	M
938943950	450003742	19	M
938943949	450003742	18	M
938943948	450003742	20	M
938943947	450003742	19	M
938943946	450003742	19	M
938943945	450003742	19	M
938943944	450003742	19	M
938943943	450003742	19	M
938943942	450003742	19	M
938943941	450003742	21	M
938943940	450003742	24	M
938943939	450003742	23	M
938943938	450003742	19	M
938943937	450003742	19	M
938943936	450003742	19	M
938943935	450003742	19	M
938943934	450003742	19	M
938943933	450003742	20	M
938943932	450003742	24	M
938943931	450003742	23	M
938943930	450003742	20	M
938943929	450003742	19	M
938943928	450003742	22	M
938943927	450003742	27	M
938943926	450003742	19	M
938943925	450003742	22	M
938943924	450003742	24	M
938943923	450003742	22	M
938943922	450003742	19	M
938943921	450003742	24	M
938943920	450003742	18	M
938943919	450003742	18	M
938943918	450003742	18	M
938943917	450003742	23	M
938943916	450003742	19	M
938943915	450003742	19	M
938943914	450003742	18	M
938943913	450003742	18	M
938943912	450003742	22	M
938943911	450003742	21	M
938943910	450003742	19	M
938943909	450003742	24	M
938943908	450003742	18	M
938943907	450003742	19	M
938943906	450003742	23	M
938943905	450003742	24	M
938943904	450003742	24	M
938943903	450003742	19	M
938943902	450003742	19	M
938943901	450003742	19	M
938943900	450003742	21	M
938943899	450003742	42	M
938943898	450003742	19	M
938943897	450003742	18	M
938943896	450003742	19	M
938943895	450003742	18	M
938943894	450003742	19	M
938943893	450003742	22	M
938943892	450003742	18	M
938943891	450003742	20	M
938943890	450003742	19	M
938943889	450003742	20	M
938943888	450003742	21	M
938943887	450003742	18	M
938943886	450003742	21	M
938943885	450003742	19	M
938943884	450003742	20	M
938943883	450003742	19	M
938943882	450003742	22	M
938943881	450003742	19	M
938943880	450003742	19	M
938943879	450003742	19	M
938943878	450003742	22	M
938943877	450003742	21	M
938943876	450003742	20	M
938943875	450003742	19	M
938943874	450003742	23	M
938943873	450003742	18	M
938943872	450003742	20	M
938943871	450003742	18	M
938943870	450003742	19	M
938943869	450003742	18	M
938943868	450003742	19	M
938943867	450003742	19	M
938943866	450003742	26	M
938943865	450003742	20	M
938943864	450003742	19	M
938943863	450003742	19	M
938943862	450003742	21	M
938943861	450003742	22	M
