sp_id	sp_gq_id	age	sex
943200085	450025114	16	M
943200078	450025114	16	M
943200079	450025114	17	M
943200080	450025114	17	M
943200081	450025114	16	M
943200082	450025114	17	M
943200083	450025114	14	M
943200084	450025114	13	M
943200086	450025114	14	M
943200087	450025114	15	M
943200088	450025114	15	M
943200089	450025114	16	M
943200096	450025115	17	F
943200097	450025115	15	F
943200098	450025115	17	F
943200095	450025115	17	F
943200094	450025115	16	F
943200093	450025115	17	F
943200092	450025115	16	F
943200091	450025115	16	F
943200090	450025115	14	F
938943207	450003739	23	F
938943007	450003739	18	M
938943008	450003739	20	M
938943009	450003739	23	M
938943010	450003739	19	M
938943011	450003739	20	M
938943012	450003739	20	M
938943013	450003739	21	M
938943014	450003739	19	M
938943015	450003739	21	M
938943016	450003739	20	M
938943017	450003739	19	M
938943018	450003739	19	M
938943019	450003739	18	M
938943020	450003739	19	M
938943021	450003739	23	M
938943022	450003739	22	M
938943023	450003739	18	M
938943024	450003739	21	M
938943025	450003739	19	M
938943026	450003739	23	M
938943027	450003739	19	M
938943028	450003739	21	M
938943029	450003739	19	M
938943030	450003739	23	M
938943031	450003739	18	M
938943032	450003739	20	M
938943033	450003739	19	M
938943034	450003739	23	M
938943035	450003739	19	M
938943036	450003739	19	M
938943037	450003739	21	M
938943038	450003739	23	M
938943039	450003739	20	M
938943040	450003739	19	M
938943041	450003739	19	M
938943042	450003739	18	M
938943043	450003739	18	M
938943044	450003739	19	M
938943045	450003739	21	M
938943046	450003739	18	M
938943047	450003739	21	M
938943048	450003739	18	M
938943049	450003739	19	M
938943050	450003739	19	M
938943051	450003739	19	M
938943052	450003739	19	M
938943053	450003739	21	M
938943054	450003739	20	M
938943055	450003739	20	M
938943056	450003739	20	M
938943057	450003739	19	M
938943058	450003739	19	M
938943059	450003739	20	M
938943060	450003739	20	M
938943061	450003739	20	M
938943062	450003739	18	M
938943063	450003739	23	M
938943064	450003739	20	M
938943065	450003739	29	M
938943066	450003739	18	M
938943067	450003739	24	M
938943068	450003739	19	M
938943069	450003739	20	M
938943070	450003739	21	M
938943071	450003739	19	M
938943072	450003739	24	M
938943073	450003739	18	M
938943074	450003739	20	M
938943075	450003739	21	M
938943076	450003739	21	M
938943077	450003739	19	M
938943078	450003739	19	M
938943079	450003739	19	M
938943080	450003739	19	M
938943081	450003739	28	M
938943082	450003739	19	M
938943083	450003739	22	M
938943084	450003739	22	M
938943085	450003739	23	M
938943086	450003739	23	M
938943087	450003739	20	M
938943088	450003739	19	M
938943089	450003739	19	M
938943090	450003739	18	M
938943091	450003739	19	M
938943092	450003739	18	M
938943093	450003739	19	M
938943094	450003739	18	M
938943095	450003739	20	M
938943096	450003739	21	M
938943097	450003739	22	F
938943098	450003739	18	F
938943099	450003739	23	F
938943100	450003739	19	F
938943101	450003739	20	F
938943102	450003739	21	F
938943103	450003739	18	F
938943104	450003739	18	F
938943105	450003739	24	F
938943106	450003739	18	F
938943107	450003739	30	F
938943108	450003739	19	F
938943109	450003739	24	F
938943110	450003739	18	F
938943111	450003739	20	F
938943112	450003739	61	F
938943113	450003739	19	F
938943114	450003739	19	F
938943115	450003739	19	F
938943116	450003739	18	F
938943117	450003739	19	F
938943118	450003739	21	F
938943119	450003739	19	F
938943120	450003739	18	F
938943121	450003739	19	F
938943122	450003739	19	F
938943123	450003739	19	F
938943124	450003739	19	F
938943125	450003739	20	F
938943126	450003739	19	F
938943127	450003739	19	F
938943128	450003739	19	F
938943129	450003739	19	F
938943130	450003739	18	F
938943131	450003739	21	F
938943132	450003739	18	F
938943133	450003739	19	F
938943134	450003739	19	F
938943135	450003739	18	F
938943136	450003739	18	F
938943137	450003739	19	F
938943138	450003739	24	F
938943139	450003739	19	F
938943140	450003739	19	F
938943141	450003739	19	F
938943142	450003739	23	F
938943143	450003739	23	F
938943144	450003739	21	F
938943145	450003739	19	F
938943146	450003739	21	F
938943147	450003739	21	F
938943148	450003739	19	F
938943149	450003739	24	F
938943150	450003739	21	F
938943151	450003739	19	F
938943152	450003739	23	F
938943153	450003739	19	F
938943154	450003739	19	F
938943155	450003739	19	F
938943156	450003739	19	F
938943157	450003739	18	F
938943158	450003739	19	F
938943159	450003739	24	F
938943160	450003739	19	F
938943161	450003739	19	F
938943162	450003739	19	F
938943163	450003739	28	F
938943164	450003739	19	F
938943165	450003739	19	F
938943166	450003739	21	F
938943167	450003739	19	F
938943168	450003739	22	F
938943169	450003739	23	F
938943170	450003739	18	F
938943171	450003739	19	F
938943172	450003739	22	F
938943173	450003739	25	F
938943174	450003739	18	F
938943175	450003739	19	F
938943176	450003739	18	F
938943177	450003739	22	F
938943178	450003739	18	F
938943179	450003739	19	F
938943180	450003739	19	F
938943181	450003739	23	F
938943182	450003739	22	F
938943183	450003739	19	F
938943184	450003739	24	F
938943185	450003739	22	F
938943186	450003739	19	F
938943187	450003739	19	F
938943188	450003739	22	F
938943189	450003739	19	F
938943190	450003739	22	F
938943191	450003739	19	F
938943192	450003739	19	F
938943193	450003739	19	F
938943194	450003739	21	F
938943195	450003739	18	F
938943196	450003739	21	F
938943197	450003739	21	F
938943198	450003739	24	F
938943199	450003739	19	F
938943200	450003739	19	F
938943201	450003739	18	F
938943202	450003739	33	F
938943203	450003739	21	F
938943204	450003739	19	F
938943205	450003739	18	F
938943206	450003739	22	F
938943208	450003739	20	F
938943209	450003739	22	F
938943210	450003739	34	F
938943211	450003739	21	F
938943212	450003739	20	F
938943213	450003739	22	F
938943214	450003739	24	F
938943215	450003739	19	F
938943216	450003739	18	F
938943217	450003739	21	F
938943218	450003739	20	F
938943219	450003739	24	F
938943220	450003739	23	F
938943221	450003739	18	F
938943222	450003739	19	F
938943223	450003739	20	F
938943224	450003739	19	F
938943225	450003739	19	F
938943226	450003739	18	F
938943227	450003739	21	F
938943228	450003739	18	F
938943229	450003739	23	F
940542406	450032304	100	M
939686748	450032304	78	F
939686749	450032304	82	F
939686750	450032304	89	F
939686751	450032304	88	F
939686752	450032304	84	F
939686753	450032304	105	F
939686754	450032304	82	F
939686755	450032304	93	F
939686756	450032304	87	F
939686757	450032304	85	F
939686758	450032304	88	F
939686759	450032304	87	F
939686760	450032304	100	F
939686761	450032304	100	F
939686762	450032304	82	F
939686763	450032304	86	F
939686764	450032304	77	F
939686765	450032304	89	F
939686766	450032304	88	F
939686767	450032304	77	F
939686768	450032304	81	F
939686769	450032304	85	F
939686770	450032304	98	F
939686747	450032304	99	F
939373201	450032304	48	F
939373200	450032304	38	F
939373199	450032304	46	F
939373198	450032304	63	F
939373197	450032304	51	F
939373196	450032304	63	F
939373195	450032304	56	F
940327966	450032304	50	M
940327965	450032304	59	M
939686716	450032304	92	F
939686717	450032304	85	F
939686718	450032304	93	F
939686719	450032304	81	F
939686720	450032304	84	F
939686721	450032304	71	F
939686722	450032304	76	F
939686723	450032304	75	F
939686724	450032304	99	F
939686725	450032304	84	F
939686726	450032304	100	F
939686727	450032304	90	F
939686728	450032304	86	F
939686729	450032304	85	F
939686730	450032304	81	F
939686731	450032304	75	F
939686732	450032304	89	F
939686733	450032304	85	F
939686734	450032304	79	F
939686735	450032304	67	F
939686736	450032304	89	F
939686737	450032304	80	F
939686738	450032304	90	F
939686739	450032304	86	F
939686740	450032304	98	F
939686741	450032304	77	F
939686742	450032304	86	F
939686743	450032304	70	F
939686744	450032304	81	F
939686745	450032304	77	F
939686746	450032304	102	F
940542437	450032304	69	M
940542436	450032304	72	M
940542435	450032304	74	M
940542434	450032304	88	M
940542433	450032304	92	M
940542432	450032304	99	M
940542431	450032304	73	M
940542430	450032304	76	M
940542429	450032304	80	M
940542428	450032304	73	M
940542427	450032304	72	M
940542426	450032304	86	M
940542425	450032304	105	M
940542424	450032304	70	M
940542423	450032304	69	M
940542422	450032304	80	M
940542421	450032304	77	M
940542420	450032304	67	M
940542419	450032304	89	M
940542418	450032304	89	M
940542417	450032304	81	M
940542416	450032304	69	M
940542415	450032304	66	M
940542414	450032304	70	M
940542413	450032304	86	M
940542412	450032304	85	M
940542411	450032304	80	M
940542410	450032304	86	M
940542409	450032304	79	M
940542408	450032304	70	M
940542407	450032304	82	M
940145683	450045124	68	F
940397531	450045124	64	M
940397532	450045124	53	M
939311919	450045124	59	F
939311920	450045124	38	F
940726130	450045124	84	M
940726131	450045124	69	M
940726132	450045124	78	M
940726133	450045124	84	M
940145682	450045124	77	F
940145681	450045124	80	F
940145680	450045124	88	F
940145679	450045124	84	F
940145678	450045124	74	F
943199859	450006444	49	M
943199857	450006444	47	M
943199856	450006444	37	M
943199855	450006444	38	M
943199854	450006444	26	M
943199853	450006444	46	M
943199852	450006444	25	M
943199851	450006444	50	M
943199850	450006444	39	M
943199849	450006444	35	M
943199872	450006444	38	M
943199873	450006444	56	M
943199874	450006444	43	M
943199875	450006444	29	M
943199876	450006444	28	M
943199877	450006444	28	M
943199878	450006444	34	M
943199879	450006444	32	M
943199880	450006444	40	M
943199881	450006444	22	M
943199882	450006444	34	M
943199883	450006444	30	M
943199884	450006444	30	M
943199885	450006444	42	M
943199886	450006444	43	M
943199887	450006444	30	M
943199888	450006444	59	M
943199889	450006444	32	M
943199890	450006444	29	M
943199891	450006444	25	M
943199892	450006444	24	M
943199893	450006444	50	M
943199894	450006444	29	M
943199895	450006444	41	M
943199896	450006444	42	M
943199897	450006444	49	M
943199898	450006444	42	M
943199899	450006444	35	M
943199900	450006444	33	M
943199901	450006444	34	M
943199902	450006444	39	M
943199903	450006444	49	M
943199848	450006444	48	M
943199847	450006444	31	M
943199846	450006444	21	M
943199845	450006444	29	M
943199844	450006444	46	M
943199843	450006444	28	M
943199842	450006444	41	M
943199841	450006444	41	M
943199840	450006444	45	M
943199839	450006444	34	M
943199838	450006444	27	M
943199904	450006444	49	M
943199905	450006444	29	M
943199906	450006444	23	M
943199907	450006444	36	M
943199908	450006444	46	M
943199909	450006444	30	M
943199910	450006444	28	M
943199911	450006444	28	M
943199912	450006444	31	M
943199913	450006444	22	M
943199914	450006444	29	M
943199915	450006444	22	M
943199916	450006444	30	M
943199917	450006444	49	M
943199918	450006444	25	M
943199919	450006444	48	M
943199920	450006444	38	M
943199921	450006444	29	M
943199922	450006444	34	M
943199923	450006444	21	M
943199924	450006444	48	M
943199925	450006444	20	M
943199926	450006444	34	M
943199927	450006444	43	M
943199928	450006444	30	M
943199929	450006444	61	M
943199930	450006444	33	M
943199931	450006444	20	M
943199932	450006444	39	M
943199933	450006444	22	M
943199934	450006444	41	M
943199945	450006444	51	M
943199946	450006444	36	M
943199947	450006444	43	M
943199948	450006444	20	M
943199949	450006444	36	M
943199950	450006444	36	M
943199951	450006444	49	M
943199952	450006444	27	M
943199953	450006444	43	M
943199837	450006444	44	M
943199836	450006444	58	M
943199835	450006444	41	M
943199834	450006444	54	M
943199833	450006444	25	M
943199832	450006444	23	M
943199831	450006444	27	M
943199830	450006444	20	M
943199829	450006444	34	M
943199828	450006444	43	M
943199827	450006444	56	M
943199826	450006444	47	M
943199825	450006444	42	M
943199824	450006444	26	M
943199823	450006444	40	M
943199822	450006444	31	M
943199821	450006444	26	M
943199820	450006444	32	M
943199819	450006444	35	M
943199818	450006444	59	M
943199817	450006444	34	M
943199816	450006444	49	M
943199815	450006444	37	M
943199814	450006444	51	M
943199813	450006444	20	M
943199812	450006444	38	M
943199811	450006444	32	M
943199810	450006444	45	M
943199809	450006444	40	M
943199954	450006444	42	M
943199955	450006444	25	M
943199935	450006444	45	M
943199936	450006444	30	M
943199956	450006444	44	M
943199957	450006444	42	M
943199958	450006444	44	M
943199959	450006444	30	M
943199960	450006444	21	M
943199961	450006444	38	M
943199962	450006444	22	M
943199963	450006444	24	M
943199964	450006444	24	M
943199965	450006444	33	M
943199966	450006444	47	M
943199967	450006444	27	M
943199968	450006444	29	M
943199969	450006444	44	M
943199970	450006444	23	M
943199971	450006444	45	M
943199972	450006444	41	M
943199973	450006444	22	M
943199974	450006444	51	M
943199975	450006444	37	M
943199976	450006444	33	M
943199977	450006444	23	M
943199978	450006444	35	M
943200038	450006444	87	M
943200012	450006444	35	M
943200013	450006444	39	M
943200014	450006444	40	M
943200015	450006444	30	M
943200016	450006444	32	M
943200017	450006444	33	M
943200018	450006444	53	M
943200019	450006444	62	M
943200020	450006444	20	M
943200021	450006444	45	M
943200022	450006444	20	M
943200023	450006444	34	M
943200024	450006444	62	M
943200025	450006444	36	M
943200026	450006444	21	M
943200027	450006444	20	M
943200028	450006444	50	M
943200029	450006444	39	M
943200030	450006444	45	M
943200031	450006444	45	M
943200032	450006444	48	M
943200033	450006444	39	M
943200034	450006444	25	M
943200035	450006444	36	M
943200036	450006444	81	M
943200037	450006444	92	M
943199871	450006444	23	M
943199870	450006444	32	M
943199869	450006444	48	M
943199868	450006444	46	M
943199867	450006444	57	M
943199866	450006444	30	M
943199865	450006444	36	M
943199864	450006444	23	M
943199863	450006444	33	M
943199862	450006444	35	M
943199861	450006444	24	M
943199860	450006444	36	M
943199858	450006444	24	M
943199937	450006444	58	M
943199938	450006444	51	M
943199939	450006444	38	M
943199940	450006444	59	M
943199941	450006444	42	M
943199942	450006444	38	M
943199943	450006444	28	M
943199979	450006444	38	M
943199980	450006444	44	M
943199981	450006444	20	M
943199982	450006444	27	M
943199983	450006444	48	M
943199984	450006444	45	M
943199985	450006444	49	M
943199986	450006444	26	M
943199987	450006444	22	M
943199988	450006444	22	M
943199989	450006444	18	M
943199990	450006444	46	M
943199991	450006444	43	M
943199992	450006444	33	M
943199993	450006444	52	M
943199994	450006444	20	M
943199995	450006444	50	M
943199996	450006444	45	M
943199997	450006444	37	M
943199998	450006444	49	M
943199999	450006444	22	M
943200000	450006444	30	M
943200001	450006444	63	M
943200002	450006444	30	M
943200003	450006444	50	M
943200004	450006444	29	M
943200005	450006444	38	M
943200006	450006444	39	M
943200007	450006444	26	M
943200008	450006444	26	M
943199944	450006444	43	M
943200009	450006444	29	M
943200010	450006444	20	M
943200011	450006444	34	M
943200039	450025116	40	F
943200077	450025116	45	F
943200076	450025116	31	F
943200075	450025116	42	F
943200074	450025116	41	F
943200040	450025116	43	F
943200041	450025116	20	F
943200073	450025116	42	F
943200072	450025116	28	F
943200051	450025116	26	F
943200071	450025116	33	F
