sp_id	latitude	longitude
517509279	43.1924237	-108.7587362
517501954	42.8518033	-106.3241402
517663053	43.5302835	-109.6279193
517510156	43.2337144	-108.1169267
517417310	41.1368534	-104.7848908
517663156	43.5578136	-110.7867491
517663074	43.5333235	-109.6389593
517504275	42.8677243	-106.4122892
517505485	42.8491742	-108.7508394
517505150	42.7041735	-108.6782097
517509610	43.0221834	-108.3962997
503601198	20.8805466	-156.4544865
517510568	43.0192934	-108.3786697
517504483	42.5409055	-108.1748288
517509661	43.1089834	-108.5546896
517506029	42.8267935	-108.7416596
517505948	42.8295835	-108.7276296
517505530	42.8247835	-108.7441896
517510557	43.0342534	-108.3866897
517662988	43.5359435	-109.6470493
517509303	43.0391362	-108.4004254
517510190	43.4026534	-108.0875177
517504448	42.9034625	-108.5836067
517509539	43.0261034	-108.4493997
517504322	42.8661333	-106.4083192
517505988	42.8672235	-108.7259996
517505324	42.8247965	-108.7323196
517505625	42.8107535	-108.8493496
517508999	43.0003365	-108.8783666
517510761	43.0350634	-108.3917297
517510392	43.0234334	-108.3735897
517510179	43.1969854	-108.2043627
517509128	43.0499044	-108.4004807
517505967	42.8752435	-108.8033896
517510658	43.0232834	-108.3828397
517510860	43.1862934	-108.2297597
517414287	41.1387234	-104.8198908
503599865	20.8844786	-156.4597765
517509868	43.0718834	-108.5329696
517509452	43.0242834	-108.3949597
517504460	42.6952695	-108.5596047
517505153	42.8530735	-108.6881396
517662655	43.5270285	-109.6153813
517662822	43.5565352	-109.7038268
517505342	42.7906225	-108.7699496
517509768	43.0291534	-108.4502997
517505269	42.8312205	-108.7264786
517510850	43.0249834	-108.3839397
517506104	42.8267135	-108.7392296
517509538	43.0242934	-108.3966297
517509187	43.0211894	-108.4571927
517510256	43.1220434	-108.3340897
517509619	43.0248034	-108.4026597
517509292	43.0391362	-108.4004254
517509197	43.1706944	-108.4011797
517505754	42.8332335	-108.8365096
517509044	43.0997804	-108.6900476
517509111	43.1436104	-108.6181776
517510258	43.0254634	-108.3855497
517509116	43.0246804	-108.4006007
517505841	42.8818835	-108.7334196
517510064	43.1200824	-108.3567487
517505763	42.8490535	-108.7853496
517509506	43.0594734	-108.4718397
517509293	43.0391362	-108.4004254
517510311	43.0255234	-108.3846397
517510535	43.0249834	-108.3856897
517509401	43.2231734	-108.7742996
517421701	41.5825837	-109.2535697
517505780	42.8265735	-108.7486496
517509153	42.9998065	-108.6565966
517506092	42.8372235	-108.7413796
517505604	42.8325835	-108.7354896
517510251	43.0308134	-108.3799097
