sp_id	sp_gq_id	age	sex
939687170	450032302	98	F
939687171	450032302	93	F
939687172	450032302	97	F
940542606	450032302	89	M
939687173	450032302	89	F
939687174	450032302	71	F
939687175	450032302	89	F
939687176	450032302	82	F
939687177	450032302	87	F
939687179	450032302	94	F
939687178	450032302	83	F
939687180	450032302	71	F
940542602	450032302	68	M
940542607	450032302	81	M
940542608	450032302	69	M
940542603	450032302	65	M
940542604	450032302	71	M
940542605	450032302	78	M
939687167	450032302	86	F
939687168	450032302	77	F
939687169	450032302	88	F
940542614	450032303	75	M
939687194	450032303	80	F
939687193	450032303	100	F
939687192	450032303	87	F
940542613	450032303	84	M
940542612	450032303	101	M
940542611	450032303	82	M
939687181	450032303	96	F
939687182	450032303	87	F
939687183	450032303	69	F
939687184	450032303	90	F
939687185	450032303	85	F
939687186	450032303	80	F
939687187	450032303	89	F
939687188	450032303	89	F
940542610	450032303	84	M
940542609	450032303	72	M
939687191	450032303	88	F
939687190	450032303	76	F
939687189	450032303	66	F
943200546	450007493	35	M
943200559	450007493	73	M
943200560	450007493	71	M
943200561	450007493	79	M
943200551	450007493	24	M
943200558	450007493	21	M
943200557	450007493	30	M
943200548	450007493	48	M
943200541	450007493	23	M
943200539	450007493	51	M
943200538	450007493	23	M
943200550	450007493	34	M
943200556	450007493	34	M
943200555	450007493	41	M
943200554	450007493	25	M
943200553	450007493	24	M
943200552	450007493	63	M
943200547	450007493	42	M
943200540	450007493	30	M
943200545	450007493	25	M
943200544	450007493	45	M
943200543	450007493	41	M
943200549	450007493	35	M
943200542	450007493	24	M
943200567	450025113	52	F
943200565	450025113	29	F
943200564	450025113	29	F
943200563	450025113	25	F
943200562	450025113	22	F
943200566	450025113	18	F
