sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56607536	560199551001	1	94000	44.3900457	-106.7133986
56607537	560199551001	1	59000	43.7113886	-106.6354257
56607538	560199551001	1	69000	44.3828548	-106.7021933
56607539	560199551001	1	88500	43.7117231	-106.6359748
56607540	560199551001	1	22000	44.3899532	-106.7118677
56607541	560199551001	1	97000	43.7111499	-106.6353955
56607542	560199551001	1	208790	43.7092188	-106.6443227
56607543	560199551001	1	36500	43.7119101	-106.6352172
56607544	560199551001	1	75000	44.1296613	-106.9509845
56607545	560199551001	1	19400	43.7116046	-106.6357670
56607546	560199551001	1	78000	44.1205325	-106.8835311
56607547	560199551001	1	116000	43.7113741	-106.6352482
56607548	560199551001	1	67500	44.1316260	-106.9416324
56607549	560199551001	1	65000	44.1308894	-106.9421284
56607550	560199551001	1	67500	43.7047579	-106.6475868
56607551	560199551001	1	178800	44.1287776	-106.9608540
56607552	560199551001	1	175000	44.1317239	-106.9420539
56607553	560199551001	1	51800	44.1333257	-106.9423519
56607554	560199551001	1	40000	44.1325555	-106.9414987
56607555	560199551001	1	56600	44.1209347	-106.8852530
56607556	560199551001	1	76000	44.1358502	-106.9395365
56607557	560199551001	1	31900	44.1273707	-106.9442849
56607558	560199551001	1	15780	44.1294181	-106.9424448
56607559	560199551001	1	118100	44.1302148	-106.9422462
56607560	560199551001	1	25100	44.1306774	-106.9406812
56607561	560199551001	1	45000	44.1255470	-106.9679290
56607562	560199551001	1	8000	44.1283912	-106.9447536
56607563	560199551001	1	61700	44.1286442	-106.9432029
56607564	560199551001	1	45000	44.3904063	-106.7055694
56607565	560199551001	1	16800	44.4049343	-106.7704906
56607566	560199551001	1	82400	44.1268282	-106.9441640
56607567	560199551001	1	11600	43.7092059	-106.6457621
56607568	560199551001	1	92200	44.1351254	-106.9402440
56607569	560199551001	1	117600	44.1353982	-106.9391245
56607570	560199551001	1	18280	44.3908498	-106.7067952
56607571	560199551001	1	18000	44.1213818	-106.8870450
56607572	560199551001	1	35000	44.1296314	-106.9502970
56607573	560199551001	1	86040	44.1338132	-106.9388203
56607574	560199551001	1	11100	44.3895882	-106.7043614
56607575	560199551001	1	21600	44.1359004	-106.9405148
56607576	560199551001	1	14600	44.1321125	-106.9397248
56607577	560199551001	1	90100	44.1338332	-106.9398260
56607578	560199551001	1	43000	44.1333177	-106.9402380
56607579	560199551001	1	46100	44.3789525	-106.7552757
56607580	560199551001	1	11300	44.1361501	-106.9380236
56607581	560199551001	1	30550	43.6110312	-106.1991517
56607582	560199551001	1	57000	44.3947412	-106.7145320
56607583	560199551001	1	11500	44.3810060	-106.6998519
56607584	560199551001	1	45000	44.3888311	-106.7067412
56607585	560199551001	1	39000	43.7051566	-106.6460317
56607586	560199551001	1	35001	44.5338586	-106.8473520
56607587	560199551001	1	56004	44.3913142	-106.7145618
56607588	560199551001	1	85000	44.1186777	-106.8853944
