sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164153165	56608957	72	M	1	0	X	X
164153176	56608396	79	F	3	1	X	X
164153182	56607930	79	F	3	1	X	X
164153183	56607930	72	M	1	0	X	X
164165900	56607808	47	M	1	0	X	517660914
164206914	56607683	41	F	1	1	X	517665769
164553257	56608009	67	F	1	0	X	X
164757605	56610108	92	F	1	0	X	X
165192060	56609483	46	M	1	10	X	517668540
165192061	56609483	42	F	1	0	X	517664636
165564778	56610997	52	M	1	1	X	517665696
166069093	56609645	49	M	1	0	X	517664705
166120429	56609317	10	F	1	2	450091497	X
166277964	56611069	80	M	1	0	X	X
166308135	56609211	45	F	1	0	X	X
166308164	56609128	44	M	1	1	X	517664748
166390072	56609721	35	M	1	9	X	517664860
166390092	56608945	35	M	1	9	X	517665651
166390093	56608945	28	M	1	0	X	517665630
166902587	56607548	57	M	1	0	X	517665772
167030401	56608025	85	M	1	0	X	X
167030402	56608025	84	F	1	1	X	X
167125041	56608631	17	M	1	2	450090322	X
167125054	56610201	44	F	1	0	X	517665743
167125055	56610201	35	M	1	1	X	517666269
167224461	56609773	71	M	1	1	X	X
167224468	56610579	61	F	1	0	X	X
167224470	56607671	61	F	1	0	X	X
167224471	56607671	71	M	1	1	X	X
167294996	56608163	19	F	1	2	X	517664887
167421111	56609052	14	M	1	2	450091497	X
167522153	56611302	48	F	1	1	X	X
167530580	56608389	62	F	1	0	X	517660879
167530581	56608389	20	F	9	5	X	517788409
167568193	56607801	29	F	1	1	X	517665801
167568196	56607801	7	F	1	2	450097508	X
167568197	56607801	1	F	1	2	X	X
167568223	56610066	29	F	1	1	X	517665879
167568224	56610066	35	M	1	0	X	517665850
167568226	56610066	7	F	1	2	450091497	X
167812762	56608566	78	M	1	1	X	X
167812767	56608391	70	F	1	0	X	517660972
167865571	56608232	72	F	1	0	X	X
167865576	56607543	72	M	1	1	X	X
167865577	56607543	72	F	1	0	X	X
167941326	56609565	41	M	1	0	X	517788607
168451279	56610345	38	F	1	0	X	517665803
168451280	56610345	39	M	1	1	X	517664636
168630970	56609338	60	M	1	0	X	517664613
168719076	56610607	55	M	1	0	X	517665645
