sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56087779	560299651001	1	117500	44.7568637	-108.6804236
56087780	560299651001	1	150000	44.7779321	-108.8269800
56087781	560299651001	1	42800	44.7708820	-108.6879455
56087782	560299651001	1	40000	44.7786295	-108.6621830
56087783	560299651001	1	190250	44.7803019	-108.6604724
56087784	560299651001	1	12700	44.7573470	-108.7138673
56087785	560299651001	1	177100	44.7601968	-108.6626699
56087786	560299651001	1	147840	44.9703436	-108.6220582
56087787	560299651001	1	248500	44.9705455	-108.6231246
56087788	560299651001	1	509910	44.7578918	-108.7810054
56087789	560299651001	1	28500	44.9698270	-108.6228554
56087790	560299651001	1	113000	44.7572165	-108.7800766
56087791	560299651001	1	16500	44.7577246	-108.7807857
56087792	560299651001	1	38700	44.9696175	-108.6216451
56087793	560299651001	1	97700	44.7608697	-108.7801020
56087794	560299651001	1	17600	44.7579456	-108.7801588
56087795	560299651001	1	94750	44.7572058	-108.7803131
56087796	560299651001	9	20000	44.7578418	-108.7811345
56087797	560299651001	1	45000	44.7610946	-108.7805041
56087798	560299651001	1	32600	44.7573646	-108.7805533
56087799	560299651001	1	84000	44.7577764	-108.7807463
56087800	560299651001	1	67700	44.9703765	-108.6220008
56087801	560299651001	1	43700	44.9691587	-108.6225448
56087802	560299651001	1	34300	44.9696659	-108.6230209
56087803	560299651001	1	55000	44.9692940	-108.6227711
56094665	560299651001	1	51000	44.9715695	-108.6216485
56094666	560299651001	1	97500	44.9689319	-108.6220506
56094667	560299651001	1	140000	44.9710942	-108.6218496
56094668	560299651001	1	121000	44.7714427	-108.8374379
56094669	560299651001	1	45700	44.7796545	-108.6611333
56094670	560299651001	1	38000	44.7708595	-108.8310010
56094671	560299651001	1	22000	44.7759487	-108.7633383
56094672	560299651001	1	39600	44.7795117	-108.6610737
56094673	560299651001	2	25150	44.7580259	-108.6865587
56094674	560299651001	1	95000	44.7795791	-108.6600962
56094675	560299651001	1	140000	44.7584348	-108.6867222
56094676	560299651001	1	216800	44.7798085	-108.6594835
56094677	560299651001	1	42000	44.7804034	-108.6595238
56094678	560299651001	1	67040	44.7613291	-108.7818186
56094679	560299651001	1	7200	44.7790028	-108.6628387
56094680	560299651001	1	80000	44.9724891	-108.6216362
56094681	560299651001	1	26000	44.9716810	-108.6216410
56094682	560299651001	1	34600	44.7607023	-108.7814731
56094683	560299651001	1	194000	44.7783838	-108.6626728
56094684	560299651001	1	49800	44.9687897	-108.6216824
56094685	560299651001	1	61100	44.7702383	-108.8311615
56094686	560299651001	1	71500	44.7658310	-108.8219472
56094687	560299651001	1	85400	44.7677210	-108.8315760
56094688	560299651001	1	210000	44.7719276	-108.8364495
56094689	560299651001	1	50900	44.7724302	-108.8366981
56094690	560299651001	1	23700	44.7792931	-108.6610011
56094691	560299651001	1	65000	44.9726809	-108.6219834
56094692	560299651001	1	11500	44.7786781	-108.6611596
56094693	560299651001	9	61100	44.7596007	-108.7803566
56094694	560299651001	1	59000	44.7714507	-108.8364316
56094695	560299651001	1	216800	44.7685156	-108.8305000
56094696	560299651001	1	149200	44.7706763	-108.8370606
56094697	560299651001	1	141000	44.7595066	-108.7806198
56094698	560299651001	1	48000	44.7758577	-108.7604980
56094699	560299651001	1	80400	44.7753784	-108.7606952
56094700	560299651001	1	68750	44.7690378	-108.8344339
56094701	560299651001	9	19800	44.7650841	-108.8222713
56094702	560299651001	1	56000	44.7637165	-108.8219620
56094703	560299651001	1	105000	44.7667427	-108.8213457
56094704	560299651001	1	122150	44.7699844	-108.8359188
56094705	560299651001	1	84000	44.7636931	-108.8227737
56094706	560299651001	1	46000	44.7703621	-108.8371755
56094707	560299651001	1	73000	44.7597620	-108.7812665
56094708	560299651001	1	132000	44.7685210	-108.8312210
56094709	560299651001	1	13300	44.7704733	-108.8384866
56094710	560299651001	1	11300	44.7674825	-108.8221358
56094711	560299651001	1	64800	44.9684640	-108.6229221
56094712	560299651001	1	84000	44.7684775	-108.8367752
56094713	560299651001	1	128000	44.7721312	-108.6865766
56094714	560299651001	1	18700	44.7648870	-108.7908965
56094715	560299651001	1	78600	44.7689877	-108.8358132
56094716	560299651001	1	135250	44.7711304	-108.8352352
56094717	560299651001	1	89400	44.7592894	-108.6780821
56094718	560299651001	1	41000	44.7597157	-108.6857912
56094719	560299651001	1	394300	44.7548113	-108.7171644
56094720	560299651001	1	132300	44.7539865	-108.6790431
56094721	560299651001	1	62000	44.7817991	-108.7432201
56094722	560299651001	1	15300	44.7642186	-108.8222418
56094723	560299651001	1	84380	44.7773351	-108.6682359
56094724	560299651001	1	75000	44.7701529	-108.8355405
56094725	560299651001	1	144000	44.7625882	-108.8236583
56094726	560299651001	1	50000	44.7721774	-108.8351525
56094727	560299651001	1	96000	44.7540366	-108.7174126
56094728	560299651001	1	70000	44.7714032	-108.8320001
56094729	560299651001	1	111100	44.9671560	-108.6226592
56094730	560299651001	9	8500	44.7816617	-108.7417641
56094731	560299651001	1	120000	44.7621834	-108.8226020
56094732	560299651001	1	250	44.7726964	-108.8321683
56094733	560299651001	1	66000	44.7675408	-108.8320088
56094734	560299651001	1	70000	44.9669580	-108.6225873
56094735	560299651001	1	15100	44.7543029	-108.7183687
56094736	560299651001	1	48500	44.7663649	-108.8248119
56094737	560299651001	1	67400	44.7539630	-108.6868151
56094738	560299651001	1	0	44.7551493	-108.6796288
56094739	560299651001	1	30000	44.7811338	-108.6604333
56094740	560299651001	1	36600	44.7754230	-108.7647149
56094741	560299651001	1	80000	44.7574451	-108.6858635
56094742	560299651001	1	80000	44.7718091	-108.6434073
56094743	560299651001	2	45000	44.7605723	-108.6823169
56094744	560299651001	1	103000	44.7684010	-108.7817017
56094745	560299651001	1	53000	44.7783098	-108.7710960
56094746	560299651001	1	30000	44.7682073	-108.8296204
56094747	560299651001	1	27700	44.9740526	-108.6222139
56094748	560299651001	1	30500	44.7687681	-108.7713793
56094749	560299651001	1	8400	44.9744621	-108.6220388
56094750	560299651001	1	50000	44.7768870	-108.6596390
56094751	560299651001	1	13000	44.7547830	-108.6786948
56094752	560299651001	1	58000	44.7680893	-108.8368616
56094753	560299651001	1	50600	44.7543892	-108.6974643
56094754	560299651001	1	78400	44.9756332	-108.6225272
56094755	560299651001	1	32400	44.7698669	-108.8350003
56094756	560299651001	9	15000	44.7537722	-108.6968609
56094757	560299651001	1	17000	44.7552656	-108.6960461
56094758	560299651001	1	61300	44.7577019	-108.6979948
56094759	560299651001	1	76000	44.7691383	-108.8298865
56094760	560299651001	1	6500	44.7692991	-108.8375842
