sp_id	stco	latitude	longitude
450104340	56025	42.861007	-106.324094
450102474	56025	42.843532	-106.287124
450100352	56025	42.85372	-106.390302
450102713	56025	43.035806	-106.988981
450063600	25027	0.0000000	0.0000000
450062464	56025	42.8126864	-106.3305012
450101932	56025	42.821024	-106.397154
450062386	56025	42.8262931	-106.3515004
450101756	56025	42.815952	-106.417472
450092357	56025	42.836139	-106.329415
450101048	56025	42.860185	-106.316278
450099987	56025	42.841321	-106.366621
450099883	56025	43.410152	-106.273022
450101942	56025	42.841656	-106.325789
450091947	56025	42.835571	-106.340023
450100625	56025	42.841362	-106.329403
450089262	56025	42.914531	-106.351288
450064525	56025	42.8192784	-106.3949017
450104526	56025	42.82381	-106.305139
450094428	56025	42.812839	-106.348399
450067304	25025	0.0000000	0.0000000
450095009	56025	42.835144	-106.317352
450093640	56025	42.86376	-106.268046
450103810	56025	42.644187	-106.419864
450102627	56025	42.836968	-106.755717
450088559	56025	42.549479	-106.715483
450090452	56025	42.82595	-106.35026
450092057	56025	42.805232	-106.344684
450099049	56025	42.835484	-106.284603
450090886	56025	42.837222	-106.263739
450097552	56025	42.839014	-106.280431
450066968	23015	0.0000000	0.0000000
450094412	56025	42.840672	-106.297885
450062094	56025	42.8290800	-106.3532200
450090784	56025	42.840672	-106.297885
