sp_id	sp_gq_id	age	sex
943199320	450025119	16	M
943199323	450025119	17	M
943199322	450025119	14	M
943199321	450025119	15	M
943199319	450025119	17	M
943199318	450025119	13	M
943199328	450007496	16	M
943199329	450007496	17	M
943199324	450007496	15	M
943199327	450007496	15	M
943199332	450007496	17	M
943199331	450007496	15	M
943199333	450007496	15	M
943199330	450007496	17	M
943199325	450007496	13	M
943199326	450007496	15	M
943199334	450007496	16	M
943199337	450025120	16	F
943199338	450025120	17	F
943199339	450025120	14	F
943199336	450025120	14	F
943199335	450025120	15	F
939351110	450037482	29	F
939351109	450037482	25	F
939897665	450037482	81	F
939897660	450037482	88	F
939897661	450037482	82	F
939897662	450037482	90	F
939897663	450037482	99	F
939897664	450037482	70	F
940625732	450037482	85	M
940625733	450037482	76	M
940625734	450037482	79	M
940625735	450037482	86	M
940358497	450037482	45	M
940625731	450037482	82	M
939351111	450037482	63	F
943199690	450025121	14	M
943199681	450025121	16	M
943199683	450025121	16	M
943199680	450025121	15	M
943199684	450025121	16	M
943199682	450025121	16	M
943199687	450025121	14	M
943199688	450025121	17	M
943199686	450025121	17	M
943199685	450025121	17	M
943199689	450025121	17	M
943199699	450025122	17	F
943199698	450025122	17	F
943199697	450025122	14	F
943199691	450025122	15	F
943199696	450025122	13	F
943199695	450025122	17	F
943199694	450025122	16	F
943199693	450025122	17	F
943199692	450025122	16	F
943199700	450025122	17	F
943199701	450025123	17	M
943199706	450025124	16	F
943199704	450025124	15	F
943199703	450025124	17	F
943199702	450025124	16	F
943199705	450025124	14	F
940328008	450032308	51	M
940328009	450032308	20	M
940328010	450032308	63	M
940328011	450032308	43	M
940328012	450032308	59	M
940328013	450032308	62	M
939373219	450032308	59	F
940328015	450032308	54	M
940328016	450032308	29	M
940328021	450032308	61	M
940328020	450032308	46	M
940328019	450032308	55	M
940328018	450032308	53	M
940328017	450032308	42	M
940328014	450032308	49	M
939373220	450032308	53	F
939373221	450032308	61	F
939373222	450032308	63	F
939373223	450032308	54	F
939373224	450032308	57	F
939373225	450032308	58	F
939687092	450032308	69	F
939687091	450032308	92	F
939687090	450032308	72	F
939373226	450032308	62	F
940542581	450032308	85	M
940542580	450032308	88	M
940542579	450032308	75	M
940542578	450032308	74	M
940542577	450032308	76	M
940542576	450032308	73	M
940542575	450032308	67	M
940542574	450032308	70	M
940542573	450032308	105	M
940542572	450032308	72	M
940542571	450032308	74	M
940542570	450032308	80	M
940542569	450032308	69	M
940542568	450032308	83	M
940542567	450032308	69	M
940542566	450032308	74	M
939373227	450032308	62	F
939373228	450032308	64	F
939373229	450032308	30	F
939373230	450032308	62	F
939373231	450032308	62	F
939687093	450032308	94	F
939687094	450032308	89	F
939687095	450032308	76	F
939687096	450032308	96	F
939687097	450032308	78	F
939687098	450032308	76	F
939687100	450032308	83	F
939687099	450032308	70	F
940327990	450032308	40	M
940327991	450032308	56	M
940327992	450032308	37	M
940327993	450032308	56	M
940327994	450032308	55	M
940327995	450032308	25	M
940327996	450032308	62	M
940327997	450032308	48	M
940327998	450032308	58	M
940327999	450032308	49	M
940328000	450032308	39	M
940328001	450032308	63	M
940328002	450032308	55	M
940328003	450032308	44	M
940328004	450032308	32	M
940328005	450032308	38	M
940328006	450032308	31	M
940328007	450032308	51	M
938942742	450003740	21	M
938942741	450003740	18	M
938942740	450003740	19	M
938942739	450003740	28	M
938942695	450003740	22	M
938942696	450003740	24	M
938942697	450003740	19	M
938942698	450003740	18	M
938942699	450003740	21	M
938942700	450003740	19	M
938942701	450003740	18	M
938942703	450003740	21	M
938942702	450003740	24	M
938942738	450003740	24	M
938942737	450003740	20	M
938942736	450003740	18	M
938942735	450003740	20	M
938942960	450003740	19	F
938942959	450003740	21	F
938942958	450003740	19	F
938942957	450003740	24	F
938942956	450003740	19	F
938942955	450003740	21	F
938942954	450003740	28	F
938942953	450003740	19	F
938942952	450003740	23	F
938942951	450003740	19	F
938942950	450003740	18	F
938942949	450003740	19	F
938942948	450003740	19	F
938942947	450003740	21	F
938942844	450003740	18	F
938942845	450003740	19	F
938942846	450003740	18	F
938942847	450003740	18	F
938942848	450003740	21	F
938942849	450003740	23	F
938942925	450003740	19	F
938942924	450003740	19	F
938942923	450003740	22	F
938942922	450003740	18	F
938942921	450003740	18	F
938942920	450003740	19	F
938942919	450003740	18	F
938942918	450003740	21	F
938942917	450003740	19	F
938942916	450003740	24	F
938942915	450003740	18	F
938942914	450003740	19	F
938942913	450003740	19	F
938942912	450003740	23	F
938942911	450003740	20	F
938942910	450003740	22	F
938942909	450003740	22	F
938942908	450003740	21	F
938942907	450003740	19	F
938942906	450003740	19	F
938942905	450003740	18	F
938942904	450003740	20	F
938942732	450003740	21	M
938942687	450003740	15	M
938942688	450003740	17	M
938942689	450003740	18	M
938942690	450003740	23	M
938942733	450003740	24	M
938942734	450003740	19	M
938942731	450003740	18	M
938942730	450003740	18	M
938942729	450003740	24	M
938942728	450003740	19	M
938942727	450003740	18	M
938942726	450003740	19	M
938942725	450003740	19	M
938942724	450003740	23	M
938942723	450003740	19	M
938942722	450003740	19	M
938942721	450003740	21	M
938942720	450003740	19	M
938942719	450003740	28	M
938942718	450003740	24	M
938942717	450003740	19	M
