sp_id	sp_gq_id	age	sex
940542601	450032311	76	M
940542600	450032311	88	M
940542599	450032311	68	M
940542598	450032311	77	M
939687166	450032311	75	F
940636020	450038503	79	M
940636021	450038503	95	M
940636019	450038503	68	M
940686254	450041586	75	M
940686255	450041586	87	M
940686256	450041586	79	M
940686257	450041586	75	M
940686258	450041586	84	M
940686259	450041586	66	M
940052894	450041586	94	F
940052893	450041586	86	F
940052892	450041586	101	F
940052891	450041586	83	F
940052890	450041586	81	F
940052895	450041586	82	F
940052896	450041586	84	F
940052897	450041586	88	F
940052898	450041586	87	F
940052899	450041586	77	F
940052900	450041586	90	F
940052901	450041586	82	F
940052902	450041586	69	F
940052889	450041586	88	F
940052903	450041586	87	F
940052888	450041586	86	F
940052887	450041586	102	F
940052886	450041586	76	F
940052885	450041586	96	F
940052904	450041586	96	F
940052905	450041586	89	F
939325071	450041586	51	F
939325070	450041586	25	F
939325069	450041586	61	F
939325067	450041586	44	F
940052884	450041586	87	F
940052883	450041586	87	F
940052882	450041586	66	F
940052881	450041586	88	F
940052880	450041586	78	F
940052879	450041586	85	F
940052878	450041586	88	F
940052906	450041586	89	F
940052877	450041586	87	F
940052876	450041586	87	F
940052875	450041586	75	F
940052907	450041586	76	F
940380853	450041586	60	M
940380852	450041586	41	M
940380851	450041586	39	M
940380850	450041586	53	M
940380849	450041586	30	M
940380848	450041586	57	M
940052874	450041586	90	F
940052873	450041586	76	F
940052872	450041586	75	F
940052871	450041586	91	F
940052870	450041586	89	F
940052869	450041586	65	F
940052868	450041586	88	F
940052867	450041586	68	F
940052866	450041586	75	F
940052865	450041586	83	F
940052864	450041586	95	F
940052863	450041586	79	F
940052862	450041586	88	F
940052861	450041586	76	F
940052860	450041586	104	F
940052859	450041586	78	F
940052858	450041586	89	F
940052857	450041586	76	F
940052856	450041586	90	F
940052855	450041586	86	F
940052854	450041586	88	F
939325068	450041586	62	F
940052909	450041586	82	F
940686251	450041586	70	M
940052908	450041586	89	F
940686250	450041586	83	M
940686249	450041586	92	M
940686248	450041586	86	M
940686247	450041586	105	M
940686246	450041586	66	M
940686245	450041586	89	M
940686244	450041586	67	M
940686243	450041586	78	M
940686242	450041586	86	M
940686241	450041586	70	M
