sp_id	stco	latitude	longitude
450091513	56033	44.637635	-106.38048
450089696	56033	44.681443	-106.996114
450063222	56033	44.7785054	-107.0170886
450063600	25027	0.0000000	0.0000000
450061104	56033	44.8063400	-106.9750719
450089695	56033	44.681457	-106.996105
450099883	56025	43.410152	-106.273022
450089002	56033	44.637635	-106.38048
450104243	56003	44.881916	-108.469294
450089000	56033	44.651799	-106.133197
450057738	56033	44.7957184	-106.9511144
450095884	56033	44.797281	-106.986764
450089697	56033	44.681454	-106.996114
450101014	56033	44.775547	-107.015508
450067304	25025	0.0000000	0.0000000
450069041	34035	0.0000000	0.0000000
450090361	56003	44.450352	-108.433547
450089001	56033	44.637635	-106.38048
450048420	30003	45.3130331	-107.3437723
450091625	56033	44.78706	-106.948281
450104524	56033	44.811626	-106.978881
450099595	56033	44.805277	-106.974355
450066968	23015	0.0000000	0.0000000
450094429	56033	44.803981	-106.964479
