sp_id	stco	latitude	longitude
450090874	56001	41.34887	-106.206932
450089464	56001	41.306046	-105.575273
450098064	56001	41.323295	-105.581839
450063837	56001	41.3079228	-105.5626871
450063600	25027	0.0000000	0.0000000
450104213	56001	41.742034	-105.970413
450090798	56001	41.373582	-105.586937
450095426	56001	41.164782	-105.885292
450060867	56001	41.3132600	-105.5907800
450098065	56001	41.323825	-105.567316
450067304	25025	0.0000000	0.0000000
450104212	56001	41.742034	-105.970413
450096496	56001	41.325832	-105.560486
450073305	56001	41.3031024	-105.5899005
450104214	56001	41.742034	-105.970413
450066968	23015	0.0000000	0.0000000
450104025	56001	41.74298	-105.96961
