sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56185740	560419752001	1	84000	41.3429896	-110.2922001
56185741	560419752001	1	82800	41.3323742	-110.2847846
56185742	560419752001	1	30000	41.3344858	-110.2581704
56185743	560419752001	1	20700	41.3340492	-110.2797314
56185744	560419752001	1	89000	41.3518880	-110.2978985
56185745	560419752001	1	81400	41.3536847	-110.2944838
56185746	560419752001	1	50000	41.3353915	-110.2855442
56185747	560419752001	1	222000	41.3629887	-110.2753310
56185748	560419752001	1	17400	41.3424545	-110.2972918
56185749	560419752001	1	0	41.3613371	-110.2848814
56185750	560419752001	1	46000	41.3759325	-110.2376743
56185751	560419752001	1	101800	41.3252860	-110.2915614
56185752	560419752001	1	13000	41.3249125	-110.2925292
56185753	560419752001	1	103400	41.3456763	-110.2974882
56185754	560419752001	1	143000	41.3527705	-110.2909141
56185755	560419752001	1	110600	41.3741326	-110.2346211
56185756	560419752001	9	140000	41.3432968	-110.2588437
56185757	560419752001	1	148000	41.3621123	-110.2760743
56185758	560419752001	1	30300	41.3432547	-110.2893523
56185759	560419752001	1	52900	41.3453366	-110.2579962
56185760	560419752001	1	21000	41.3350048	-110.2965121
56185761	560419752001	1	16400	41.3362563	-110.2869767
56185762	560419752001	1	89500	41.3739268	-110.2430325
56185763	560419752001	1	112000	41.3567298	-110.2984981
56185764	560419752001	1	174000	41.3285026	-110.2759033
56185765	560419752001	1	45000	41.3338384	-110.2805110
56185766	560419752001	1	37000	41.3322932	-110.2799448
56185767	560419752001	1	13600	41.3320296	-110.2806425
56185768	560419752001	1	30000	41.3311856	-110.2799923
56185769	560419752001	1	135000	41.3311461	-110.2797891
56185770	560419752001	1	60000	41.3337185	-110.2808226
56185771	560419752001	1	68000	41.3248871	-110.2748264
56185772	560419752001	1	43300	41.3264206	-110.2697921
56185773	560419752001	1	36100	41.3239436	-110.2676433
56185774	560419752001	1	15700	41.3270313	-110.2709775
56185775	560419752001	9	24000	41.3206065	-110.2898898
56185776	560419752001	1	15900	41.3329239	-110.2820784
56185777	560419752001	1	17430	41.3337858	-110.2821495
56185778	560419752001	1	148300	41.3361055	-110.2924640
56185779	560419752001	1	87320	41.3312865	-110.2851249
56185780	560419752001	1	32000	41.3373244	-110.2919759
56185781	560419752001	1	21700	41.3433942	-110.2887845
56185782	560419752001	1	21500	41.3416002	-110.2598078
56185783	560419752001	1	26400	41.3630623	-110.2750537
56185784	560419752001	1	204500	41.3318659	-110.2649045
56185785	560419752001	1	88000	41.3375464	-110.2928774
56185786	560419752001	1	68600	41.3538491	-110.2913268
56185787	560419752001	1	15700	41.3610399	-110.2927745
56185788	560419752001	1	23000	41.3668533	-110.2420797
56185789	560419752001	1	0	41.3427595	-110.2911862
56185790	560419752001	1	39000	41.3626859	-110.2787626
56185791	560419752001	1	51600	41.3430008	-110.2594024
56185792	560419752001	1	120000	41.3464790	-110.2638571
56185793	560419752001	1	87200	41.3460071	-110.2581668
56185794	560419752001	1	117500	41.3411782	-110.2880252
56185795	560419752001	1	30000	41.3537003	-110.2966812
56185796	560419752001	1	67600	41.3345507	-110.2973928
