sp_id	sp_gq_id	age	sex
943200658	450007503	26	M
943200666	450007503	30	M
943200665	450007503	22	M
943200664	450007503	32	M
943200663	450007503	20	M
943200662	450007503	63	M
943200661	450007503	47	M
943200660	450007503	44	M
943200659	450007503	22	M
943200657	450007503	33	M
943200656	450007503	34	M
943200655	450007503	40	M
943200654	450007503	35	M
943200653	450007503	39	M
943200652	450007503	21	M
943200651	450007503	52	M
943200650	450007503	39	M
943200649	450007503	54	M
943200648	450007503	29	M
943200647	450007503	29	M
943200646	450007503	28	M
943200645	450007503	51	M
943200644	450007503	64	M
943200643	450007503	51	M
943200642	450007503	27	M
943200641	450007503	33	M
943200640	450007503	36	M
943200639	450007503	28	M
943200638	450007503	53	M
943200675	450025144	50	F
943200680	450025144	36	F
943200679	450025144	31	F
943200678	450025144	26	F
943200677	450025144	39	F
943200676	450025144	23	F
943200667	450025144	37	F
943200668	450025144	23	F
943200669	450025144	54	F
943200670	450025144	61	F
943200671	450025144	41	F
943200672	450025144	47	F
943200673	450025144	31	F
943200674	450025144	33	F
939687204	450032312	105	F
939687205	450032312	88	F
939687200	450032312	92	F
939687199	450032312	79	F
939687198	450032312	86	F
939687197	450032312	81	F
939687196	450032312	71	F
939687195	450032312	89	F
939687202	450032312	80	F
939687206	450032312	87	F
939687201	450032312	91	F
940542617	450032312	72	M
940542616	450032312	68	M
940542615	450032312	90	M
939687203	450032312	75	F
