sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164156830	56192743	75	F	1	0	X	X
164156832	56190792	75	F	1	0	X	X
164172494	56188517	23	F	1	2	X	X
164172517	56188293	50	F	1	1	X	X
164186084	56188878	86	F	1	0	X	X
164632770	56186185	52	M	1	0	X	517410327
164632771	56186185	49	F	1	1	X	517410744
164645653	56188767	11	F	1	2	450092323	X
164645655	56188767	45	M	1	0	X	517409516
164645656	56188767	29	F	1	1	X	517409953
164645690	56193094	10	F	1	2	450091437	X
164645713	56188306	11	F	1	2	450091437	X
164645716	56188306	29	F	1	1	X	517409867
164645724	56192447	29	F	1	1	X	517409922
164645729	56189045	11	F	1	2	450092323	X
164645730	56189045	10	F	1	2	450091437	X
164739199	56190064	14	M	1	2	450089058	X
164739200	56190064	48	F	1	0	X	517409599
164739202	56190064	18	M	1	2	450093638	X
164739207	56189216	14	M	1	2	450089058	X
164739209	56189216	47	M	1	1	X	517409930
164739216	56185945	48	F	1	0	X	517410596
164739217	56185945	47	M	1	1	X	517409846
164739218	56185945	18	M	1	2	450098803	X
164739221	56190050	47	M	1	1	X	517409596
164739236	56188753	48	F	1	0	X	517409586
164739237	56188753	47	M	1	1	X	517409982
164739238	56188753	18	M	1	2	450093638	X
164935643	56186165	2	M	1	2	X	X
164935647	56189484	2	M	1	2	X	X
164935648	56189484	28	F	1	0	X	517410041
164935657	56190567	2	M	1	2	X	X
164935660	56187755	28	F	1	0	X	517410490
165080416	56191977	70	F	1	0	X	517352146
165080421	56191803	70	F	1	0	X	517409609
165168837	56187285	36	F	1	9	X	517410589
165529870	56190443	29	M	1	1	X	X
165529871	56190443	2	M	1	2	X	X
165529872	56190443	27	F	1	0	X	X
165529889	56189783	2	M	1	2	X	X
165529890	56189783	27	F	1	0	X	X
165529891	56190956	29	M	1	1	X	X
165529892	56190956	2	M	1	2	X	X
165529894	56187996	29	M	1	1	X	X
165529895	56187996	2	M	1	2	X	X
165529896	56187996	27	F	1	0	X	X
165529909	56192917	29	M	1	1	X	X
165529911	56192917	27	F	1	0	X	X
165600277	56191181	36	F	1	0	X	517410860
165600278	56191181	5	F	1	2	450091437	X
165600297	56188408	36	F	1	0	X	517409478
165600314	56191200	10	F	1	2	450091437	X
165600315	56191200	8	M	1	2	450091437	X
165600317	56191200	36	F	1	0	X	517409570
165600318	56191200	5	F	1	2	450091437	X
165600334	56192420	10	F	1	2	450091437	X
165600335	56192420	8	M	1	2	450091437	X
165600337	56192420	36	F	1	0	X	517409438
165669051	56190718	27	M	1	0	X	517410056
165669065	56190067	27	M	1	0	X	517409922
165669078	56185765	27	M	1	0	X	517410513
165669086	56191437	27	M	1	0	X	517409570
165707546	56185864	73	M	1	0	X	517410553
165707547	56185864	72	F	1	1	X	X
165830973	56188894	5	M	1	2	450094430	X
165830975	56188894	35	F	1	1	X	517410379
165830976	56188894	13	M	1	2	450093639	X
165830985	56192545	5	M	1	2	450094430	X
165830987	56192545	35	F	1	1	X	517409671
165830988	56192545	13	M	1	2	450101087	X
165830993	56185984	5	M	1	2	450094430	X
165830995	56185984	35	F	1	1	X	517409922
165851988	56186181	29	M	1	1	X	517409914
165851990	56186181	4	F	1	2	X	X
165851991	56186181	27	F	1	0	X	517409454
165852000	56187780	29	M	1	1	X	517410514
165852002	56187780	4	F	1	2	X	X
165852003	56187780	27	F	1	0	X	517410571
165852020	56188251	29	M	1	1	X	517410058
165852021	56188251	1	F	1	2	X	X
165852022	56188251	4	F	1	2	X	X
165852023	56188251	27	F	1	0	X	517409895
165852024	56189339	29	M	1	1	X	517409570
165852025	56189339	1	F	1	2	X	X
165852027	56189339	27	F	1	0	X	517410016
165852028	56189354	29	M	1	1	X	517410832
165852037	56187362	1	F	1	2	X	X
165852039	56187362	27	F	1	0	X	517410513
165852048	56190549	29	M	1	1	X	517410036
165852050	56190549	4	F	1	2	X	X
165852051	56190549	27	F	1	0	X	517409955
165852054	56192400	4	F	1	2	X	X
165852055	56192400	27	F	1	0	X	517410951
165852073	56185759	1	F	1	2	X	X
165852074	56185759	4	F	1	2	X	X
165852075	56185759	27	F	1	0	X	517410763
165852084	56187055	29	M	1	1	X	517410513
165852085	56187055	1	F	1	2	X	X
165852086	56187055	4	F	1	2	X	X
166042875	56192879	62	F	1	1	X	X
166150258	56187059	58	M	1	0	X	517411039
166150259	56187059	57	F	1	1	X	517410571
166278487	56188377	39	F	1	0	X	X
166278490	56188377	17	M	1	2	450096237	517410969
166278506	56191578	5	F	1	2	450066968	X
166278526	56186206	5	F	1	2	450057833	X
166278527	56186206	39	F	1	0	X	X
166278529	56186206	14	F	1	2	450098803	X
166278561	56188574	5	F	1	2	450066968	X
166278563	56188574	38	M	1	1	X	517409982
166278564	56188574	14	F	1	2	450096237	X
166278583	56188857	38	M	1	1	X	517410255
166278586	56186747	5	F	1	2	450066968	X
166278587	56186747	39	F	1	0	X	X
166278588	56186747	38	M	1	1	X	517410718
166278589	56186747	14	F	1	2	450098803	X
166278590	56186747	17	M	1	2	450098803	517410484
166278631	56189112	5	F	1	2	450066968	X
166278686	56189981	5	F	1	2	450066968	X
166278689	56189981	14	F	1	2	450093638	X
166278690	56189981	17	M	1	2	450093638	517409544
166278699	56191982	14	F	1	2	450093638	X
166278806	56188890	5	F	1	2	450066968	X
166278807	56188890	39	F	1	0	X	X
166278808	56188890	38	M	1	1	X	517409548
166278809	56188890	14	F	1	2	450093638	X
166302619	56187977	58	F	1	0	X	X
166302621	56186186	58	F	1	0	X	X
166322514	56188775	52	M	8	1	X	517409730
166322524	56188906	52	M	8	1	X	517409503
166674245	56191522	53	F	1	0	X	503070665
166674248	56190509	53	F	1	0	X	517410451
166674250	56186565	53	F	1	0	X	517410533
166674253	56193179	53	F	1	0	X	517409944
166744601	56186093	3	M	1	2	X	X
166744602	56186093	48	M	1	0	X	517410597
166744615	56187715	3	M	1	2	X	X
166744616	56187715	48	M	1	0	X	517410718
166744629	56188634	3	M	1	2	X	X
166744630	56188634	48	M	1	0	X	517409922
166744640	56192838	48	M	1	0	X	517409923
166788143	56192352	63	M	1	0	X	517410332
166788145	56192352	52	M	1	12	X	517409557
166788147	56191086	63	M	1	0	X	517409922
166788148	56191086	29	M	1	12	X	X
166788150	56191086	57	F	1	1	X	517410001
166788235	56186605	63	M	1	0	X	517420656
166788236	56186605	29	M	1	12	X	X
166788237	56186605	52	M	1	12	X	517410571
166788259	56191496	63	M	1	0	X	517410332
166788312	56189387	29	M	1	12	X	X
166788314	56189387	57	F	1	1	X	517409982
166788323	56189463	63	M	1	0	X	517410803
166788328	56192287	29	M	1	12	X	X
166788329	56192287	52	M	1	12	X	517409944
166788330	56192287	57	F	1	1	X	517409967
166791840	56186289	64	M	1	0	X	517410583
166791841	56186289	65	F	1	1	X	X
166791850	56186444	64	M	1	0	X	517410594
166791851	56186444	65	F	1	1	X	X
166791868	56185911	64	M	1	0	X	517411016
166791869	56185911	65	F	1	1	X	X
166994877	56186162	46	M	1	0	X	517410076
166994879	56186162	13	M	1	2	450098804	X
166994881	56186162	14	M	1	2	450098803	X
166994882	56186079	46	M	1	0	X	517410589
166994902	56189022	46	M	1	0	X	517410411
166994904	56189022	13	M	1	2	450092323	X
166994905	56189022	46	F	1	1	X	517409830
166994948	56192842	14	M	1	2	450093638	X
167252025	56186991	20	F	1	5	X	X
167252026	56186991	55	F	1	0	X	517411076
167252044	56193377	55	F	1	0	X	517410847
167252054	56190869	4	F	1	5	450094430	X
167252056	56190869	55	F	1	0	X	517410855
167252066	56190476	4	F	1	5	450094430	X
167252067	56190476	20	F	1	5	X	X
167252077	56187800	55	F	1	0	X	517422805
167343457	56188433	2	M	1	7	X	X
167343458	56188433	16	F	1	7	450096237	X
167343460	56188433	41	F	1	3	X	X
167343461	56188433	6	M	1	2	450091437	X
167343462	56188433	8	F	1	2	450091437	X
167343463	56188433	14	F	1	2	450092323	X
167343512	56190603	2	M	1	7	X	X
167343513	56190603	16	F	1	7	450100359	X
167343514	56190603	0	M	1	5	X	X
167343515	56190603	41	F	1	3	X	X
167343520	56190603	47	M	1	1	X	X
167343559	56189495	41	F	1	3	X	X
167343562	56189495	14	F	1	2	450092323	X
167343563	56189495	20	F	1	2	X	X
167343589	56185938	2	M	1	7	X	X
167343592	56185938	41	F	1	3	X	X
167343593	56185938	6	M	1	2	450100353	X
167343599	56185938	7	M	1	7	450100353	X
167343658	56185879	41	F	1	3	X	X
167343662	56185879	20	F	1	2	X	X
167343663	56185879	47	M	1	1	X	X
167343665	56185879	7	M	1	7	450100353	X
167343689	56190896	16	F	1	7	450093638	X
167343691	56190896	41	F	1	3	X	X
167343692	56190896	6	M	1	2	450101087	X
167343693	56190896	8	F	1	2	450101087	X
167343694	56190896	14	F	1	2	450101087	X
167343695	56190896	20	F	1	2	X	X
167343697	56190896	36	F	1	0	X	X
167343765	56186112	2	M	1	7	X	X
167343768	56186112	41	F	1	3	X	X
167343771	56186112	14	F	1	2	450098804	X
167343775	56186112	7	M	1	7	450100353	X
167343787	56188286	2	M	1	7	X	X
167343788	56188286	16	F	1	7	450096237	X
167343789	56188286	0	M	1	5	X	X
167343791	56188286	6	M	1	2	450091437	X
167343792	56188286	8	F	1	2	450091437	X
167343793	56188286	14	F	1	2	450092323	X
167343794	56188286	20	F	1	2	X	X
167343797	56188286	7	M	1	7	450091437	X
167343864	56191329	2	M	1	7	X	X
167343866	56191329	0	M	1	5	X	X
167343869	56191329	8	F	1	2	450091437	X
167343870	56191329	14	F	1	2	450091437	X
167343871	56191329	20	F	1	2	X	X
167343874	56191329	7	M	1	7	450091437	X
167343897	56186914	2	M	1	7	X	X
167343899	56186914	0	M	1	5	X	X
167343900	56186914	41	F	1	3	X	X
167343902	56186914	8	F	1	2	450100353	X
167343903	56186914	14	F	1	2	450100364	X
167343905	56186914	47	M	1	1	X	X
167343907	56186914	7	M	1	7	450100353	X
167343912	56186027	6	M	1	2	450100353	X
167343913	56186027	8	F	1	2	450100353	X
167343915	56186027	20	F	1	2	X	X
167343918	56186027	7	M	1	7	450100353	X
167343996	56193167	2	M	1	7	X	X
167343997	56193167	16	F	1	7	450093638	X
167343998	56193167	0	M	1	5	X	X
167344000	56193167	6	M	1	2	450091437	X
167344001	56193167	8	F	1	2	450091437	X
167344003	56193167	20	F	1	2	X	X
167344004	56193167	47	M	1	1	X	X
167344005	56193167	36	F	1	0	X	X
167344006	56193167	7	M	1	7	450091437	X
167344007	56188593	2	M	1	7	X	X
167344008	56188593	16	F	1	7	450096237	X
167344009	56188593	0	M	1	5	X	X
167344010	56188593	41	F	1	3	X	X
167344015	56188593	47	M	1	1	X	X
167344016	56188593	36	F	1	0	X	X
167344017	56188593	7	M	1	7	450091437	X
167344040	56190689	2	M	1	7	X	X
167344042	56190689	0	M	1	5	X	X
167344044	56190689	6	M	1	2	450100353	X
167344046	56190689	14	F	1	2	450100364	X
167344048	56190689	47	M	1	1	X	X
167344052	56186491	16	F	1	7	450098803	X
167344057	56186491	14	F	1	2	450098804	X
167344058	56186491	20	F	1	2	X	X
167344060	56186491	36	F	1	0	X	X
167344061	56186491	7	M	1	7	450100353	X
167344065	56191113	41	F	1	3	X	X
167344067	56191113	8	F	1	2	450101087	X
167344071	56191113	36	F	1	0	X	X
167344097	56190949	0	M	1	5	X	X
167344098	56190949	41	F	1	3	X	X
167344101	56190949	14	F	1	2	450101087	X
167344103	56190949	47	M	1	1	X	X
167344139	56189103	2	M	1	7	X	X
167344141	56189103	0	M	1	5	X	X
167344142	56189103	41	F	1	3	X	X
167344144	56189103	8	F	1	2	450091437	X
167344145	56189103	14	F	1	2	450092323	X
167344146	56189103	20	F	1	2	X	X
167344147	56189103	47	M	1	1	X	X
167344149	56189103	7	M	1	7	450091437	X
167344152	56186014	0	M	1	5	X	X
167344154	56186014	6	M	1	2	450100353	X
167344156	56186014	14	F	1	2	450098804	X
167344160	56186014	7	M	1	7	450100353	X
167408474	56187336	59	M	1	0	X	X
167408475	56187336	65	F	1	1	X	X
167425232	56187931	2	F	9	2	X	X
167628340	56190627	29	F	1	10	X	X
167628341	56190627	2	F	1	2	X	X
167628347	56190632	6	F	1	2	450089058	X
167886564	56187013	84	M	1	0	X	X
167886568	56191783	84	M	1	0	X	X
167886569	56191948	84	M	1	0	X	X
167886592	56192797	84	M	1	0	X	X
167886596	56193343	84	M	1	0	X	X
168555053	56190296	48	M	1	0	X	517410332
168555058	56190109	16	F	1	2	450093638	X
168555060	56190109	50	F	1	1	X	517410463
168555062	56188278	16	F	1	2	450096237	X
168555063	56188278	13	F	1	2	450092323	X
168555064	56188278	50	F	1	1	X	517409982
168555065	56188278	48	M	1	0	X	517410943
168555098	56192640	16	F	1	2	450093638	X
168555101	56192640	48	M	1	0	X	517410904
168555159	56186279	13	F	1	2	450098804	X
168555160	56186279	50	F	1	1	X	517410484
168555161	56186279	48	M	1	0	X	517409880
168555184	56193119	50	F	1	1	X	517410332
168555198	56190303	16	F	1	2	450100359	X
168555201	56190303	48	M	1	0	X	517409826
168555202	56186739	16	F	1	2	450098803	X
168555203	56186739	13	F	1	2	450094427	X
168555204	56186739	50	F	1	1	X	517421015
168555205	56186739	48	M	1	0	X	517411062
168555211	56187662	13	F	1	2	450100364	X
168555213	56187662	48	M	1	0	X	517423597
168555216	56190427	50	F	1	1	X	517409494
168555217	56190427	48	M	1	0	X	517410948
168555218	56188257	16	F	1	2	450093638	X
168555219	56188257	13	F	1	2	450092323	X
168555220	56188257	50	F	1	1	X	517410895
168555222	56188529	16	F	1	2	450093638	X
168555224	56188529	50	F	1	1	X	517422447
168555225	56188529	48	M	1	0	X	517409503
168651104	56190813	19	M	1	2	X	517409911
168651105	56190813	47	F	1	1	X	517409911
168651128	56190937	19	M	1	2	X	517410411
168651194	56191629	19	M	1	2	X	517371747
168651195	56191629	47	F	1	1	X	517409922
168651441	56192409	7	M	1	2	450091437	X
168754263	56192141	74	M	1	0	X	X
168943803	56188539	20	F	8	2	X	X
168973573	56190701	7	M	1	2	450100353	X
168973574	56190701	5	F	1	2	450094430	X
169165819	56187123	49	F	1	0	X	517410735
169165843	56189345	49	F	1	0	X	517410921
169377535	56186259	42	M	1	1	X	517410596
169377536	56186259	9	M	1	2	450100353	X
169377537	56186259	12	M	1	2	450098804	X
169498400	56191172	33	M	1	0	X	517410961
169578318	56190559	40	M	1	4	X	X
169578319	56190559	19	M	1	0	X	X
169578323	56192145	19	M	1	0	X	X
169685357	56192574	22	M	1	2	X	517409671
169685359	56192574	58	M	1	0	X	X
169685438	56188777	41	M	1	2	X	517409570
169685439	56188777	58	M	1	0	X	X
169685440	56188777	61	F	1	1	X	X
169685469	56192631	22	M	1	2	X	517409846
169685470	56192631	41	M	1	2	X	517409570
169685472	56192631	61	F	1	1	X	X
169685473	56192143	22	M	1	2	X	517410409
169685474	56192143	41	M	1	2	X	517410788
169685515	56192214	58	M	1	0	X	X
169685516	56192214	61	F	1	1	X	X
169685517	56189485	22	M	1	2	X	517409936
169685520	56189485	61	F	1	1	X	X
169685581	56188978	22	M	1	2	X	517409982
169685582	56188978	41	M	1	2	X	517409477
169685584	56188978	61	F	1	1	X	X
169685585	56187599	22	M	1	2	X	517411056
169685586	56187599	41	M	1	2	X	517411015
169685588	56187599	61	F	1	1	X	X
169799286	56187090	62	M	1	0	X	X
169799287	56189313	53	F	9	1	X	X
169799288	56189313	62	M	1	0	X	X
169962323	56193349	58	M	1	0	X	517409978
170096757	56187064	46	F	1	1	X	517420597
170096771	56191788	46	F	1	1	X	517410863
170110981	56190152	55	M	1	0	X	517409923
170110982	56190152	53	F	1	1	X	517409570
170390254	56186503	64	F	1	1	X	X
170390266	56192450	64	F	1	1	X	X
170482977	56191019	56	M	1	0	X	517409597
170562901	56192161	43	M	1	0	X	517409922
170603189	56190584	69	F	1	1	X	X
170706447	56186172	37	M	1	0	X	517410513
170706453	56189929	37	M	1	0	X	517410036
170706478	56188080	37	M	1	0	X	517410855
170760967	56188483	51	F	1	0	X	517409570
170760985	56188208	51	F	1	0	X	517409613
170760990	56191513	51	F	1	0	X	517409467
170760997	56189760	51	F	1	0	X	517409920
170761011	56190725	51	F	1	0	X	517410803
170761017	56189737	51	F	1	0	X	517410418
170761028	56189865	51	F	1	0	X	517410263
170761032	56193292	51	F	1	0	X	517410239
170761053	56191063	51	F	1	0	X	517409953
170876397	56185854	65	F	1	1	X	X
170876401	56187887	65	F	1	1	X	X
170928012	56190484	23	M	1	0	X	517410255
170928024	56189238	23	M	1	0	X	517409846
170928027	56189200	23	F	1	10	X	517409858
170928037	56191958	23	F	1	10	X	517409984
170928038	56191506	23	M	1	0	X	512686446
171002804	56190489	81	F	1	0	X	X
171041105	56189700	47	M	1	0	X	517409923
171041106	56189700	47	F	1	1	X	517410832
171041124	56187778	47	F	1	1	X	517409953
171041130	56190328	47	F	1	1	X	517410982
171041135	56188782	47	M	1	0	X	517409982
171041136	56188782	47	F	1	1	X	517411001
171041148	56188426	47	F	1	1	X	517409570
171041161	56188060	47	M	1	0	X	517410769
171066703	56187009	67	M	1	10	X	X
171104143	56188324	45	F	1	1	X	517409846
171104144	56189149	51	M	1	0	X	517410832
171104145	56189149	18	M	1	2	450093638	517409570
171104146	56189149	45	F	1	1	X	517409923
171104175	56192661	18	M	1	2	450093638	517409923
171104176	56192661	45	F	1	1	X	517410233
171322542	56189672	24	M	1	0	X	517410332
171489204	56188255	39	F	1	0	X	517409570
171489206	56188255	15	F	1	2	450093638	X
171489220	56188087	39	F	1	0	X	517410379
171489233	56191409	7	M	1	2	450091437	X
171489234	56191409	15	F	1	2	450093638	X
171489252	56191744	39	F	1	0	X	517409467
171489253	56191744	7	M	1	2	450101087	X
171489254	56191744	15	F	1	2	450093638	X
171489285	56192502	7	M	1	2	450091437	X
171489286	56192502	15	F	1	2	450093638	X
171584807	56190866	48	M	1	1	X	X
171584808	56190866	17	M	1	2	450093638	517350868
171584809	56190866	16	M	1	2	450093638	517410245
171584810	56190866	58	F	1	0	X	517409873
171584836	56191572	17	M	1	2	450093638	517410861
171584838	56191572	58	F	1	0	X	517409556
171584851	56186405	48	M	1	1	X	X
171584852	56186405	17	M	1	2	450098803	517410292
171584854	56186405	58	F	1	0	X	517411026
171584911	56186808	48	M	1	1	X	X
171584913	56186808	16	M	1	2	450098803	517410613
171844780	56193158	43	M	1	0	X	517409922
171862788	56189519	61	F	1	0	X	517409902
171911784	56186401	44	F	1	0	X	X
171911787	56187306	44	F	1	0	X	X
172035630	56190943	64	F	1	0	X	517410332
172035638	56186505	64	F	1	0	X	517410716
172085392	56193249	71	M	1	0	X	517410969
172085393	56193249	59	F	1	1	X	503070749
172085407	56191719	59	F	1	1	X	517409467
172146372	56188262	48	M	1	3	X	517409847
172146373	56188262	48	M	1	0	X	517409982
172146383	56190037	48	M	1	0	X	517410096
